"gene","module"
"Gohir.D02G040000","brown"
"Gohir.D05G088300","blue"
"Gohir.A03G017000","blue"
"Gohir.A05G134600","turquoise"
"Gohir.A11G111300","brown"
"Gohir.D05G303500","turquoise"
"Gohir.D13G127700","brown"
"Gohir.D09G078000","blue"
"Gohir.D10G196100","brown"
"Gohir.A11G245200","blue"
"Gohir.A08G053400","blue"
"Gohir.A03G195200","blue"
"Gohir.A08G249948","blue"
"Gohir.D09G121266","blue"
"Gohir.D12G235700","blue"
"Gohir.D05G227700","brown"
"Gohir.A04G112100","turquoise"
"Gohir.D05G195700","blue"
"Gohir.A11G104800","turquoise"
"Gohir.A02G170800","brown"
"Gohir.D12G262400","turquoise"
"Gohir.D05G216300","turquoise"
"Gohir.D11G005700","blue"
"Gohir.D13G201300","brown"
"Gohir.A13G126000","yellow"
"Gohir.A12G013900","turquoise"
"Gohir.A12G178000","brown"
"Gohir.D03G009300","brown"
"Gohir.D10G124200","blue"
"Gohir.D12G100900","brown"
"Gohir.D02G189500","brown"
"Gohir.A05G403200","blue"
"Gohir.A08G006500","turquoise"
"Gohir.D12G213000","brown"
"Gohir.D04G156500","turquoise"
"Gohir.A11G106550","brown"
"Gohir.D02G071500","brown"
"Gohir.A13G030900","brown"
"Gohir.D01G033300","turquoise"
"Gohir.D07G032600","turquoise"
"Gohir.D09G240000","blue"
"Gohir.D11G025575","blue"
"Gohir.D04G153000","turquoise"
"Gohir.A05G141501","turquoise"
"Gohir.A02G129700","brown"
"Gohir.D07G091400","blue"
"Gohir.A07G169300","blue"
"Gohir.A09G019350","blue"
"Gohir.A08G001700","turquoise"
"Gohir.D02G090200","blue"
"Gohir.D12G003700","turquoise"
"Gohir.D11G065300","yellow"
"Gohir.D08G270400","turquoise"
"Gohir.A12G267000","brown"
"Gohir.D11G019000","blue"
"Gohir.D06G033700","brown"
"Gohir.D11G297400","turquoise"
"Gohir.D12G027600","turquoise"
"Gohir.A11G092600","brown"
"Gohir.D11G309100","turquoise"
"Gohir.A13G045200","brown"
"Gohir.A10G188700","blue"
"Gohir.A10G066600","blue"
"Gohir.A10G155200","blue"
"Gohir.D11G100800","brown"
"Gohir.D13G147600","brown"
"Gohir.D08G163900","brown"
"Gohir.A11G109600","turquoise"
"Gohir.A09G014700","brown"
"Gohir.A10G059850","turquoise"
"Gohir.A04G123401","blue"
"Gohir.D06G035700","blue"
"Gohir.A09G024900","blue"
"Gohir.D08G014800","turquoise"
"Gohir.D04G162400","turquoise"
"Gohir.D10G214100","blue"
"Gohir.D11G283250","turquoise"
"Gohir.A12G048100","turquoise"
"Gohir.A07G049600","turquoise"
"Gohir.D05G023200","blue"
"Gohir.A11G197200","turquoise"
"Gohir.D07G195400","blue"
"Gohir.A10G231400","turquoise"
"Gohir.A09G107000","blue"
"Gohir.A09G221400","turquoise"
"Gohir.A09G028700","turquoise"
"Gohir.A09G037100","turquoise"
"Gohir.A07G146200","blue"
"Gohir.A01G173800","brown"
"Gohir.D13G024700","blue"
"Gohir.A13G205600","turquoise"
"Gohir.D06G190400","grey"
"Gohir.A01G139300","blue"
"Gohir.A07G147600","turquoise"
"Gohir.A10G015800","turquoise"
"Gohir.A10G163500","turquoise"
"Gohir.A12G192200","turquoise"
"Gohir.D05G323200","turquoise"
"Gohir.D05G152150","blue"
"Gohir.A01G223300","blue"
"Gohir.A08G144400","turquoise"
"Gohir.D05G367984","turquoise"
"Gohir.D12G050000","brown"
"Gohir.A01G047552","turquoise"
"Gohir.D04G165400","blue"
"Gohir.A08G155200","brown"
"Gohir.A10G188800","blue"
"Gohir.A11G323500","turquoise"
"Gohir.A01G200850","brown"
"Gohir.D04G153200","turquoise"
"Gohir.D03G087500","blue"
"Gohir.A09G222900","brown"
"Gohir.A03G054200","turquoise"
"Gohir.D10G026600","turquoise"
"Gohir.A09G159000","brown"
"Gohir.A03G044100","brown"
"Gohir.A02G079000","turquoise"
"Gohir.A08G175600","turquoise"
"Gohir.A05G069200","turquoise"
"Gohir.D11G039500","brown"
"Gohir.A13G003400","blue"
"Gohir.A04G108901","blue"
"Gohir.D12G233800","brown"
"Gohir.D04G153100","turquoise"
"Gohir.A06G090300","blue"
"Gohir.D07G019000","turquoise"
"Gohir.D02G074800","turquoise"
"Gohir.A12G270500","brown"
"Gohir.A11G035900","brown"
"Gohir.A08G204400","brown"
"Gohir.D03G113200","blue"
"Gohir.D13G209800","blue"
"Gohir.D11G312072","brown"
"Gohir.A04G022100","turquoise"
"Gohir.D09G131600","brown"
"Gohir.A12G016500","turquoise"
"Gohir.A12G058200","turquoise"
"Gohir.D04G123600","turquoise"
"Gohir.A06G119400","turquoise"
"Gohir.A10G231849","turquoise"
"Gohir.D03G095300","turquoise"
"Gohir.A09G237500","brown"
"Gohir.D02G006301","turquoise"
"Gohir.A05G361900","turquoise"
"Gohir.D01G052900","turquoise"
"Gohir.A02G066300","blue"
"Gohir.A08G156400","brown"
"Gohir.D06G072400","brown"
"Gohir.D02G037300","blue"
"Gohir.A05G415100","turquoise"
"Gohir.D13G045300","brown"
"Gohir.D12G145725","blue"
"Gohir.A08G196700","blue"
"Gohir.D11G154200","brown"
"Gohir.A07G069800","turquoise"
"Gohir.A10G230166","turquoise"
"Gohir.D11G342600","turquoise"
"Gohir.A09G142000","blue"
"Gohir.D12G238500","turquoise"
"Gohir.A06G030400","turquoise"
"Gohir.D06G160000","blue"
"Gohir.D13G111000","brown"
"Gohir.A02G056100","turquoise"
"Gohir.D04G191700","turquoise"
"Gohir.A02G060300","blue"
"Gohir.A04G084500","brown"
"Gohir.A03G017100","brown"
"Gohir.A09G088900","turquoise"
"Gohir.D05G212200","brown"
"Gohir.A05G237200","turquoise"
"Gohir.A11G046800","blue"
"Gohir.D05G184400","blue"
"Gohir.D09G243300","turquoise"
"Gohir.D10G230800","turquoise"
"Gohir.D05G386000","blue"
"Gohir.D05G116400","turquoise"
"Gohir.A13G127100","blue"
"Gohir.A11G059300","turquoise"
"Gohir.A05G149550","blue"
"Gohir.D05G217800","brown"
"Gohir.A02G171700","blue"
"Gohir.A01G148700","brown"
"Gohir.D12G124300","blue"
"Gohir.A13G046200","brown"
"Gohir.D05G297800","blue"
"Gohir.A05G346000","turquoise"
"Gohir.A11G164432","brown"
"Gohir.D06G037700","grey"
"Gohir.D04G121800","turquoise"
"Gohir.D08G249800","turquoise"
"Gohir.A06G059600","turquoise"
"Gohir.D13G046900","blue"
"Gohir.A05G051800","blue"
"Gohir.A08G221676","blue"
"Gohir.D12G176100","turquoise"
"Gohir.D13G007500","brown"
"Gohir.D05G316200","turquoise"
"Gohir.D13G066800","brown"
"Gohir.A05G368100","brown"
"Gohir.D10G222300","brown"
"Gohir.A09G241300","turquoise"
"Gohir.D02G086900","turquoise"
"Gohir.D08G223600","brown"
"Gohir.A05G207700","turquoise"
"Gohir.D11G259100","turquoise"
"Gohir.D13G003300","blue"
"Gohir.A05G314900","turquoise"
"Gohir.A02G174700","turquoise"
"Gohir.D08G189600","blue"
"Gohir.D13G212500","brown"
"Gohir.D11G050200","blue"
"Gohir.D03G033000","brown"
"Gohir.A02G010904","brown"
"Gohir.D08G143300","blue"
"Gohir.A05G041800","blue"
"Gohir.A05G213300","blue"
"Gohir.A10G143800","brown"
"Gohir.D05G242500","turquoise"
"Gohir.A13G205000","brown"
"Gohir.D10G226866","turquoise"
"Gohir.D05G096000","turquoise"
"Gohir.A13G067700","turquoise"
"Gohir.D01G212600","blue"
"Gohir.D09G064900","turquoise"
"Gohir.D11G033400","blue"
"Gohir.D08G170300","blue"
"Gohir.D04G164700","turquoise"
"Gohir.D09G117300","turquoise"
"Gohir.D12G105600","blue"
"Gohir.D05G152800","blue"
"Gohir.A03G103000","turquoise"
"Gohir.A12G136500","turquoise"
"Gohir.D03G038300","turquoise"
"Gohir.A01G195100","turquoise"
"Gohir.A07G057900","turquoise"
"Gohir.D01G058000","turquoise"
"Gohir.A02G040600","turquoise"
"Gohir.A12G054633","brown"
"Gohir.A07G000700","brown"
"Gohir.A13G108000","turquoise"
"Gohir.A02G132300","blue"
"Gohir.A02G150400","turquoise"
"Gohir.D07G182900","blue"
"Gohir.D05G007100","turquoise"
"Gohir.A03G124300","turquoise"
"Gohir.D12G107400","turquoise"
"Gohir.D08G067700","brown"
"Gohir.D07G100700","turquoise"
"Gohir.D09G127000","blue"
"Gohir.D11G335200","turquoise"
"Gohir.A04G114900","turquoise"
"Gohir.D07G204700","brown"
"Gohir.A12G170600","blue"
"Gohir.D13G054000","turquoise"
"Gohir.A13G223900","blue"
"Gohir.A10G238851","blue"
"Gohir.A10G014900","blue"
"Gohir.D08G026050","turquoise"
"Gohir.D05G143100","turquoise"
"Gohir.D11G274200","turquoise"
"Gohir.D13G129800","yellow"
"Gohir.D10G247800","brown"
"Gohir.D12G041900","blue"
"Gohir.D05G347900","brown"
"Gohir.A08G039700","brown"
"Gohir.A05G264025","turquoise"
"Gohir.A10G064200","blue"
"Gohir.D02G184500","brown"
"Gohir.D10G052000","brown"
"Gohir.D12G083600","turquoise"
"Gohir.D04G023800","turquoise"
"Gohir.D08G191900","turquoise"
"Gohir.A13G130500","blue"
"Gohir.D02G205800","turquoise"
"Gohir.A07G053000","turquoise"
"Gohir.D11G080600","blue"
"Gohir.D03G006000","grey"
"Gohir.D03G050600","blue"
"Gohir.D05G107400","brown"
"Gohir.D10G023900","blue"
"Gohir.A08G222500","blue"
"Gohir.A11G019300","blue"
"Gohir.D01G185400","turquoise"
"Gohir.D06G197700","blue"
"Gohir.D11G065000","blue"
"Gohir.A03G092000","brown"
"Gohir.D10G102900","turquoise"
"Gohir.D09G214700","turquoise"
"Gohir.D12G115301","turquoise"
"Gohir.A11G094700","blue"
"Gohir.D06G018200","turquoise"
"Gohir.A05G134200","brown"
"Gohir.A04G035500","brown"
"Gohir.A06G082000","turquoise"
"Gohir.A10G207800","blue"
"Gohir.D02G065800","blue"
"Gohir.A12G022400","blue"
"Gohir.A05G348800","turquoise"
"Gohir.D01G190800","brown"
"Gohir.A02G120200","yellow"
"Gohir.A12G104000","turquoise"
"Gohir.A10G231100","turquoise"
"Gohir.D08G131900","blue"
"Gohir.A05G209000","brown"
"Gohir.A05G246700","brown"
"Gohir.A13G091800","blue"
"Gohir.A03G184300","turquoise"
"Gohir.D09G114100","turquoise"
"Gohir.A06G113300","turquoise"
"Gohir.A04G097700","blue"
"Gohir.D11G279900","blue"
"Gohir.D09G195800","blue"
"Gohir.A08G229500","turquoise"
"Gohir.A05G337466","turquoise"
"Gohir.A12G240000","brown"
"Gohir.A11G212500","brown"
"Gohir.D08G178700","turquoise"
"Gohir.D05G315600","brown"
"Gohir.D11G188300","brown"
"Gohir.A13G111900","blue"
"Gohir.D08G164000","brown"
"Gohir.A05G038700","blue"
"Gohir.D13G028900","brown"
"Gohir.A09G209700","blue"
"Gohir.A05G394000","turquoise"
"Gohir.A05G300800","blue"
"Gohir.D11G035100","yellow"
"Gohir.A08G155700","blue"
"Gohir.A04G009400","blue"
"Gohir.A05G277500","brown"
"Gohir.A05G129000","brown"
"Gohir.D12G216500","brown"
"Gohir.A08G219400","turquoise"
"Gohir.D05G145100","brown"
"Gohir.A11G147300","turquoise"
"Gohir.A11G136100","blue"
"Gohir.D13G194150","turquoise"
"Gohir.D06G057800","turquoise"
"Gohir.A09G020600","turquoise"
"Gohir.D06G024300","turquoise"
"Gohir.A10G050600","brown"
"Gohir.D11G118200","blue"
"Gohir.D07G152300","blue"
"Gohir.A13G011900","brown"
"Gohir.D11G097400","brown"
"Gohir.D10G088400","turquoise"
"Gohir.A06G035100","blue"
"Gohir.A06G208900","blue"
"Gohir.A12G097900","brown"
"Gohir.D01G054900","blue"
"Gohir.D06G127800","turquoise"
"Gohir.A11G060900","blue"
"Gohir.A04G131500","turquoise"
"Gohir.A03G000049","brown"
"Gohir.D05G261500","brown"
"Gohir.A01G215300","blue"
"Gohir.D08G152000","brown"
"Gohir.A01G200700","turquoise"
"Gohir.A05G263700","turquoise"
"Gohir.A03G076000","blue"
"Gohir.A04G139600","turquoise"
"Gohir.D10G057300","blue"
"Gohir.D07G235100","blue"
"Gohir.D05G152400","brown"
"Gohir.A13G104800","turquoise"
"Gohir.A02G159900","blue"
"Gohir.D13G179100","brown"
"Gohir.A06G189300","blue"
"Gohir.D04G165600","turquoise"
"Gohir.A11G176800","turquoise"
"Gohir.D13G232400","turquoise"
"Gohir.D13G158200","brown"
"Gohir.A05G037100","blue"
"Gohir.A02G076500","brown"
"Gohir.A03G030200","turquoise"
"Gohir.D11G113700","turquoise"
"Gohir.A10G185800","blue"
"Gohir.A10G078400","blue"
"Gohir.A06G162900","brown"
"Gohir.A01G145000","blue"
"Gohir.A08G158400","turquoise"
"Gohir.D09G065100","turquoise"
"Gohir.D05G302900","brown"
"Gohir.A05G159800","turquoise"
"Gohir.D11G065400","blue"
"Gohir.A12G008200","blue"
"Gohir.A10G176500","blue"
"Gohir.A03G153000","blue"
"Gohir.D09G030900","grey"
"Gohir.D06G039000","brown"
"Gohir.A08G172700","turquoise"
"Gohir.A05G015200","brown"
"Gohir.A03G158300","turquoise"
"Gohir.D13G097500","turquoise"
"Gohir.D05G201300","turquoise"
"Gohir.D11G063400","brown"
"Gohir.D10G150600","blue"
"Gohir.A13G007400","brown"
"Gohir.A02G023000","yellow"
"Gohir.A04G123600","turquoise"
"Gohir.D04G065400","turquoise"
"Gohir.D05G263250","blue"
"Gohir.D05G264400","blue"
"Gohir.D09G022100","turquoise"
"Gohir.D11G170601","turquoise"
"Gohir.A05G404200","brown"
"Gohir.D10G157700","turquoise"
"Gohir.D12G163300","brown"
"Gohir.D06G084400","turquoise"
"Gohir.A03G030000","turquoise"
"Gohir.A11G175300","blue"
"Gohir.A05G314600","turquoise"
"Gohir.A10G164900","brown"
"Gohir.D11G215200","turquoise"
"Gohir.D11G262700","yellow"
"Gohir.D04G074400","brown"
"Gohir.D08G176300","blue"
"Gohir.D08G139000","turquoise"
"Gohir.A09G242600","turquoise"
"Gohir.D10G023000","brown"
"Gohir.D10G124500","turquoise"
"Gohir.D03G020750","blue"
"Gohir.A07G010400","blue"
"Gohir.A11G106200","blue"
"Gohir.A07G022164","turquoise"
"Gohir.A06G023900","turquoise"
"Gohir.A06G073533","brown"
"Gohir.A07G048750","blue"
"Gohir.A13G205100","turquoise"
"Gohir.A04G008700","blue"
"Gohir.D11G245500","turquoise"
"Gohir.A06G068100","turquoise"
"Gohir.D02G162000","brown"
"Gohir.D11G191500","turquoise"
"Gohir.A05G089500","turquoise"
"Gohir.D12G173800","blue"
"Gohir.D10G015800","turquoise"
"Gohir.A07G230000","brown"
"Gohir.D05G206800","blue"
"Gohir.D05G043500","blue"
"Gohir.D01G164000","turquoise"
"Gohir.A11G283800","turquoise"
"Gohir.A01G093900","blue"
"Gohir.D01G068000","brown"
"Gohir.A07G179000","grey"
"Gohir.A09G135000","brown"
"Gohir.A11G299800","brown"
"Gohir.A05G335500","brown"
"Gohir.A09G106500","turquoise"
"Gohir.A08G181600","blue"
"Gohir.D09G247800","blue"
"Gohir.D10G097300","brown"
"Gohir.D12G103450","blue"
"Gohir.D03G123300","turquoise"
"Gohir.D09G227148","turquoise"
"Gohir.A12G029500","brown"
"Gohir.D11G296744","brown"
"Gohir.D06G079200","turquoise"
"Gohir.D03G108300","blue"
"Gohir.D11G210700","brown"
"Gohir.A07G083900","brown"
"Gohir.D12G014600","turquoise"
"Gohir.A04G107900","turquoise"
"Gohir.D05G059100","turquoise"
"Gohir.D07G038100","turquoise"
"Gohir.A06G029700","turquoise"
"Gohir.A07G043600","brown"
"Gohir.D01G155300","blue"
"Gohir.D02G071900","turquoise"
"Gohir.A11G023000","brown"
"Gohir.D01G097600","turquoise"
"Gohir.A09G201900","blue"
"Gohir.D06G081400","turquoise"
"Gohir.D12G220900","blue"
"Gohir.A02G031900","turquoise"
"Gohir.D13G042000","blue"
"Gohir.A05G033300","blue"
"Gohir.D13G063000","turquoise"
"Gohir.D03G135800","blue"
"Gohir.D06G127900","brown"
"Gohir.A05G101400","brown"
"Gohir.D03G123400","brown"
"Gohir.A04G074500","blue"
"Gohir.D07G086100","brown"
"Gohir.A01G218400","blue"
"Gohir.D10G071320","blue"
"Gohir.A12G210032","brown"
"Gohir.A01G013500","turquoise"
"Gohir.A10G121800","blue"
"Gohir.D12G201800","blue"
"Gohir.A05G348700","brown"
"Gohir.A01G085500","blue"
"Gohir.D01G016000","turquoise"
"Gohir.A13G203400","brown"
"Gohir.A11G209900","brown"
"Gohir.A01G181500","turquoise"
"Gohir.A01G075000","brown"
"Gohir.A13G205900","blue"
"Gohir.A08G200100","brown"
"Gohir.D02G020600","turquoise"
"Gohir.D03G102700","blue"
"Gohir.A08G172900","turquoise"
"Gohir.A12G035000","brown"
"Gohir.D11G281000","turquoise"
"Gohir.A08G087400","turquoise"
"Gohir.A05G021700","blue"
"Gohir.A05G229700","turquoise"
"Gohir.D09G089900","blue"
"Gohir.D10G114700","turquoise"
"Gohir.A03G110100","turquoise"
"Gohir.D01G163100","brown"
"Gohir.A11G261500","turquoise"
"Gohir.D11G045900","turquoise"
"Gohir.D06G126500","brown"
"Gohir.D11G239800","blue"
"Gohir.D03G041700","brown"
"Gohir.D01G140400","brown"
"Gohir.A01G224100","brown"
"Gohir.A13G091900","blue"
"Gohir.A12G180000","turquoise"
"Gohir.A05G069800","brown"
"Gohir.A07G106800","blue"
"Gohir.A01G050800","turquoise"
"Gohir.A07G110200","turquoise"
"Gohir.A05G063800","brown"
"Gohir.D05G104200","turquoise"
"Gohir.A06G076700","brown"
"Gohir.A13G196700","blue"
"Gohir.A03G115200","turquoise"
"Gohir.A07G126100","blue"
"Gohir.D05G010300","turquoise"
"Gohir.D11G205300","blue"
"Gohir.D12G085500","blue"
"Gohir.D10G189500","blue"
"Gohir.A12G253700","brown"
"Gohir.D04G184250","brown"
"Gohir.A06G028700","turquoise"
"Gohir.A10G221300","turquoise"
"Gohir.A02G137201","brown"
"Gohir.A09G072800","turquoise"
"Gohir.A08G110200","brown"
"Gohir.A05G229600","turquoise"
"Gohir.D04G092500","brown"
"Gohir.D08G200100","blue"
"Gohir.D08G048800","blue"
"Gohir.D01G089700","blue"
"Gohir.A12G093300","brown"
"Gohir.A04G129100","brown"
"Gohir.A10G032100","turquoise"
"Gohir.A03G130201","turquoise"
"Gohir.D04G123300","brown"
"Gohir.D12G095200","brown"
"Gohir.D08G208400","turquoise"
"Gohir.D11G182800","blue"
"Gohir.D02G050100","blue"
"Gohir.A11G109200","turquoise"
"Gohir.D02G075300","turquoise"
"Gohir.A01G001900","turquoise"
"Gohir.A07G059700","blue"
"Gohir.D08G231300","blue"
"Gohir.A03G122700","turquoise"
"Gohir.D11G344500","turquoise"
"Gohir.A02G117600","blue"
"Gohir.D05G293500","turquoise"
"Gohir.A09G179800","brown"
"Gohir.D11G016700","brown"
"Gohir.A07G096300","turquoise"
"Gohir.D09G189800","brown"
"Gohir.D11G322900","turquoise"
"Gohir.D06G168400","brown"
"Gohir.D06G075700","brown"
"Gohir.D10G010500","blue"
"Gohir.D11G006500","turquoise"
"Gohir.A02G108505","brown"
"Gohir.A10G185100","blue"
"Gohir.D04G019400","brown"
"Gohir.A06G146000","turquoise"
"Gohir.A11G089400","turquoise"
"Gohir.D08G063500","blue"
"Gohir.A07G227900","grey"
"Gohir.A12G199100","blue"
"Gohir.D05G128800","blue"
"Gohir.D05G227800","brown"
"Gohir.A05G087000","yellow"
"Gohir.A13G171500","turquoise"
"Gohir.D01G056850","turquoise"
"Gohir.D09G162200","blue"
"Gohir.D05G170300","blue"
"Gohir.A06G001800","turquoise"
"Gohir.A02G101600","blue"
"Gohir.D03G161800","blue"
"Gohir.D01G037500","turquoise"
"Gohir.D01G122100","blue"
"Gohir.A07G102700","brown"
"Gohir.A07G180900","brown"
"Gohir.A05G106200","grey"
"Gohir.A01G197600","blue"
"Gohir.D12G047000","brown"
"Gohir.D11G334601","turquoise"
"Gohir.D01G011600","turquoise"
"Gohir.A12G240500","turquoise"
"Gohir.D11G217300","brown"
"Gohir.D08G176600","turquoise"
"Gohir.A03G155900","turquoise"
"Gohir.D06G212100","blue"
"Gohir.D02G132700","turquoise"
"Gohir.D06G051250","blue"
"Gohir.D04G085000","blue"
"Gohir.A01G066500","brown"
"Gohir.A03G001800","turquoise"
"Gohir.D05G283400","turquoise"
"Gohir.A11G183900","turquoise"
"Gohir.D05G007800","blue"
"Gohir.A12G216600","turquoise"
"Gohir.D11G300706","brown"
"Gohir.A01G192900","brown"
"Gohir.D12G236800","turquoise"
"Gohir.D12G271500","brown"
"Gohir.D11G199800","brown"
"Gohir.D07G090100","brown"
"Gohir.D04G025100","blue"
"Gohir.D11G032500","turquoise"
"Gohir.A06G129800","brown"
"Gohir.D08G230200","turquoise"
"Gohir.A10G167900","turquoise"
"Gohir.A12G015500","turquoise"
"Gohir.D11G328300","turquoise"
"Gohir.A13G192700","turquoise"
"Gohir.A01G081100","brown"
"Gohir.A11G081600","turquoise"
"Gohir.D01G129600","blue"
"Gohir.A10G189700","blue"
"Gohir.A11G284982","brown"
"Gohir.A13G234500","turquoise"
"Gohir.A01G211400","blue"
"Gohir.A08G222400","brown"
"Gohir.D01G171900","brown"
"Gohir.D13G146900","brown"
"Gohir.A05G008000","turquoise"
"Gohir.A12G007100","turquoise"
"Gohir.A04G030300","turquoise"
"Gohir.A01G034500","blue"
"Gohir.D07G203800","blue"
"Gohir.D10G212100","blue"
"Gohir.D13G209900","brown"
"Gohir.A06G103900","brown"
"Gohir.A05G241200","turquoise"
"Gohir.D06G005800","blue"
"Gohir.D11G031900","turquoise"
"Gohir.D03G067066","turquoise"
"Gohir.A01G072800","brown"
"Gohir.A06G123102","turquoise"
"Gohir.D13G205900","brown"
"Gohir.D12G221800","blue"
"Gohir.A11G007900","blue"
"Gohir.A04G086600","brown"
"Gohir.D05G133600","brown"
"Gohir.A05G237700","brown"
"Gohir.A09G161500","turquoise"
"Gohir.D06G021000","turquoise"
"Gohir.D11G109200","turquoise"
"Gohir.D12G026600","turquoise"
"Gohir.A05G389400","grey"
"Gohir.A07G080500","brown"
"Gohir.A11G042200","turquoise"
"Gohir.A03G048300","turquoise"
"Gohir.D12G256400","blue"
"Gohir.A09G136000","brown"
"Gohir.D05G156400","blue"
"Gohir.D02G126900","brown"
"Gohir.A09G108200","blue"
"Gohir.A09G089800","blue"
"Gohir.A02G002200","blue"
"Gohir.D08G186000","turquoise"
"Gohir.A11G192960","blue"
"Gohir.A11G260700","turquoise"
"Gohir.A07G159300","blue"
"Gohir.D10G065800","blue"
"Gohir.D08G062900","blue"
"Gohir.D08G097800","turquoise"
"Gohir.D04G131100","brown"
"Gohir.A02G029500","blue"
"Gohir.D09G203100","blue"
"Gohir.D11G025601","blue"
"Gohir.A11G315900","turquoise"
"Gohir.A05G171700","brown"
"Gohir.D13G152600","blue"
"Gohir.A02G071700","brown"
"Gohir.A11G033900","blue"
"Gohir.D08G097700","turquoise"
"Gohir.A01G085800","brown"
"Gohir.D03G086600","blue"
"Gohir.A02G022300","turquoise"
"Gohir.D06G004300","blue"
"Gohir.D10G073100","turquoise"
"Gohir.D09G224500","blue"
"Gohir.A12G234600","blue"
"Gohir.D04G028300","turquoise"
"Gohir.D10G217500","turquoise"
"Gohir.D05G141200","turquoise"
"Gohir.A11G239500","blue"
"Gohir.A08G085900","brown"
"Gohir.A07G088700","blue"
"Gohir.D13G234400","brown"
"Gohir.A02G153100","blue"
"Gohir.D06G127700","turquoise"
"Gohir.A04G086700","blue"
"Gohir.D12G046900","turquoise"
"Gohir.D09G074800","brown"
"Gohir.D10G233500","turquoise"
"Gohir.A06G107800","turquoise"
"Gohir.A05G005500","blue"
"Gohir.A12G102400","blue"
"Gohir.A11G314000","blue"
"Gohir.A05G339000","turquoise"
"Gohir.D12G072600","blue"
"Gohir.A06G163500","turquoise"
"Gohir.D10G005233","turquoise"
"Gohir.D11G007100","yellow"
"Gohir.D02G134700","turquoise"
"Gohir.D09G021700","turquoise"
"Gohir.A01G067900","blue"
"Gohir.D07G093400","blue"
"Gohir.D04G183900","brown"
"Gohir.A05G212900","turquoise"
"Gohir.D01G192001","brown"
"Gohir.D01G025700","turquoise"
"Gohir.A01G069500","turquoise"
"Gohir.D05G169800","blue"
"Gohir.A09G027000","turquoise"
"Gohir.A07G080100","turquoise"
"Gohir.D05G122600","turquoise"
"Gohir.A13G016200","turquoise"
"Gohir.A06G127400","brown"
"Gohir.D12G226200","blue"
"Gohir.A03G012200","turquoise"
"Gohir.A05G140900","turquoise"
"Gohir.A11G196400","blue"
"Gohir.D05G014550","blue"
"Gohir.D10G039500","green"
"Gohir.A11G293300","turquoise"
"Gohir.D05G279100","brown"
"Gohir.A11G029261","turquoise"
"Gohir.D11G029600","brown"
"Gohir.D04G174700","brown"
"Gohir.D11G093700","turquoise"
"Gohir.A10G142000","brown"
"Gohir.D01G132900","yellow"
"Gohir.A11G078300","blue"
"Gohir.D13G064900","blue"
"Gohir.D13G108800","turquoise"
"Gohir.A11G006600","blue"
"Gohir.D01G189900","blue"
"Gohir.A08G163000","turquoise"
"Gohir.A02G038302","turquoise"
"Gohir.A09G048800","brown"
"Gohir.D05G290300","turquoise"
"Gohir.A01G177600","turquoise"
"Gohir.A02G178900","brown"
"Gohir.D01G147300","green"
"Gohir.A02G064700","turquoise"
"Gohir.D01G071300","turquoise"
"Gohir.D12G015900","turquoise"
"Gohir.A11G130266","grey"
"Gohir.A04G143600","turquoise"
"Gohir.D11G248900","turquoise"
"Gohir.A13G183550","turquoise"
"Gohir.D02G039200","turquoise"
"Gohir.D07G161900","brown"
"Gohir.A12G144200","brown"
"Gohir.A06G187400","turquoise"
"Gohir.A07G167700","brown"
"Gohir.D10G231300","turquoise"
"Gohir.A11G175200","brown"
"Gohir.D05G249900","brown"
"Gohir.D13G124400","turquoise"
"Gohir.A11G046900","turquoise"
"Gohir.A05G289500","blue"
"Gohir.A02G037100","brown"
"Gohir.A06G037600","turquoise"
"Gohir.D11G245800","turquoise"
"Gohir.D05G352500","blue"
"Gohir.D12G037700","brown"
"Gohir.A07G130300","turquoise"
"Gohir.A07G120900","blue"
"Gohir.D08G141100","turquoise"
"Gohir.D06G182000","brown"
"Gohir.A04G085900","turquoise"
"Gohir.A11G102300","turquoise"
"Gohir.D04G126700","brown"
"Gohir.A08G201500","turquoise"
"Gohir.D12G277300","brown"
"Gohir.A09G138550","turquoise"
"Gohir.A01G070700","turquoise"
"Gohir.D02G166100","blue"
"Gohir.D01G203300","blue"
"Gohir.A01G065500","turquoise"
"Gohir.A13G145500","blue"
"Gohir.A13G026100","blue"
"Gohir.A12G019400","turquoise"
"Gohir.D05G237901","turquoise"
"Gohir.D11G138800","brown"
"Gohir.A09G107100","turquoise"
"Gohir.A12G267400","blue"
"Gohir.A11G311600","turquoise"
"Gohir.A01G220400","turquoise"
"Gohir.A11G218300","blue"
"Gohir.A06G149700","turquoise"
"Gohir.D07G108800","turquoise"
"Gohir.A11G295000","brown"
"Gohir.D12G241800","turquoise"
"Gohir.A07G162700","turquoise"
"Gohir.A01G110900","turquoise"
"Gohir.A10G170100","turquoise"
"Gohir.D06G016600","blue"
"Gohir.A06G032800","brown"
"Gohir.A05G198400","turquoise"
"Gohir.A01G187900","blue"
"Gohir.A09G065800","turquoise"
"Gohir.D03G043600","blue"
"Gohir.A04G019600","turquoise"
"Gohir.D10G203500","blue"
"Gohir.A08G130500","brown"
"Gohir.A08G204100","green"
"Gohir.A08G118000","turquoise"
"Gohir.D13G059400","turquoise"
"Gohir.D12G068175","turquoise"
"Gohir.A12G048200","brown"
"Gohir.D01G073300","brown"
"Gohir.A03G119200","turquoise"
"Gohir.A01G108600","turquoise"
