"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006412","translation","59/790","66/1926",0.893939393939394,2.17940161104718,8.12862257862702,1.00432734025403e-16,6.42769497762576e-14,6.42769497762576e-14,"eL20y/eS26y/P1x/uL24m/PGY2/eL32z/eL18y/ATRPS5B/uS10y/ARP1/eL43z/eL28z/eS19x/eL15z/uL15x/eS24y/eS7z/emb2171/eS12y/EF1alpha/uS14x/ATL5/uL24z/eL27x/eL37z/eL37x/eL24z/P3z/RPL23A2/uS11x/uL1x/RACK1B/RPS9M/RPL3P/eL22z/ATBBC1/RPL12C/uL10z/eL31x/API2/uL1z/uS8w/ATRPS13A/SAC56/eL34z/NA/uS5y/P2w/eS28y/eS4x/uL13w/eL38y/eL33y/uL2x/eL36y/eL6x/uS12y/eL31z/eL39x",59
"GO:0071840","cellular component organization or biogenesis","162/790","265/1926",0.611320754716981,1.4903845235252,7.16662405690118,9.54806253130552e-13,3.05538001001777e-10,3.05538001001777e-10,"TUB1/AtPEPC1/uL29w/ATCPN21/HCF101/XTH7/FLS2/AIR12/AtCOMT/4CL3/NA/CBB3/ANS/ATCESA3/ATEXP7/ATRGP1/BGAL6/ATPHB6/MUS/VHA-A3/NOXY2/AtAVP1/TUA5/PMEI-PME40/ATPME1/MUCI70/PNET1/LYRM7/PFN3/ATEXP8/LAG1/ATCSLG2/GDPDL4/AtMORC4/TUB6/PLL12/AtJMJ17/eS19x/EDA38/I9H/NA/CGR2/FLA9/eS7z/FAS1/ATEXP11/Hop3/TUA2/h2a.w.7/uS4y/ATSYP52/eS12y/HSC70-5/ABCB19/UNE11/CSI1/ATXIK/ATL5/GALS3/CBB1/AtBGAL5/AtRABA4a/GUX2/uL24z/uL30w/AtPAE6/ATLOX1/ATPHB3/AGP18/CASP3/AtUGP1/PMEI-PME24/GOXL3/LNG2/TUB8/ATPH1/LNG3/AtCOBL4/KAS1/ATAD3A1/EBP2/AHA10/ACT7/ATPME3/AtPAE12/NA/NA/AtBGAL10/RHS13/AtPME41/UGD2/ATEXP4/eL8y/uS11x/ATCSLC04/ATRAB-A2B/RACK1B/FLA7/PMEI-PME7/PGX3/ATCIMS/HMGB6/ATEXT3/ATEXPB1/HSP17.8/eS8y/ATSAHH1/ATG13B/ATEXP17/BGAL3/uL10z/ATEXP15/uS9z/DGR2/XTH23/eL34z/ACT3/COB/FUM1/PMEI13/AtTIM9/NA/PDV2/CESA6/h2a.w.12/XET/AtMORC7/ATNPSN11/AtGXMT1/TUB3/ATFIB2/AtCBF5/TBL33/RUBY/PMEI-PME33/CASP4/eL33y/UGD3/JK224/ATRPA70B/ATFKBP53/PLT2/G-H2AX/QWRF7/HCC1/WDL4/ARC2/HSP60/ROPGAP3/NA/ATGH9B1/EXGT-A4/XTH8/ATPRMT3/CAS1/TRM5/ATGLK1/BIP/eL14y/AtXTH32/ATCSLG3/IRX9",162
"GO:0044085","cellular component biogenesis","76/790","109/1926",0.697247706422018,1.69987225641621,6.271830463189,4.29690329510401e-10,9.16672702955522e-08,9.16672702955522e-08,"AtPEPC1/uL29w/ATCPN21/HCF101/XTH7/AtCOMT/4CL3/NA/CBB3/ATCESA3/ATRGP1/VHA-A3/PNET1/LYRM7/PFN3/ATCSLG2/eS19x/I9H/NA/CGR2/FLA9/eS7z/FAS1/Hop3/uS4y/eS12y/HSC70-5/CSI1/ATL5/GALS3/CBB1/AtRABA4a/GUX2/uL24z/uL30w/ATPHB3/AGP18/CASP3/AtCOBL4/EBP2/RHS13/eL8y/uS11x/ATRAB-A2B/RACK1B/FLA7/HSP17.8/eS8y/ATG13B/uL10z/uS9z/XTH23/eL34z/COB/FUM1/NA/CESA6/XET/AtGXMT1/ATFIB2/AtCBF5/TBL33/CASP4/eL33y/ATFKBP53/QWRF7/HCC1/HSP60/NA/EXGT-A4/XTH8/ATPRMT3/eL14y/AtXTH32/ATCSLG3/IRX9",76
"GO:0022613","ribonucleoprotein complex biogenesis","24/790","25/1926",0.96,2.34045569620253,5.62433470025556,6.4003000491454e-09,8.19238406290611e-07,8.19238406290611e-07,"uL29w/eS19x/NA/eS7z/uS4y/eS12y/ATL5/uL24z/uL30w/EBP2/eL8y/uS11x/RACK1B/eS8y/uL10z/uS9z/eL34z/NA/ATFIB2/AtCBF5/eL33y/NA/ATPRMT3/eL14y",24
"GO:0042254","ribosome biogenesis","24/790","25/1926",0.96,2.34045569620253,5.62433470025556,6.4003000491454e-09,8.19238406290611e-07,8.19238406290611e-07,"uL29w/eS19x/NA/eS7z/uS4y/eS12y/ATL5/uL24z/uL30w/EBP2/eL8y/uS11x/RACK1B/eS8y/uL10z/uS9z/eL34z/NA/ATFIB2/AtCBF5/eL33y/NA/ATPRMT3/eL14y",24
"GO:0071554","cell wall organization or biogenesis","76/790","116/1926",0.655172413793103,1.5972937581842,5.53244914317597,3.52638572535838e-08,3.76147810704893e-06,3.76147810704893e-06,"XTH7/FLS2/ATCESA3/ATEXP7/ATRGP1/BGAL6/NOXY2/AtAVP1/PMEI-PME40/ATPME1/MUCI70/NA/ATEXP8/ATCSLG2/GDPDL4/PLL12/I9H/CGR2/FLA9/ATEXP11/UNE11/CSI1/GALS3/CBB1/AtBGAL5/AtRABA4a/GUX2/AtPAE6/AGP18/CASP3/AtUGP1/PMEI-PME24/GOXL3/UXS6/AtCOBL4/ATCHITIV/ESK1/ATPME3/AtPAE12/NA/AtBGAL10/RHS13/AtPME41/UGD2/ATEXP4/ATCSLC04/ATRAB-A2B/FLA7/PMEI-PME7/PGX3/ATEXT3/ATEXPB1/ATEXP17/RGP/BGAL3/ATEXP15/DGR2/XTH23/COB/PMEI13/CESA6/XET/AtGXMT1/TBL33/RUBY/PMEI-PME33/CASP4/UGD3/ROPGAP3/ATGH9B1/EXGT-A4/XTH8/NA/AtXTH32/ATCSLG3/IRX9",76
"GO:0016043","cellular component organization","122/790","215/1926",0.567441860465116,1.38340889019723,4.97274455838438,5.94925244527302e-07,5.43931652139247e-05,5.43931652139247e-05,"TUB1/AtPEPC1/ATCPN21/HCF101/FLS2/AIR12/4CL3/NA/CBB3/ANS/ATEXP7/BGAL6/ATPHB6/MUS/VHA-A3/NOXY2/AtAVP1/TUA5/PMEI-PME40/ATPME1/MUCI70/PNET1/LYRM7/PFN3/ATEXP8/LAG1/GDPDL4/AtMORC4/TUB6/PLL12/AtJMJ17/eS19x/EDA38/I9H/CGR2/FAS1/ATEXP11/Hop3/TUA2/h2a.w.7/ATSYP52/HSC70-5/ABCB19/UNE11/CSI1/ATXIK/ATL5/AtBGAL5/AtPAE6/ATLOX1/ATPHB3/AGP18/CASP3/AtUGP1/PMEI-PME24/GOXL3/LNG2/TUB8/ATPH1/LNG3/AtCOBL4/KAS1/ATAD3A1/AHA10/ACT7/ATPME3/AtPAE12/NA/NA/AtBGAL10/AtPME41/UGD2/ATEXP4/uS11x/ATCSLC04/RACK1B/PMEI-PME7/PGX3/ATCIMS/HMGB6/ATEXT3/ATEXPB1/HSP17.8/ATSAHH1/ATG13B/ATEXP17/BGAL3/ATEXP15/DGR2/ACT3/COB/FUM1/PMEI13/AtTIM9/PDV2/CESA6/h2a.w.12/XET/AtMORC7/ATNPSN11/TUB3/RUBY/PMEI-PME33/CASP4/UGD3/JK224/ATRPA70B/ATFKBP53/PLT2/G-H2AX/QWRF7/HCC1/WDL4/ARC2/HSP60/ROPGAP3/ATGH9B1/ATPRMT3/CAS1/TRM5/ATGLK1/BIP",122
"GO:0006457","protein folding","24/790","28/1926",0.857142857142857,2.08969258589512,4.84255603206091,1.21217674200837e-06,9.69741393606696e-05,9.69741393606696e-05,"AR192/AtUSP/AT-HSC70-1/AtHsp90-6/AtHsp90-7/HSC70-5/ATPDI5/NA/ROC2/HSP60-3A/ATBAG6/CPN10/ATHS83/AtHsp90.5/AtCRT1a/ATHSP70/HSP17.8/MGE1/ATPDI6/ARC2/HSP60/AtHsp90.4/ATCNX1/BIP",24
"GO:0002181","cytoplasmic translation","15/790","16/1926",0.9375,2.28560126582278,4.30516049006722,1.43413683450785e-05,0.000827416484231768,0.000827416484231768,"eL20y/P1x/PGY2/eL15z/uL24z/eL24z/eL22z/uL10z/eL31x/P2w/eL33y/uL2x/eL36y/eL6x/eL31z",15
"GO:0009150","purine ribonucleotide metabolic process","15/790","16/1926",0.9375,2.28560126582278,4.30516049006722,1.43413683450785e-05,0.000827416484231768,0.000827416484231768,"GAPC/VHA-A3/ADSS/ATCTIMC/AtFBA8/ATNDK1/GAPC-2/PGK/NA/NA/NA/ENO2/NA/NA/NA",15
"GO:0009259","ribonucleotide metabolic process","17/790","19/1926",0.894736842105263,2.18134576948701,4.31437838245308,1.55140590793457e-05,0.000827416484231768,0.000827416484231768,"GAPC/VHA-A3/ADSS/ATCTIMC/AtFBA8/ATNDK1/GAPC-2/PGK/PYR6/NA/NA/NA/ENO2/NA/NA/NA/PYRD",17
"GO:0019693","ribose phosphate metabolic process","17/790","19/1926",0.894736842105263,2.18134576948701,4.31437838245308,1.55140590793457e-05,0.000827416484231768,0.000827416484231768,"GAPC/VHA-A3/ADSS/ATCTIMC/AtFBA8/ATNDK1/GAPC-2/PGK/PYR6/NA/NA/NA/ENO2/NA/NA/NA/PYRD",17
