"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","baseMean","pvalue"
"Down","Gohir.D10G222000",-20.9306,1.39401171718288e-14,177.76,3.03065790634798e-19
"Up","Gohir.A05G276700",1.25,0.00546989881608921,81.05,2.37837198777712e-07
"Down","Gohir.A03G119900",-1.9652,0.0284003005447749,1299.17,2.46975242252972e-06
"Down","Gohir.D12G132800",-1.1944,0.0284003005447749,179.2,1.9843744258907e-06
"NS","Gohir.A13G091000",-0.9575,0.0363607531384236,909.38,5.57861419326474e-06
"Up","Gohir.D05G274000",2.1241,0.0363607531384236,46.97,5.57441003404067e-06
"NS","Gohir.D08G013100",0.8097,0.0363607531384236,25.83,5.21422061602671e-06
"NS","Gohir.D12G208200",-0.9139,0.0363607531384236,84.18,6.32402167766134e-06
"NS","Gohir.D08G140800",-0.5343,0.0559137466869801,31.46,1.09403595926435e-05
"NS","Gohir.A11G216900",0.8462,0.0591219022253242,119.69,1.28534257071818e-05
"NS","Gohir.D08G250700",-0.7542,0.0791832792407161,92.25,1.89363669727999e-05
"NS","Gohir.A07G217700",-0.2239,0.0977672375616895,17.23,2.55061602004538e-05
"NS","Gohir.A07G152600",-0.6737,0.111613898484753,76.02,3.15451155575754e-05
"NS","Gohir.A04G032900",-0.6545,0.121785622944459,54.68,3.70676070444253e-05
"NS","Gohir.D11G039500",-0.1427,0.145457022391605,5.75,4.7434731305826e-05
"NS","Gohir.A03G130900",-0.1172,0.156709441060196,27.82,6.71511276448401e-05
"NS","Gohir.A03G158100",-0.0785,0.156709441060196,284.38,0.000113976427580741
"NS","Gohir.A03G172900",-0.1689,0.156709441060196,139.6,0.000102632156734882
"NS","Gohir.A03G213300",0.4463,0.156709441060196,216.3,8.52603238200134e-05
"NS","Gohir.A05G197200",-0.4389,0.156709441060196,51.08,6.92357373651289e-05
"NS","Gohir.A06G089200",-0.4786,0.156709441060196,87.97,0.0001135040141027
"NS","Gohir.A10G229200",-0.1012,0.156709441060196,27.54,0.00012878786740894
"NS","Gohir.A11G017200",-0.0994,0.156709441060196,8.75,7.80010867351388e-05
"NS","Gohir.A12G167700",-0.0788,0.156709441060196,11.56,0.00011355177964599
"NS","Gohir.A12G232400",-0.089,0.156709441060196,222.55,0.000106103950665886
"NS","Gohir.A13G025700",-0.1242,0.156709441060196,22.31,0.00012372253981262
"NS","Gohir.D02G016100",0.4474,0.156709441060196,344.84,7.29829691027878e-05
"NS","Gohir.D02G154700",-0.1089,0.156709441060196,40.32,7.77917985477351e-05
"NS","Gohir.D03G139700",-0.1136,0.156709441060196,67.56,0.000134593729154285
"NS","Gohir.D05G056700",-0.1473,0.156709441060196,106.88,0.000132059018305228
"NS","Gohir.D05G195000",-0.2441,0.156709441060196,70.05,9.65526304365393e-05
"NS","Gohir.D06G011700",-0.0866,0.156709441060196,39.84,0.000125417880551011
"NS","Gohir.D06G030200",-0.3188,0.156709441060196,29.23,0.000119728953571685
"NS","Gohir.D07G083300",-0.0792,0.156709441060196,8.05,0.000114369312529096
"NS","Gohir.D09G222400",-0.1961,0.156709441060196,50.6,5.4752594507677e-05
