"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","baseMean","pvalue"
"Up","Gohir.A08G244900",3.9365,9.12419697157595e-06,29.49,4.91564693868576e-09
"NS","Gohir.A12G044800",0.8287,9.83607275706102e-06,1317.44,5.57075177900032e-09
"Up","Gohir.D10G178000",1.0971,9.83607275706102e-06,270.29,5.70679728963341e-09
"Down","Gohir.D12G173800",-2.7939,1.44229518484184e-05,729.27,8.66692092010223e-09
"Up","Gohir.A11G238501",3.8508,1.49482710230601e-05,13.46,9.29233590326987e-09
"Up","Gohir.D02G204500",1.1146,1.69182768432391e-05,197.8,1.08675213870786e-08
"Up","Gohir.A09G203400",3.3973,1.85125484617318e-05,19.81,1.22752082630629e-08
"Up","Gohir.A01G133600",2.6297,1.980338044531e-05,115.47,1.35414744031336e-08
"Down","Gohir.D11G001200",-1.007,2.32052167146361e-05,113.45,1.63484742705683e-08
"NS","Gohir.A01G025100",0.9178,2.36164905566611e-05,240.87,1.71275832880883e-08
"Down","Gohir.D05G274000",-15.7173,2.42398901244639e-05,46.97,1.80819735698446e-08
"Up","Gohir.A05G389700",3.0484,2.79789258551262e-05,31.46,2.14508963248999e-08
"Up","Gohir.A13G095045",3.775,3.02907657339576e-05,18.17,2.38509966409115e-08
"Up","Gohir.A13G173900",1.0197,3.10696617725957e-05,321.95,2.51080979927732e-08
"Down","Gohir.D09G224400",-2.5799,3.32215010471482e-05,62.17,2.75354339387884e-08
"Up","Gohir.A06G031100",3.5301,3.60661950391279e-05,22.65,3.06405718318326e-08
"Down","Gohir.A08G185800",-1.5401,3.61088813472737e-05,171.11,3.14250521464048e-08
"Down","Gohir.D03G043400",-2.0344,3.93938955687117e-05,40.04,3.5916523104503e-08
"Down","Gohir.D05G204100",-2.8115,3.93938955687117e-05,222.37,3.52189218980418e-08
"Up","Gohir.A05G054300",2.462,4.41147794084656e-05,182.8,4.22759841412453e-08
"Down","Gohir.A05G192500",-2.4705,4.41147794084656e-05,327.34,4.29630052258161e-08
"Up","Gohir.D03G110600",1.5135,4.41147794084656e-05,47.16,4.27289381887578e-08
"Up","Gohir.D02G192800",2.9886,4.97040593823122e-05,164.61,4.94362795348318e-08
"Down","Gohir.A01G214800",-2.5905,5.15642142802487e-05,442.39,5.28384107351305e-08
"Up","Gohir.D02G192700",2.7492,5.15642142802487e-05,209.74,5.34233467470458e-08
"Down","Gohir.A09G007700",-2.2833,5.42915030390281e-05,75.37,5.84989257776515e-08
"Up","Gohir.D12G201000",3.2654,5.42915030390281e-05,70.62,5.78554729860557e-08
"Down","Gohir.A09G042400",-2.6488,5.54133756785301e-05,16.45,6.08559658301304e-08
"Down","Gohir.D13G122100",-2.6069,5.76301646079565e-05,13.41,6.448464336572e-08
"Up","Gohir.D04G127900",2.2382,6.01471224728103e-05,317.51,6.85472800664021e-08
"Down","Gohir.D02G018600",-2.9396,6.06267208508839e-05,30.14,7.03501112235701e-08
"Down","Gohir.A03G153200",-2.0524,6.31995226231001e-05,44.88,7.50167728089923e-08
"Up","Gohir.A06G210200",1.7529,6.31995226231001e-05,212.38,7.59546687140449e-08
"Down","Gohir.A12G170600",-2.5841,6.43992873628203e-05,605.7,7.87309978119851e-08
"Up","Gohir.A11G326300",1.0557,6.45097690432863e-05,3779.45,8.15394925743984e-08
"Down","Gohir.D04G137100",-2.6447,6.45097690432863e-05,307.85,8.02152750601161e-08
"Down","Gohir.D08G203900",-1.3674,6.45717466818396e-05,218.16,8.4293825962617e-08
"Up","Gohir.D10G202700",3.3518,6.45717466818396e-05,16.37,8.40670975100461e-08
"Down","Gohir.A12G076865",-1.0332,6.55840767464174e-05,624.02,8.75271103642395e-08
"NS","Gohir.D08G226800",0.9078,6.55840767464174e-05,451.61,8.83332985602389e-08
"Down","Gohir.D03G059100",-2.714,6.84660600904702e-05,20.85,9.36336503516583e-08
"Up","Gohir.A07G012600",1.8565,7.03574937328953e-05,65.5,9.76782445110647e-08
"Down","Gohir.A07G000700",-3.4018,7.27812004079644e-05,189.94,1.02551214830949e-07
"Up","Gohir.A01G228400",1.4258,7.58128967235282e-05,34.61,1.12066400581099e-07
"Up","Gohir.D01G117500",2.5168,7.58128967235282e-05,152.45,1.13106683880937e-07
"NS","Gohir.D03G112600",0.8464,7.58128967235282e-05,489.15,1.09458263898007e-07
"Down","Gohir.D13G078100",-1.1649,7.58128967235282e-05,90.56,1.11468258289763e-07
"Up","Gohir.A07G217700",3.434,8.07782300820396e-05,17.23,1.22188371238891e-07
"Up","Gohir.D09G072000",2.6788,8.08037910681389e-05,91.32,1.23901378761755e-07
"Down","Gohir.D11G156800",-2.0728,8.91597830328226e-05,25.2,1.38561618886484e-07
"Up","Gohir.D03G010100",1.0668,0.000102542454406681,377.02,1.61484180168002e-07
"Up","Gohir.A13G091000",1.0946,0.000105708740450601,909.38,1.68660858157817e-07
"Up","Gohir.D12G009300",2.8669,0.00011005710232767,13.11,1.77879278523792e-07
"Up","Gohir.D02G205200",1.9937,0.000115903822554737,115.29,1.94758580321141e-07
"Down","Gohir.D04G119200",-1.2603,0.000115903822554737,114.02,1.95315173078591e-07
"Down","Gohir.D07G077800",-2.1212,0.000115903822554737,179.95,1.96935628874605e-07
"Up","Gohir.D09G029600",3.0351,0.000115903822554737,20.92,1.96106588576702e-07
"NS","Gohir.A03G078000",0.7608,0.00012630298339165,731.43,2.17222288054434e-07
"Up","Gohir.A06G000800",1.6625,0.000129156113107032,320.36,2.24805501471005e-07
"Up","Gohir.A03G169900",2.6612,0.000133645248761814,75.99,2.35388440628973e-07
"Up","Gohir.D13G026800",3.5731,0.00013856601731578,53.02,2.46926595299566e-07
"Up","Gohir.A03G169700",2.3424,0.000139761332212758,165.95,2.51952671001035e-07
"NS","Gohir.D05G237801",0.8187,0.000139777606675982,233.38,2.59374826283272e-07
"Up","Gohir.D07G224800",2.5287,0.000139777606675982,56.16,2.55438062052974e-07
"NS","Gohir.D12G033700",0.6627,0.000139777606675982,413.12,2.60671044360513e-07
"Down","Gohir.A13G186300",-1.5728,0.000139792078457921,92.12,2.63594677572955e-07
"Down","Gohir.D11G335900",-1.0114,0.000142069347286377,328.87,2.73074134610335e-07
"Up","Gohir.D12G046900",3.3657,0.000142069347286377,87.74,2.73776404841134e-07
"Up","Gohir.D11G036000",2.302,0.000143891404089357,32.95,2.80269208130947e-07
"Down","Gohir.D05G192400",-1.673,0.000161935977168516,105.71,3.18771608599442e-07
"Down","Gohir.D02G089400",-2.5399,0.000168580054083894,182.51,3.37984631118839e-07
"NS","Gohir.D12G126900",0.7235,0.000168580054083894,549.11,3.38836826484412e-07
"Down","Gohir.A01G197600",-2.9161,0.000173206544258017,68.72,3.51724851580723e-07
"Up","Gohir.A10G196300",2.5879,0.000176321810318631,66.6,3.64236750069624e-07
"Up","Gohir.A12G143700",3.5837,0.000176321810318631,33.68,3.65358081886928e-07
"Up","Gohir.D05G202500",1.3073,0.000180407640784386,377.25,3.77562613328283e-07
"Down","Gohir.D10G112100",-1.4224,0.000191707835826181,140.82,4.05184402284924e-07
"Up","Gohir.A06G196600",1.0413,0.000232946142198923,242.56,4.97170589442376e-07
"Up","Gohir.A04G036800",2.8209,0.000235690053928856,26.29,5.0791060108995e-07
"Up","Gohir.A07G176700",3.0283,0.0002395585868134,46.29,5.25560902806355e-07
"Down","Gohir.A12G088500",-1.686,0.0002395585868134,153.41,5.26175097435152e-07
"Down","Gohir.A05G064700",-2.02,0.000242776659928889,58.39,5.38273986995258e-07
"NS","Gohir.D08G031900",0.7659,0.000257898535464259,177,5.82015231304986e-07
"Up","Gohir.D11G294200",1.4498,0.000257898535464259,237.75,5.82489439817742e-07
"Down","Gohir.A01G230900",-1.018,0.000261473582419699,745.27,6.05184253861e-07
"Up","Gohir.D01G094300",2.79,0.000261473582419699,88.53,5.97075962595114e-07
"Up","Gohir.D03G139700",2.8433,0.000261473582419699,67.56,6.06818094301829e-07
"Up","Gohir.A05G003400",2.1646,0.000304678201836692,445.31,7.13399022120725e-07
"Down","Gohir.A07G073200",-2.2899,0.000305075250825115,131.47,7.26971691771409e-07
"Up","Gohir.A09G208100",2.2933,0.000305075250825115,61.42,7.22537289724952e-07
"Up","Gohir.D02G069200",1.0106,0.000320826351380829,640.87,7.77416363184564e-07
"Up","Gohir.D09G201600",2.2733,0.000320826351380829,66.07,7.77801141971756e-07
"Up","Gohir.D08G154200",2.1638,0.000321622336317104,53.17,7.86395269072074e-07
"NS","Gohir.A05G411800",0.6773,0.000346564887125388,227.75,8.54563231825968e-07
"Up","Gohir.D04G141700",1.4874,0.000368455993121092,146.72,9.23812166756156e-07
"Up","Gohir.D10G146600",3.5446,0.000368455993121092,23.83,9.19124766079299e-07
"NS","Gohir.D12G273300",0.9911,0.000374970611461079,89.96,9.47915760427924e-07
"Up","Gohir.A11G031781",1.9377,0.000386897063426147,48.32,9.8685747632791e-07
"Up","Gohir.D05G145000",3.2214,0.000386897063426147,12.74,1.00211630601468e-06
"Down","Gohir.D10G137200",-1.6663,0.000386897063426147,234.6,9.96757908917402e-07
"Up","Gohir.A12G130600",1.3626,0.000392408930347331,163.82,1.04078622222251e-06
"Up","Gohir.D03G152900",2.7789,0.000392408930347331,37.24,1.03854024987287e-06
"NS","Gohir.D06G053000",0.9927,0.000392408930347331,254.69,1.03225602743015e-06
"Up","Gohir.A05G335200",1.0671,0.00039245563064418,63.9,1.04904219546414e-06
"Down","Gohir.A02G097200",-2.8012,0.000395724024708737,7.69,1.06597851662113e-06
"Down","Gohir.A02G051400",-1.9134,0.000402323849756958,170.32,1.09209333440036e-06
"Up","Gohir.A12G169500",1.3575,0.000410146219441563,103.97,1.12182554841041e-06
"Down","Gohir.D05G131400",-1.4279,0.000412827001594726,176.35,1.14235401097596e-06
"Down","Gohir.D10G117000",-1.3826,0.000412827001594726,342.45,1.14626643625556e-06
"Up","Gohir.D02G226000",1.3159,0.000414698631958366,115.68,1.17724228301484e-06
"Up","Gohir.D03G129500",2.9016,0.000414698631958366,34.28,1.16956514732248e-06
"NS","Gohir.D13G179600",0.9258,0.000414698631958366,269.03,1.17237182983489e-06
"Down","Gohir.D01G146000",-3.2734,0.00042453298795211,11.28,1.21395674134669e-06
"Down","Gohir.A10G121700",-2.5225,0.000425494777151255,47.17,1.22552370542943e-06
"NS","Gohir.A05G381100",0.7856,0.000432375996388568,452.08,1.26621242212677e-06
"Down","Gohir.A12G233900",-2.9026,0.000432375996388568,17.13,1.25623315622247e-06
"Up","Gohir.D02G085200",1.0171,0.000432375996388568,55.48,1.2722211248897e-06
"Down","Gohir.D08G118100",-1.0341,0.000432508694859321,363.66,1.28157362960802e-06
"Down","Gohir.D07G039900",-2.8361,0.000455996114944655,29.68,1.36061832888583e-06
"NS","Gohir.A05G146900",0.8789,0.000459568135263233,140,1.3807994117938e-06
"NS","Gohir.A03G112000",-0.4687,0.000470967038927886,420.94,1.46384284789024e-06
"Up","Gohir.A04G087500",1.6822,0.000470967038927886,332.47,1.43541024319389e-06
"Up","Gohir.A05G214300",1.5826,0.000470967038927886,279.15,1.45526307775685e-06
"Up","Gohir.A09G213614",1.7167,0.000470967038927886,43.9,1.45669150360437e-06
"Up","Gohir.D04G026900",1.6942,0.000470967038927886,174.85,1.43463662178667e-06
"Down","Gohir.A02G118500",-2.5666,0.000474840610760083,19.46,1.48572176180631e-06
"Down","Gohir.A01G186450",-1.2949,0.000485150326605737,282.52,1.52803252474248e-06
"NS","Gohir.D07G100900",0.8265,0.000494526248310842,212.2,1.567810111719e-06
"Down","Gohir.A04G079900",-1.1561,0.000512034800934693,89.08,1.65514771955682e-06
"Up","Gohir.A11G032700",1.8171,0.000512034800934693,74.36,1.6373956657447e-06
"Down","Gohir.D02G016200",-1.5972,0.000512034800934693,427.57,1.65339866690281e-06
"Up","Gohir.D06G040500",2.686,0.000521445638356144,36.2,1.69637308789711e-06
"Down","Gohir.A07G020200",-2.9213,0.000527914854147119,18.11,1.72835779020399e-06
"Down","Gohir.A10G059100",-2.8343,0.000549309676006262,11.25,1.80978529807285e-06
"NS","Gohir.A13G131600",-0.86,0.000569596042960838,217.53,1.88842451043792e-06
"Down","Gohir.A02G081503",-2.2616,0.000571529272208737,340.93,1.90667660227117e-06
"NS","Gohir.A02G075100",-0.9186,0.00057635200565226,118.87,1.93470834885342e-06
"Up","Gohir.A04G036500",1.0929,0.000590830103838152,345.19,1.99555132460876e-06
"Up","Gohir.D13G180800",1.1255,0.000600107550709279,656.81,2.03932114207049e-06
"NS","Gohir.D02G141500",0.8627,0.000606143938402166,91.9,2.07239431902937e-06
"NS","Gohir.A01G130400",0.9985,0.000616517067758597,419.54,2.12063475441208e-06
"Down","Gohir.D02G056300",-1.6896,0.000621133038740702,203.94,2.14938287338784e-06
"Down","Gohir.D01G203300",-2.2917,0.000628103897210919,510.81,2.18651999029081e-06
"Up","Gohir.D05G348400",2.3814,0.000641127658110075,28.07,2.24514244137179e-06
"NS","Gohir.D03G094500",0.9504,0.000659008783927946,306.09,2.32141511122567e-06
"Up","Gohir.A03G075400",1.4564,0.000674887534298765,16.49,2.39231165590511e-06
"Down","Gohir.D08G098100",-1.9601,0.000674887534298765,147.75,2.41930259912322e-06
"Up","Gohir.D08G140800",2.2586,0.000674887534298765,31.46,2.4139921369963e-06
"Up","Gohir.A04G014600",1.1405,0.000698993941844119,80.8,2.55361569432403e-06
"Down","Gohir.A10G055500",-1.4766,0.000698993941844119,42.39,2.55591367334224e-06
"Down","Gohir.A13G043900",-2.0139,0.000698993941844119,86.51,2.54014694021376e-06
"Down","Gohir.D04G089000",-1.7429,0.000698993941844119,40.52,2.56365370299231e-06
"Up","Gohir.D02G202838",1.4084,0.00073395835474999,25.64,2.70709878047033e-06
"Up","Gohir.A09G229700",3.1798,0.000745295410821718,11.77,2.77980053766907e-06
"Down","Gohir.A12G225800",-1.7979,0.000745295410821718,14.06,2.77646414405079e-06
"Down","Gohir.A06G110404",-1.1758,0.000756329144714256,57.54,2.85882983228243e-06
"NS","Gohir.D07G015700",0.6361,0.000756329144714256,140.51,2.86797002657913e-06
"Up","Gohir.D09G181500",2.1837,0.000756329144714256,327.3,2.85005179838684e-06
"Down","Gohir.A01G080400",-2.7123,0.000763067972680215,26.97,2.90933499737173e-06
"Up","Gohir.D08G249300",2.5333,0.000766889601420033,127.36,2.93979644141538e-06
"Up","Gohir.D07G205400",2.6852,0.000794725528034571,10.58,3.06297033183652e-06
"Up","Gohir.D10G150900",2.6508,0.000816190518340923,17.96,3.16261141586723e-06
"NS","Gohir.D08G249400",0.822,0.000826543204314039,103.01,3.21985334461333e-06
"Up","Gohir.A12G008700",2.0944,0.000842949455825348,19.75,3.3012318100081e-06
"Up","Gohir.D08G101600",1.2023,0.000849229078233142,282.42,3.34342156784702e-06
"Up","Gohir.D11G012501",2.2993,0.000853847463364712,45.6,3.37929684008827e-06
"Down","Gohir.D01G141000",-1.5346,0.000860484473430745,66.51,3.42339450681109e-06
"Up","Gohir.A11G037600",2.2898,0.000863141674153517,77.02,3.4518512870209e-06
"Down","Gohir.A08G175300",-2.0084,0.000879527609169249,49.61,3.53560622003386e-06
"NS","Gohir.A04G058500",-0.8515,0.000884698747367894,107.02,3.57472556437504e-06
"Up","Gohir.D12G009400",2.258,0.000892197410967819,15.45,3.62351207106698e-06
"NS","Gohir.A12G123300",0.6679,0.000896335884294284,444.63,3.65889285549055e-06
"Up","Gohir.A05G158400",1.7143,0.000942631850518351,109.31,3.86740792380094e-06
"Down","Gohir.D05G170300",-2.2487,0.00101248146831096,325.13,4.17496502681063e-06
"Up","Gohir.A03G003400",1.3327,0.00101466646750817,64.15,4.20499986534675e-06
"Down","Gohir.A12G242600",-1.3012,0.00101719461729364,62.55,4.23655445661048e-06
"Up","Gohir.D02G115600",2.1777,0.00102691587513938,133.05,4.2983217318308e-06
"Up","Gohir.A13G025700",2.4274,0.00103289196176721,22.31,4.34473825608667e-06
"Up","Gohir.D12G256400",2.7431,0.00104006715219837,42.84,4.39647117796242e-06
"NS","Gohir.D01G221000",-0.9938,0.00108682703634435,626.8,4.61665027871098e-06
"Up","Gohir.D09G030100",1.0888,0.00109718444265123,88.78,4.68338158280467e-06
"Up","Gohir.A09G186600",2.1394,0.00109870288531549,293.7,4.73539577591424e-06
"Down","Gohir.D02G143300",-1.3386,0.00109870288531549,873.27,4.72866496470751e-06
"NS","Gohir.D05G259050",0.9548,0.00110069424791751,711.62,4.76678611302859e-06
"NS","Gohir.A03G182900",0.9576,0.00110232541241318,302.26,4.79669159980872e-06
"Up","Gohir.A05G385200",1.3199,0.00113467396507408,34.05,4.96096574037778e-06
"Up","Gohir.D05G240866",2.751,0.00113819734931708,6.58,4.99995520213887e-06
"Up","Gohir.A02G013300",1.2461,0.00115762612541757,100.65,5.15726516711102e-06
"Up","Gohir.D06G009200",1.8842,0.00115762612541757,156.06,5.14208558068529e-06
"NS","Gohir.D06G084000",0.8848,0.00115762612541757,286.33,5.1541431294059e-06
"Up","Gohir.A11G080700",1.3286,0.00116656472732019,111.8,5.22125945091505e-06
"NS","Gohir.A04G056800",-0.8926,0.00122749596899754,110.73,5.51940790038265e-06
"NS","Gohir.A01G126732",-0.6221,0.00123455232809378,4399.19,5.57671793461344e-06
"Down","Gohir.A10G228300",-1.4895,0.0012510698093761,65.42,5.69180191222344e-06
"Down","Gohir.D01G059200",-1.6704,0.0012510698093761,104.63,5.70317774684503e-06
"Up","Gohir.D12G111300",2.7818,0.00126408800314681,51.85,5.78871630119033e-06
"Up","Gohir.D04G115500",1.0045,0.00128939354369751,183.7,5.93131717158822e-06
"Up","Gohir.A10G240300",1.3173,0.0013055953742449,27.06,6.16816712241685e-06
"NS","Gohir.D05G000800",-0.6501,0.0013055953742449,167.29,6.10484194685277e-06
"Up","Gohir.D05G217500",1.5825,0.0013055953742449,218.8,6.1364779503235e-06
"Down","Gohir.D07G231600",-1.7123,0.0013055953742449,27.37,6.15388863994526e-06
"Down","Gohir.D10G144300",-2.3212,0.0013055953742449,349.05,6.16129881672665e-06
"Up","Gohir.D12G147700",2.8231,0.0013055953742449,9.85,6.10647523880727e-06
"Up","Gohir.A10G102800",1.2482,0.00132047800180398,63.14,6.26584049757794e-06
"Up","Gohir.A07G028200",2.6985,0.00133174116455322,121.83,6.34688080910156e-06
"Down","Gohir.A02G132100",-1.4456,0.00133946175522265,47.75,6.41143111181996e-06
"NS","Gohir.D13G062200",0.4577,0.00134560975190842,353.59,6.46874145136249e-06
"Down","Gohir.D12G129600",-1.1044,0.00136039422632547,90.77,6.56800362067623e-06
"Up","Gohir.A03G169600",1.6848,0.00136122471901669,378.25,6.63727781532095e-06
"Down","Gohir.A05G132500",-1.3059,0.00136122471901669,170.55,6.65663144815455e-06
"Down","Gohir.D08G059301",-1.8584,0.00136122471901669,437.03,6.61741339684237e-06
"Down","Gohir.A10G031800",-1.468,0.00138704687721877,60.41,6.81469706585578e-06
"Up","Gohir.D11G083600",2.9336,0.00138704687721877,15.18,6.84038866096283e-06
"Down","Gohir.A06G148700",-1.5483,0.00139733603115922,375.88,6.92008519368117e-06
"NS","Gohir.A02G148700",-0.6112,0.00144475634201625,207.04,7.1848636983817e-06
"NS","Gohir.D04G155800",0.6397,0.00146963509455378,868.89,7.33903973865441e-06
"NS","Gohir.A03G198300",-0.8031,0.00148357151168311,107.31,7.50085886553418e-06
"NS","Gohir.A07G195000",-0.9757,0.00148357151168311,101.31,7.46970184757755e-06
"Up","Gohir.A08G101700",1.0923,0.00148357151168311,74.71,7.4819595254653e-06
"Down","Gohir.A10G128900",-1.6394,0.00152252220718466,150.18,7.72933984169585e-06
"Up","Gohir.D12G035700",1.1852,0.00153165891678338,107.69,7.80746153188377e-06
"Up","Gohir.D09G190300",1.4571,0.00153203892968653,48.04,7.84114412831688e-06
"NS","Gohir.A10G053700",-0.8667,0.00153391299598594,431.25,7.91886340266167e-06
"Down","Gohir.A11G226625",-2.2557,0.00153391299598594,14.04,7.91399567089326e-06
"Up","Gohir.D05G096900",2.4832,0.00153391299598594,76.19,7.94608887269962e-06
"NS","Gohir.A04G076200",0.9095,0.00154605851347876,1342.92,8.04104199923679e-06
"Up","Gohir.A03G014800",2.8375,0.0015803079537058,19.04,8.2519188631136e-06
"Down","Gohir.A11G136500",-2.368,0.00158296340548106,138.34,8.29858561099684e-06
"NS","Gohir.A06G096600",0.7366,0.00160242903539171,188.94,8.43383702837741e-06
"Down","Gohir.D01G187800",-2.124,0.00160711144171496,63.46,8.49178237955483e-06
"Up","Gohir.D01G177700",2.8828,0.00161996605940852,40.88,8.59327209300829e-06
"Up","Gohir.1Z049640",2.6861,0.00168735215584078,129.45,8.98569216848489e-06
"Down","Gohir.A05G218900",-1.3195,0.00169294950449847,220.03,9.05057961377132e-06
"Down","Gohir.D03G026800",-1.3278,0.00170694874770725,262.28,9.16079000530829e-06
"Up","Gohir.A05G300200",2.3554,0.00170708682451787,16.31,9.23227644424294e-06
"Down","Gohir.A07G033500",-1.0591,0.00170708682451787,57.33,9.21021432924699e-06
"Up","Gohir.D11G051900",1.2142,0.00171948756681999,111.8,9.33497187125649e-06
"Down","Gohir.D11G124300",-1.3667,0.00172523785055795,67.12,9.40193855567223e-06
"Up","Gohir.A05G401600",1.5739,0.00173729088884937,31.29,9.50362193651539e-06
"Up","Gohir.A01G147900",1.0703,0.00175591078103095,83.26,9.64186400690433e-06
"Up","Gohir.D11G105500",1.4096,0.00176521905780544,56.52,9.72955386191974e-06
"Down","Gohir.A05G200100",-1.0376,0.00185112317087462,242.09,1.02413983966747e-05
"Down","Gohir.D04G129100",-1.5272,0.00190758921243543,718.93,1.0593325920694e-05
"Up","Gohir.D05G201100",2.5764,0.00196353703479661,175.75,1.09447049805281e-05
"Up","Gohir.A13G034000",2.2583,0.00196869728926289,1691.65,1.10472733476574e-05
"Down","Gohir.D13G073500",-1.3718,0.00196869728926289,20.87,1.1055055229802e-05
"Up","Gohir.D12G172800",1.112,0.0019936880276392,73.72,1.12367000314518e-05
"Down","Gohir.A01G097950",-1.1077,0.00200141055017666,276.54,1.13216966472902e-05
"Down","Gohir.A01G220600",-1.6502,0.0020107781433671,20.16,1.14163533212305e-05
"Up","Gohir.A05G199500",1.0675,0.00201933168118795,292.37,1.15067594763093e-05
"Up","Gohir.A13G028000",2.5725,0.00206864712290709,48.46,1.18306383324152e-05
"Up","Gohir.A01G007000",1.1222,0.00208783207112831,253.11,1.19836196374335e-05
"Down","Gohir.D01G209600",-1.8791,0.00211111706460875,26.55,1.21610141724251e-05
"NS","Gohir.D07G066200",0.975,0.00217027207833958,577.8,1.25467449203635e-05
"NS","Gohir.D11G278600",0.911,0.0022586835961859,125.06,1.31046706782439e-05
"Down","Gohir.A11G155933",-1.4841,0.0022721251931813,118.18,1.32768194048306e-05
"Up","Gohir.A12G254100",2.3094,0.0022721251931813,136.32,1.32380559789055e-05
"NS","Gohir.A12G152900",-0.8938,0.00227843776998631,125.35,1.33609177145903e-05
"Down","Gohir.A07G204000",-2.5032,0.00228640685271333,80.62,1.34770607212442e-05
"NS","Gohir.D05G357900",0.9279,0.00228640685271333,90.7,1.35024026735039e-05
"Down","Gohir.A01G195600",-1.0818,0.00230231789013943,118.32,1.37430749078455e-05
"Down","Gohir.A05G167300",-1.8603,0.00230231789013943,487.83,1.38587317226695e-05
"NS","Gohir.A05G358900",-0.852,0.00230231789013943,168.08,1.39303113120745e-05
"Up","Gohir.A11G048300",1.2099,0.00230231789013943,185.02,1.3920146383501e-05
"Down","Gohir.A12G204700",-2.2489,0.00230231789013943,27.98,1.37013998670719e-05
"NS","Gohir.D05G221300",-0.7995,0.00230231789013943,52.78,1.38747301816235e-05
"Up","Gohir.D10G071400",1.529,0.00230231789013943,23.86,1.39210600187426e-05
"Down","Gohir.A11G173500",-1.4198,0.00230506906474959,50.22,1.39947210106015e-05
"NS","Gohir.A03G068000",0.8195,0.00241878465554595,540.09,1.47352401311751e-05
"NS","Gohir.A01G131900",0.7412,0.00245087394941509,306.88,1.49815129522887e-05
"NS","Gohir.A02G049900",0.5596,0.00246759157919544,254.11,1.51348343854507e-05
"NS","Gohir.D12G218100",0.8038,0.00250272363352712,64.69,1.54021740397338e-05
"Up","Gohir.A05G107300",2.1626,0.00252832312932832,112.55,1.56845776464092e-05
"NS","Gohir.D05G177800",0.8532,0.00252832312932832,90.43,1.5716886423508e-05
"NS","Gohir.D11G063100",0.909,0.00252832312932832,347.95,1.56124280045954e-05
"Down","Gohir.A01G153200",-2.4275,0.00254156123683952,16.69,1.59829379841096e-05
"NS","Gohir.A13G094200",-0.8042,0.00254156123683952,277.11,1.60098345627686e-05
"Up","Gohir.A13G134200",2.0194,0.00254156123683952,874.78,1.59402563579259e-05
"NS","Gohir.D13G010700",0.5694,0.00254156123683952,818.33,1.58758783003709e-05
"Up","Gohir.D06G210800",1.2539,0.00264708177333626,268.41,1.67293812861077e-05
"NS","Gohir.A05G365200",0.8664,0.00264985652387503,652.34,1.6830046705102e-05
"Down","Gohir.D11G162900",-1.5052,0.00264985652387503,230.46,1.68567333781524e-05
"Up","Gohir.D12G276100",2.6431,0.00265650386151132,12.75,1.69540652578841e-05
"Up","Gohir.A07G022400",1.2157,0.0027459939458329,95.76,1.75820996531779e-05
"NS","Gohir.A10G144500",-0.7466,0.00284092266989413,454.68,1.82487780287439e-05
