"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","baseMean","pvalue"
"Up","Gohir.A09G126100",5.1214,5.87515156609943e-09,22.45,1.11143859145766e-11
"Up","Gohir.D02G158300",1.2054,7.11053189398247e-09,145.95,1.35833077094884e-11
"Up","Gohir.A03G153400",4.1614,7.224750015085e-09,119.86,1.39354946691057e-11
"Up","Gohir.A05G147700",5.3916,7.42419596530457e-09,11.77,1.44578911746908e-11
"Up","Gohir.D05G141200",2.3238,7.9577435212878e-09,43.4,1.56445122826608e-11
"Up","Gohir.A05G172000",1.8065,8.28079878155196e-09,151.76,1.64332035614463e-11
"Up","Gohir.D07G210800",1.4745,8.65716000122952e-09,179.42,1.73406521038018e-11
"Up","Gohir.A09G062100",3.0664,8.7557518516766e-09,10,1.77005258324261e-11
"Up","Gohir.A08G036300",3.183,9.15053872853611e-09,31.16,1.8668334510534e-11
"Up","Gohir.A05G119500",4.0007,9.53884684444559e-09,65.65,1.99912773734625e-11
"Up","Gohir.A10G164800",2.1239,9.53884684444559e-09,25.42,1.99176976165388e-11
"Up","Gohir.D11G314700",2.4032,9.53884684444559e-09,51.87,1.99027827439355e-11
"Up","Gohir.D07G073600",1.1359,9.86730398140616e-09,90.73,2.1045661149555e-11
"Up","Gohir.D10G057900",3.0118,9.86730398140616e-09,199.09,2.09652746275389e-11
"Up","Gohir.A05G381500",1.4194,9.92980470619906e-09,415.52,2.13631319025018e-11
"Up","Gohir.D01G069800",1.4722,1.01158092473076e-08,1681.67,2.19509195803811e-11
"Up","Gohir.D08G117200",1.3357,1.06372739641965e-08,96.02,2.32797642304089e-11
"Up","Gohir.A11G170100",3.9499,1.17166285139305e-08,19.67,2.5859245394075e-11
"Up","Gohir.D11G049500",1.7201,1.30093846389657e-08,57.55,2.89537103875492e-11
"Up","Gohir.D05G120500",3.9955,1.35875878552538e-08,21.08,3.04925652005955e-11
"Up","Gohir.A06G127400",2.1081,1.36646340237454e-08,181.23,3.09189018675942e-11
"Up","Gohir.A02G178700",1.6206,1.4607697029618e-08,529.68,3.341554675967e-11
"Up","Gohir.D01G190600",2.5783,1.4607697029618e-08,70.07,3.35946146309698e-11
"Up","Gohir.D04G023800",2.3076,1.54199108620064e-08,65.84,3.57485229005304e-11
"Up","Gohir.A02G177500",2.8121,1.64035996517808e-08,142.17,3.83332756430948e-11
"Up","Gohir.D05G304500",1.6265,1.64838835517759e-08,155.68,3.8826610984746e-11
"Up","Gohir.A03G112300",1.9884,1.93587166332892e-08,34.43,4.59571150462001e-11
"Up","Gohir.A05G136600",1.5219,2.03798580754344e-08,26.59,4.91372370971935e-11
"Up","Gohir.A09G171800",1.4926,2.03798580754344e-08,371.14,4.89543559544535e-11
"Up","Gohir.D11G008600",4.9864,2.08314710233069e-08,34.7,5.06124615908084e-11
"Up","Gohir.D02G177400",1.7425,2.17157798261696e-08,221.51,5.31637474879333e-11
"Up","Gohir.D02G099200",1.7413,2.22184574188782e-08,445.28,5.48064623448719e-11
"Up","Gohir.A11G038500",1.5911,2.35067375084741e-08,923.74,5.84202460427969e-11
"Up","Gohir.D12G028800",2.3106,2.42774611292204e-08,132.86,6.07859574250669e-11
"Up","Gohir.D06G151100",3.504,2.46221279970293e-08,27.18,6.2105593820171e-11
"Up","Gohir.A10G094300",1.597,2.57893785850724e-08,88.19,6.55281142875276e-11
"Up","Gohir.D06G077500",3.3176,2.58338330801412e-08,48.13,6.61202003980022e-11
"Up","Gohir.A09G107100",2.5424,2.58563791141504e-08,26.3,6.70436706528374e-11
"Up","Gohir.D13G066800",2.4046,2.58563791141504e-08,43.44,6.71370057491201e-11
"Up","Gohir.A11G315900",2.2776,2.62572550035675e-08,49.37,6.8664879177696e-11
"Up","Gohir.A11G295000",2.6871,2.7645676822827e-08,39.43,7.2808451886966e-11
"Up","Gohir.D08G267400",3.3041,2.86573528661046e-08,109.35,7.60043299056524e-11
"Up","Gohir.A10G091500",4.807,3.01473970594289e-08,6.8,8.1074457020238e-11
"Up","Gohir.D01G077900",1.5108,3.01473970594289e-08,132.66,8.08299222190937e-11
"Up","Gohir.D11G280200",2.1548,3.21196118380118e-08,58.27,8.75696973216315e-11
"Up","Gohir.D12G271500",3.4525,3.21196118380118e-08,5.96,8.7260403717309e-11
"Up","Gohir.A10G044400",3.7396,3.39282187094236e-08,42.42,9.31298707109814e-11
"Up","Gohir.A04G094000",1.4859,3.4030378071438e-08,238.9,9.51890449587468e-11
"Up","Gohir.D05G228300",1.8151,3.4030378071438e-08,264.4,9.53037406577977e-11
"Up","Gohir.D07G113200",3.0353,3.4030378071438e-08,26.06,9.44491062257574e-11
"Up","Gohir.D12G115301",2.4487,3.48958310813312e-08,172.38,9.83746860855807e-11
"Up","Gohir.D11G164800",2.5393,3.6334044708504e-08,289.62,1.03103023858472e-10
"Up","Gohir.D05G162300",2.7326,3.87857821493323e-08,31.64,1.10779525408902e-10
"Up","Gohir.A12G029500",2.6239,4.11936461682106e-08,87.99,1.19184851111704e-10
"Up","Gohir.D02G029100",1.8769,4.11936461682106e-08,18.98,1.18555068932551e-10
"Up","Gohir.A08G069600",1.3539,4.17440857443787e-08,108.74,1.21551642528793e-10
"Up","Gohir.D11G097700",1.0015,4.23532354377989e-08,533.3,1.24110894305654e-10
"Up","Gohir.A05G008900",2.1238,4.59244046447373e-08,87.6,1.35427507298365e-10
"Up","Gohir.A06G103900",2.6564,4.60123767460445e-08,34.52,1.36540307121316e-10
"Up","Gohir.A11G042000",1.3832,4.84601720663859e-08,141.08,1.4470283954687e-10
"Up","Gohir.D09G227148",1.8958,4.86171686913248e-08,233.43,1.46073321117152e-10
"Up","Gohir.D04G187900",2.0116,4.86458454433977e-08,28.43,1.47061701236578e-10
"Up","Gohir.A06G078400",3.0894,5.07820926471741e-08,110.27,1.54461649062216e-10
"Up","Gohir.D02G124400",1.9561,5.11905736413119e-08,38.19,1.56653522957388e-10
"Up","Gohir.A11G019200",1.1621,5.1263440352939e-08,147.95,1.57827276579025e-10
"Up","Gohir.A05G246700",2.4851,5.13375352045583e-08,117.65,1.59007536985074e-10
"Up","Gohir.D13G158200",2.6816,5.46800726459796e-08,47.41,1.70374498396168e-10
"Up","Gohir.A12G048200",3.2968,5.52855754760464e-08,25.64,1.73286513881298e-10
"Up","Gohir.A02G043000",1.7178,5.54418033069635e-08,57.8,1.75431723632439e-10
"Up","Gohir.D01G178800",2.5557,5.54418033069635e-08,101.94,1.75832715707014e-10
"Up","Gohir.A11G320800",1.7807,5.56387604849305e-08,101.99,1.77489276371676e-10
"Up","Gohir.D13G069400",1.936,5.75093230505848e-08,39.41,1.84523032897199e-10
"Up","Gohir.D12G212200",2.5943,6.04822026909377e-08,12.3,1.95183487299662e-10
"Up","Gohir.A03G123300",2.3265,6.06732935267315e-08,55.09,1.969254491483e-10
"Up","Gohir.D02G192900",3.0097,6.13089493746297e-08,77.68,2.00774433953378e-10
"Up","Gohir.D11G199800",3.4684,6.13089493746297e-08,8.5,2.01262733026252e-10
"Up","Gohir.A05G128800",2.2236,6.19612357670236e-08,25.73,2.045532098099e-10
"Up","Gohir.A07G176300",3.6085,6.31085698999974e-08,86.76,2.10681823917792e-10
"Up","Gohir.D05G363200",2.5381,6.31085698999974e-08,66.86,2.10173953705218e-10
"Down","Gohir.D05G123200",-1.2,6.77661251004531e-08,698.06,2.27487455825179e-10
"Up","Gohir.A12G035000",2.9238,6.84252984355587e-08,19.91,2.32238391885961e-10
"Up","Gohir.D12G053500",2.0455,6.84252984355587e-08,136.97,2.31904016585203e-10
"Up","Gohir.A11G092600",2.7581,6.89416698954784e-08,144.5,2.35269617952595e-10
"Up","Gohir.A08G014900",2.8973,7.00523908795046e-08,79.75,2.41658531540262e-10
"Up","Gohir.D09G039300",1.6892,7.00523908795046e-08,26.39,2.41558887926316e-10
"Up","Gohir.A10G153200",1.627,7.08023706979719e-08,15.84,2.4555887311326e-10
"Up","Gohir.D11G210700",3.006,7.15232158689934e-08,53.98,2.49385447964887e-10
"Up","Gohir.D05G248200",2.1828,7.19767517191556e-08,132.15,2.52301755905642e-10
"Up","Gohir.D01G068000",3.8985,7.43047478665827e-08,5.64,2.62452088518952e-10
"Up","Gohir.D05G356866",2.5081,7.43047478665827e-08,145.97,2.64596453696055e-10
"NS","Gohir.D08G091500",0.8257,7.43047478665827e-08,75.25,2.6344197001801e-10
"Up","Gohir.A09G070600",1.5366,8.8916947002641e-08,19.98,3.18279067686296e-10
"NS","Gohir.A03G125300",0.8034,9.15091296431236e-08,268.04,3.29255001127007e-10
"Up","Gohir.D11G172500",1.7577,9.35588620493811e-08,106.47,3.38365260203073e-10
"Up","Gohir.A01G018700",1.2211,9.38507969581893e-08,29.2,3.41161693753572e-10
"Up","Gohir.D11G171500",1.9684,9.41224357807015e-08,91.13,3.43894800415412e-10
"Up","Gohir.A05G226500",1.2141,9.98871780722155e-08,27.49,3.66809994033508e-10
"Up","Gohir.A05G033500",1.7353,1.01642900260876e-07,109.92,3.75142571162031e-10
"Up","Gohir.A01G173800",2.8035,1.03196066351996e-07,170.31,3.87897791436676e-10
"Up","Gohir.A12G013300",1.876,1.03196066351996e-07,142.73,3.88530759105591e-10
"Up","Gohir.D05G202200",1.5521,1.03196066351996e-07,21.01,3.87075144763983e-10
"Up","Gohir.D09G126950",2.863,1.03196066351996e-07,39.27,3.85240456672424e-10
"Up","Gohir.D11G172900",2.0521,1.03292692196025e-07,134.43,3.90810289847345e-10
"Up","Gohir.A11G079800",2.4094,1.06354808411903e-07,51.25,4.04368406180499e-10
"Up","Gohir.D06G039000",2.1374,1.12080422701417e-07,432.47,4.28216311370819e-10
"Up","Gohir.A05G015200",2.2364,1.13535653017174e-07,592.32,4.35881897966448e-10
"Up","Gohir.A07G072600",2.0484,1.13894478426253e-07,111.2,4.43596581281079e-10
"Up","Gohir.A07G184000",4.1799,1.13894478426253e-07,27.02,4.42478059584217e-10
"NS","Gohir.D12G046700",0.6322,1.13894478426253e-07,1429.64,4.40561282680216e-10
"Up","Gohir.D03G034600",1.104,1.14875981419451e-07,29.72,4.49549910595795e-10
"NS","Gohir.A09G071000",0.9671,1.15180602717443e-07,132.69,4.52878218333358e-10
"Up","Gohir.A05G395600",1.9681,1.16422952203251e-07,229.34,4.5992226750422e-10
"Up","Gohir.D10G021300",1.1719,1.2189910348348e-07,196.16,4.83816316359374e-10
"Down","Gohir.D12G045200",-1.0193,1.24402352369389e-07,273.09,4.96058936893407e-10
"Up","Gohir.D02G154700",4.1932,1.26292215057876e-07,40.32,5.05937135140422e-10
"Up","Gohir.D02G074800",2.5216,1.34720719787233e-07,64.21,5.4220104962776e-10
"Up","Gohir.A12G092200",1.1209,1.3493811667167e-07,646.8,5.45578645988798e-10
"Up","Gohir.D01G179200",1.3596,1.40226494214306e-07,32.87,5.69561226917413e-10
"Up","Gohir.A07G181700",1.2385,1.4619699951601e-07,100.23,5.96523237017733e-10
"Up","Gohir.A11G042700",1.9141,1.46930178590211e-07,55.8,6.02239872926232e-10
"Up","Gohir.A01G190600",1.5185,1.55147427916221e-07,38.4,6.38798341878428e-10
"Up","Gohir.A09G223100",1.838,1.55643528817302e-07,14.87,6.43727640607186e-10
"Up","Gohir.A03G030200",1.734,1.56004440423976e-07,76.65,6.48113703308183e-10
"Up","Gohir.D02G174500",3.1286,1.56820739997396e-07,17.12,6.54413488990951e-10
"Up","Gohir.D09G216700",1.6087,1.57913034889094e-07,89.06,6.61900402183597e-10
"Up","Gohir.A06G124700",1.3658,1.59026797952876e-07,475.74,6.6951821535114e-10
"Up","Gohir.A08G106000",1.8127,1.61255434602852e-07,25.88,6.8189174467618e-10
"Up","Gohir.D05G139800",1.5927,1.69118518489006e-07,276.44,7.1827851058983e-10
"Up","Gohir.A11G299800",2.3129,1.74454333071824e-07,67.16,7.44176278914637e-10
"Up","Gohir.A05G147300",1.5913,1.78776094378201e-07,353.19,7.65927478789355e-10
"Up","Gohir.A09G060900",1.2268,1.85173968492812e-07,481.61,7.96772148268339e-10
"Up","Gohir.D07G234800",1.2865,1.86365528478756e-07,107.33,8.05355690781376e-10
"Up","Gohir.A04G022900",3.2297,1.88787862035666e-07,229.22,8.19973723978521e-10
"Up","Gohir.A05G137700",1.5416,1.88787862035666e-07,195.95,8.22826283956778e-10
"Up","Gohir.A05G384700",1.1087,1.94532324459324e-07,138.59,8.51471281805715e-10
"Down","Gohir.A09G128500",-1.6002,1.9542853263247e-07,23.38,8.59018551019981e-10
"Up","Gohir.D08G200600",1.12,1.97044533134344e-07,253.04,8.6977630635361e-10
"Up","Gohir.A09G212800",3.3391,2.00312313484178e-07,84.09,8.89919555851164e-10
"Up","Gohir.D01G024300",1.463,2.00312313484178e-07,138,8.91630906862324e-10
"Up","Gohir.D06G139000",1.4532,2.04200655962955e-07,219.36,9.12725955841687e-10
"Up","Gohir.D10G007500",1.1984,2.11752939296103e-07,228.88,9.54337405856169e-10
"Up","Gohir.D11G046260",2.099,2.11752939296103e-07,41.55,9.52197112354169e-10
"Up","Gohir.A12G111900",2.4958,2.13193704305233e-07,110.97,9.64784744435566e-10
"Up","Gohir.D04G063800",3.4285,2.15956337946036e-07,24.26,9.81292013738991e-10
"Up","Gohir.A06G022800",3.2686,2.22308895498983e-07,16.15,1.02232779671033e-09
"Up","Gohir.A13G065900",1.9578,2.22308895498983e-07,33.2,1.01695190019687e-09
"Up","Gohir.D12G020500",2.1511,2.22308895498983e-07,133.65,1.02252691278882e-09
"NS","Gohir.A11G091300",0.9557,2.31447709600505e-07,637.45,1.06909137856594e-09
"Up","Gohir.D07G202000",1.5483,2.31447709600505e-07,91.4,1.07314676731567e-09
"Up","Gohir.D11G296608",3.1919,2.44103694383834e-07,9.17,1.13635571219894e-09
"Up","Gohir.A07G057900",2.0299,2.44948040548294e-07,99.54,1.14482930038522e-09
"Up","Gohir.D02G176200",3.1582,2.59196746755131e-07,67.59,1.21623162819556e-09
"Up","Gohir.A11G195300",1.0086,2.59359466163724e-07,148.68,1.22180541573475e-09
"Up","Gohir.D04G027100",3.1683,2.66613936364337e-07,29.6,1.26092499300616e-09
"Up","Gohir.A11G027800",3.4312,2.72549676083633e-07,49.66,1.29405239581234e-09
"Up","Gohir.D03G028000",3.304,2.73460076994308e-07,35.52,1.30344671144214e-09
"Up","Gohir.D09G157700",1.4787,2.85519306690205e-07,371.24,1.36622243269544e-09
"Up","Gohir.A13G106032",1.4462,2.90239821416114e-07,14.86,1.39519193781997e-09
"Up","Gohir.D07G021700",3.4544,2.90239821416114e-07,148.57,1.39957627449441e-09
"Up","Gohir.D11G170700",3.2648,2.95730240281906e-07,3.79,1.43153664293144e-09
"Up","Gohir.A09G195200",4.3937,2.98599721506039e-07,9.5,1.45096492886573e-09
"Up","Gohir.D11G097500",1.4838,3.16054830442255e-07,14.96,1.54164509822903e-09
"Up","Gohir.A11G154200",2.2604,3.32599649275442e-07,12.02,1.62851566097994e-09
"Up","Gohir.A05G237700",2.1577,3.36179631312894e-07,312.6,1.65851444655273e-09
"Up","Gohir.A12G054633",2.3938,3.36179631312894e-07,47.72,1.65548710934493e-09
"Down","Gohir.D12G135300",-1.1842,3.36634700520574e-07,83.87,1.66700294964563e-09
"Up","Gohir.A07G198300",3.2888,3.37132127792894e-07,22.8,1.67571887400303e-09
"NS","Gohir.A07G121300",-0.6717,3.44214090208574e-07,125.03,1.71730387377326e-09
"NS","Gohir.D10G004900",0.9306,3.46060718349457e-07,76.31,1.73293508576641e-09
"Up","Gohir.A02G132700",3.3555,3.54618595734477e-07,27.85,1.78236654631187e-09
"Up","Gohir.A11G039300",1.2457,3.5951772439098e-07,210.92,1.81532204646977e-09
"Up","Gohir.D08G175800",2.9046,3.5951772439098e-07,47.72,1.82032602764824e-09
"Up","Gohir.A10G236500",3.0671,3.60175181731927e-07,41.82,1.83033494926644e-09
"Up","Gohir.A03G149300",4.0771,3.64243427579544e-07,95.82,1.85776443088346e-09
"Up","Gohir.A03G130900",3.977,3.71072809859712e-07,27.82,1.89947875517046e-09
"Up","Gohir.A05G004900",1.6039,3.73401965402269e-07,628.48,1.91832680026018e-09
"Up","Gohir.A11G158900",1.6929,3.80835372555493e-07,369.17,1.9635786485112e-09
"NS","Gohir.A07G087900",0.8315,3.82855568200356e-07,202.93,1.98109543246966e-09
"NS","Gohir.D09G141600",0.9849,3.89964220073499e-07,75.18,2.02511186654883e-09
"Up","Gohir.D10G243400",2.0483,3.92820593917283e-07,67.89,2.04723073724464e-09
"NS","Gohir.A06G041200",-0.7471,3.94027209178651e-07,85.48,2.06082705197485e-09
"Up","Gohir.A06G030400",2.2335,3.98969448502582e-07,24.68,2.0940753352541e-09
"Up","Gohir.A03G157200",1.9587,4.03145285844493e-07,116.1,2.13094711349977e-09
"Up","Gohir.A06G029100",2.0774,4.03145285844493e-07,48.03,2.12946471230299e-09
"Up","Gohir.A06G173200",3.0527,4.0983497326452e-07,57.85,2.17390857141683e-09
"Up","Gohir.D10G205700",1.5941,4.16713250268345e-07,19.44,2.21812201541257e-09
"Up","Gohir.D13G205900",2.6209,4.16823735288726e-07,17.47,2.22644081314502e-09
"Up","Gohir.D09G120200",2.1694,4.23720239184009e-07,51.51,2.27113670989611e-09
"Up","Gohir.A01G074800",1.5778,4.28108956774742e-07,18.55,2.31054019847639e-09
"Up","Gohir.A08G221674",1.7467,4.28108956774742e-07,502.54,2.30648416570699e-09
"Up","Gohir.A05G232100",1.4109,4.32258835552957e-07,127.36,2.36588228287981e-09
"Up","Gohir.A08G130500",1.8421,4.32258835552957e-07,338.48,2.36933288240808e-09
"Up","Gohir.D03G041500",1.8958,4.32258835552957e-07,42.56,2.37302228056818e-09
"Up","Gohir.D11G189500",3.0811,4.32258835552957e-07,10.72,2.37224060641337e-09
"Up","Gohir.D12G274600",2.9088,4.32258835552957e-07,197.71,2.34390567097958e-09
"Up","Gohir.D04G150800",1.8466,4.3597852578695e-07,38.25,2.40152865756749e-09
"Up","Gohir.D04G040000",1.4969,4.40164187376248e-07,86.28,2.4327483927097e-09
"Up","Gohir.A08G167900",1.4169,4.43041418331085e-07,21.77,2.45686754109934e-09
"Up","Gohir.A11G096100",2.4163,4.4402182010071e-07,23.45,2.47053944935296e-09
"Up","Gohir.D12G214600",1.9518,4.61316298394942e-07,114.99,2.57532189281645e-09
"Up","Gohir.D12G050000",3.0991,4.75569518730225e-07,20.69,2.66371146289788e-09
"Up","Gohir.A02G054200",1.8906,4.89367386713711e-07,17.22,2.75007081446371e-09
