"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","baseMean","pvalue"
"Up","Gohir.A07G227700",2.0718,7.10128615107183e-09,48.36,7.11208598534587e-12
"NS","Gohir.D06G032600",0.903,7.65562612344599e-09,309.53,7.809255476641e-12
"Up","Gohir.A03G115700",2.2416,7.94034155145894e-09,98.19,8.24695142404578e-12
"Up","Gohir.A06G181400",1.5443,8.05042417735903e-09,41.75,8.5105934587608e-12
"Up","Gohir.D11G179400",1.1704,8.26960970249197e-09,63.94,8.89568164146545e-12
"NS","Gohir.A05G411800",0.8965,8.33579804169798e-09,227.75,9.48651241254151e-12
"Up","Gohir.D05G249800",2.6435,8.33579804169798e-09,49.84,9.28697814457852e-12
"Up","Gohir.D07G223300",2.2404,8.33579804169798e-09,18.51,9.58528651999842e-12
"NS","Gohir.D11G015200",0.9129,8.33579804169798e-09,156.09,9.40502858001718e-12
"Up","Gohir.D13G084800",2.6846,9.09586031206048e-09,43.94,1.06279758088173e-11
"Up","Gohir.A13G031900",1.3011,9.29439674010333e-09,265.59,1.10323341252757e-11
"Down","Gohir.A05G225400",-2.5785,1.18353808690084e-08,177.08,1.42679579451305e-11
"Up","Gohir.A03G096400",1.7089,1.20728348957221e-08,345.3,1.50020389853738e-11
"Down","Gohir.D11G279500",-1.3954,1.20728348957221e-08,266.98,1.48810548916204e-11
"Down","Gohir.D10G076600",-1.4566,1.21621246033428e-08,213.91,1.53385599062894e-11
"Up","Gohir.A06G057900",2.8134,1.21918147581918e-08,35.27,1.56021220801075e-11
"Up","Gohir.D12G153100",1.0481,1.22791180257631e-08,258.86,1.59415828072892e-11
"Up","Gohir.A08G157100",1.0101,1.35052420034766e-08,64.71,1.77838974414265e-11
"Up","Gohir.A04G024433",1.848,1.41228761304673e-08,11.97,1.93830044447974e-11
"Up","Gohir.A05G003000",2.4708,1.41228761304673e-08,66.43,1.9377575750698e-11
"Down","Gohir.A09G247400",-1.6326,1.41228761304673e-08,367.93,1.8926699318767e-11
"Down","Gohir.A11G169100",-1.3721,1.41252892387116e-08,388.69,1.96482935736372e-11
"Up","Gohir.D02G193000",2.4235,1.47745850006088e-08,1223.41,2.08254842547251e-11
"Up","Gohir.D12G006600",1.6299,1.49623302486237e-08,278.72,2.13676217430919e-11
"Down","Gohir.A07G011700",-1.3128,1.55078799002551e-08,82.13,2.27219576416068e-11
"NS","Gohir.A12G047900",0.793,1.55078799002551e-08,1307.77,2.25970356445574e-11
"Up","Gohir.D05G161700",1.2057,1.60063377429391e-08,132.61,2.37491564864261e-11
"Up","Gohir.A13G235100",1.3464,1.61965821146573e-08,160.06,2.43318214935131e-11
"NS","Gohir.D05G038200",0.796,1.92486987631471e-08,297.59,2.92739585774336e-11
"Up","Gohir.A09G055700",1.391,1.98101505338399e-08,326.04,3.04952426705128e-11
"Down","Gohir.D05G029700",-1.4692,2.06006546512481e-08,327.47,3.20941984254764e-11
"Down","Gohir.D01G219200",-1.4934,2.06972809925096e-08,462.26,3.27606110965958e-11
"Up","Gohir.D11G068700",1.3582,2.06972809925096e-08,951.74,3.3012466437105e-11
"Up","Gohir.D12G176100",1.7584,2.12015771851551e-08,451.15,3.42100451631829e-11
"Up","Gohir.D03G130700",1.8103,2.27813985816515e-08,32.24,3.78797233287043e-11
"Up","Gohir.D08G175900",2.6619,2.27813985816515e-08,37.63,3.73998145356192e-11
"Down","Gohir.D13G060900",-1.3236,2.27813985816515e-08,129.14,3.80267419479326e-11
"Up","Gohir.D12G014100",1.3235,2.30844944128662e-08,89.42,3.93315368122636e-11
"Down","Gohir.D13G180650",-1.602,2.30844944128662e-08,225.95,3.93889514815774e-11
"Up","Gohir.A05G005700",1.2198,2.45525071319489e-08,178.41,4.24824400491686e-11
"Down","Gohir.D09G205900",-1.489,2.45525071319489e-08,132.02,4.28045489521717e-11
"Up","Gohir.A02G069300",1.3156,2.58945528439405e-08,62.15,4.56245135237647e-11
"Down","Gohir.A08G237600",-1.3484,2.69929853108058e-08,236.11,4.85611405309575e-11
"Up","Gohir.A13G094400",1.7521,2.69929853108058e-08,21.86,4.83838819434999e-11
"Up","Gohir.D11G263100",1.8493,2.74890865949159e-08,404.24,4.99634720557469e-11
"Up","Gohir.A04G027000",4.109,2.98618692134206e-08,11.17,5.53838592184811e-11
"Down","Gohir.D05G014550",-1.8674,2.98618692134206e-08,588.63,5.48898787944604e-11
"Down","Gohir.D07G095700",-1.5009,3.02134688794495e-08,178.65,5.65963195375273e-11
"Up","Gohir.A11G197200",2.1262,3.06928782302273e-08,38.75,5.80636073200634e-11
"Down","Gohir.D13G103006",-3.5641,3.07725793576094e-08,106.63,5.8785112093063e-11
"Up","Gohir.A01G069600",1.7819,3.08978687388625e-08,26.52,5.95975063771227e-11
"Up","Gohir.A02G077100",1.7213,3.18426653725391e-08,45.05,6.20104578084612e-11
"NS","Gohir.A05G200600",0.9584,3.24743645982095e-08,143.85,6.54706637612221e-11
"Down","Gohir.A09G142700",-1.0807,3.24743645982095e-08,312.69,6.62520884640203e-11
"Down","Gohir.D03G090900",-1.4974,3.24743645982095e-08,1810.97,6.48615784163778e-11
"Up","Gohir.D07G191400",1.7827,3.24743645982095e-08,236.76,6.59361437373295e-11
"Up","Gohir.D11G195200",1.9884,3.24743645982095e-08,68.62,6.39623926093576e-11
"Down","Gohir.A01G084700",-1.4236,3.39212677631891e-08,207.47,7.04622202136055e-11
"Down","Gohir.A05G102200",-1.333,3.39212677631891e-08,96.43,7.00455193156389e-11
"Down","Gohir.A05G269000",-1.5174,3.39259095132903e-08,467.17,7.42471405202021e-11
"Up","Gohir.A09G047200",2.6484,3.39259095132903e-08,92.05,7.39905849531401e-11
"Down","Gohir.D05G103700",-1.2457,3.39259095132903e-08,112.73,7.35642774614738e-11
"Down","Gohir.D09G138900",-1.2588,3.39259095132903e-08,393.55,7.26052218976307e-11
"Up","Gohir.D10G189200",1.6839,3.39259095132903e-08,81.02,7.34651227480919e-11
"Up","Gohir.D13G180800",1.623,3.39259095132903e-08,656.81,7.34413569717418e-11
"Up","Gohir.A03G113100",1.8429,3.53135964738076e-08,70.35,7.85940052831506e-11
"Down","Gohir.A05G277100",-1.2927,3.53135964738076e-08,526.61,7.8233039137885e-11
"Up","Gohir.A06G129200",1.3252,3.67212035764546e-08,212.45,8.24078347258987e-11
"Up","Gohir.D11G219900",1.7943,3.71077618533734e-08,110.83,8.3963554770421e-11
"Down","Gohir.A08G244400",-1.6193,3.75717549250503e-08,123.18,8.57102610590376e-11
"Down","Gohir.D05G270900",-1.4489,4.08437291134944e-08,515.55,9.39319412825644e-11
"Up","Gohir.A01G220400",1.8522,4.26112318321826e-08,110.85,9.87871207949632e-11
"Up","Gohir.D11G329800",1.8273,4.48778475363151e-08,126.57,1.04874231046695e-10
"Up","Gohir.D03G095300",2.7424,4.7888425231083e-08,143.65,1.1279776706012e-10
"Down","Gohir.D09G173800",-1.4059,4.86235241930852e-08,221.17,1.1633285027093e-10
"Down","Gohir.D12G214700",-1.4127,4.86235241930852e-08,342.46,1.15707606242311e-10
"Up","Gohir.A02G171900",2.2435,4.91694600989849e-08,563.75,1.18745133053707e-10
"Down","Gohir.A07G067800",-1.5037,4.91694600989849e-08,589.62,1.19462874605271e-10
"Down","Gohir.D13G200000",-1.3582,5.4242807209955e-08,257.54,1.32795180676473e-10
"Down","Gohir.A08G225700",-1.13,5.50019988168261e-08,153.42,1.36694013899898e-10
"Down","Gohir.D10G020300",-2.7157,5.50019988168261e-08,78.49,1.36622633537009e-10
"Down","Gohir.A11G027100",-1.6297,5.51363599819642e-08,310.58,1.39073128779761e-10
"Up","Gohir.D08G237800",2.1876,5.51363599819642e-08,8.86,1.38654820551355e-10
"Up","Gohir.D05G340800",1.5256,5.54401522127238e-08,55.34,1.41895860479912e-10
"Down","Gohir.D07G095600",-1.5126,5.54401522127238e-08,125.21,1.41163534962499e-10
"Up","Gohir.D06G101600",1.5889,5.59948261055274e-08,83.13,1.44354034435037e-10
"Up","Gohir.D02G076000",1.4522,5.62175594578938e-08,65.64,1.45970887720337e-10
"Up","Gohir.A05G169800",3.0639,5.69282042701295e-08,11.21,1.48871931490194e-10
"Down","Gohir.A09G082900",-1.301,6.03032158831931e-08,1008.28,1.58816288723866e-10
"Up","Gohir.A06G030400",2.1645,6.31010525361305e-08,24.68,1.67355067188447e-10
"Down","Gohir.D11G175300",-1.3697,6.42071512372976e-08,439.19,1.71479464708833e-10
"Down","Gohir.D08G230300",-2.1829,6.73389987198351e-08,10.38,1.823415893226e-10
"Down","Gohir.D11G105100",-1.8714,6.73389987198351e-08,53.64,1.8196150116295e-10
"Up","Gohir.A12G062500",1.3574,6.77642426995416e-08,171.39,1.85648169577682e-10
"Down","Gohir.D03G087500",-1.9374,6.77642426995416e-08,774.73,1.86006675313108e-10
"Up","Gohir.D04G039100",1.9136,6.99988429128005e-08,46.18,1.93438695686177e-10
"Down","Gohir.D05G092100",-1.5078,7.04547973736061e-08,1918.25,1.9600540832451e-10
"Up","Gohir.A11G195300",1.0967,7.24472800157665e-08,148.68,2.04235812945519e-10
"Down","Gohir.D08G042100",-1.3744,7.24472800157665e-08,326.35,2.03058727791841e-10
"Down","Gohir.D01G199701",-1.4531,7.27911583251311e-08,457.63,2.06555273262084e-10
"Down","Gohir.A13G125800",-1.0137,7.48573664087432e-08,379.25,2.13806788585379e-10
"Up","Gohir.A02G072400",1.8205,7.97188298937649e-08,78.95,2.29170567037605e-10
"Up","Gohir.A10G028600",1.6245,7.98513479419479e-08,48.6,2.31032498960345e-10
"Up","Gohir.A08G201500",1.8637,8.20775096210221e-08,55.01,2.38995678817843e-10
"Up","Gohir.D06G188400",2.3246,8.20998580860564e-08,32.85,2.40583433688136e-10
"Up","Gohir.A13G006201",2.2424,8.3723723257346e-08,8.11,2.46894766087726e-10
"Down","Gohir.A01G222600",-2.9914,8.37514292564187e-08,68.34,2.48529780055399e-10
"Up","Gohir.D01G106700",1.789,8.57062561200241e-08,18.7,2.55920235085201e-10
"Up","Gohir.D06G151100",2.949,8.58306084796338e-08,27.18,2.57883426197201e-10
"Down","Gohir.A05G412300",-1.3055,9.26383106345395e-08,69.48,2.80922651700342e-10
"Down","Gohir.A07G165100",-1.4458,9.26383106345395e-08,329.41,2.81773859268973e-10
"NS","Gohir.A11G113000",-0.9609,9.27785452584738e-08,768.59,2.85641873083324e-10
"Up","Gohir.D06G040900",1.6688,9.27785452584738e-08,59.6,2.84909261234026e-10
"Up","Gohir.A02G064700",2.3431,9.52539267922358e-08,21.26,2.96796240607879e-10
"Up","Gohir.D10G083000",1.1254,9.52539267922358e-08,210.63,2.96014406292661e-10
"Down","Gohir.D10G173300",-1.1602,9.55037620219184e-08,311.95,2.99345965757339e-10
"Down","Gohir.A07G146100",-1.4207,9.67989287272592e-08,148.5,3.05200821314479e-10
"NS","Gohir.A12G149200",0.9741,9.74322834909385e-08,313.55,3.09004793889805e-10
"Down","Gohir.A06G133200",-1.1968,9.81877429946462e-08,166.06,3.13287878772666e-10
"Up","Gohir.D07G220300",3.0347,9.81877429946462e-08,6.01,3.15042834268218e-10
"Down","Gohir.D13G176400",-1.1114,9.9636755814759e-08,164.56,3.21540033231353e-10
"Down","Gohir.A12G021400",-1.6992,1.0121948245796e-07,65.97,3.28909069601347e-10
"Up","Gohir.D12G046600",1.0426,1.0121948245796e-07,206.67,3.30402257364904e-10
"Up","Gohir.A11G038500",1.505,1.02057773711594e-07,923.74,3.35031454188807e-10
"NS","Gohir.D09G074400",0.8444,1.05347812136471e-07,269.65,3.47785722027744e-10
"Up","Gohir.A13G119500",2.1768,1.05582929480363e-07,7.33,3.5052013014179e-10
"Down","Gohir.D11G017400",-1.3973,1.09275923368438e-07,457.41,3.64807044147018e-10
"Down","Gohir.D03G130100",-1.4586,1.1232859867666e-07,393.37,3.7849696431357e-10
"Up","Gohir.D12G046200",1.0138,1.1232859867666e-07,245.4,3.791647494186e-10
"Up","Gohir.D03G132700",1.1049,1.12417144360798e-07,506.78,3.81548600059831e-10
"Up","Gohir.A05G213400",1.3073,1.15294489708568e-07,43.21,3.93452763573881e-10
"Down","Gohir.A09G212400",-1.2799,1.15916493903314e-07,46.09,3.97725274901017e-10
"Down","Gohir.D07G027600",-1.2973,1.16107578568714e-07,71.09,4.00534322745296e-10
"Up","Gohir.A10G097200",1.1418,1.1807433348585e-07,57.89,4.09508890571868e-10
"Up","Gohir.D02G206966",2.0465,1.18933688479535e-07,15.26,4.14695156240079e-10
"Up","Gohir.A08G131900",1.2608,1.20777704047856e-07,75.63,4.27844902873634e-10
"Down","Gohir.D05G123200",-1.2156,1.20777704047856e-07,698.06,4.27623701670364e-10
"Down","Gohir.D06G148600",-1.0411,1.20777704047856e-07,181.3,4.26373877096453e-10
"Down","Gohir.D07G131800",-1.5593,1.2111524852631e-07,35.62,4.31286911922764e-10
"Up","Gohir.A06G166500",1.4037,1.25324282247829e-07,239.89,4.48599474643551e-10
"Down","Gohir.D13G152600",-2.3821,1.2845551884418e-07,61.72,4.6219018983959e-10
"Up","Gohir.A01G154300",1.5899,1.29116189508063e-07,215.93,4.66961996996778e-10
"Up","Gohir.A05G376800",1.9016,1.32556325183733e-07,80.21,4.8186208197655e-10
"Up","Gohir.A02G156200",1.5836,1.39789443470373e-07,738.76,5.27215032418765e-10
"Down","Gohir.A06G035400",-1.1417,1.39789443470373e-07,460.58,5.21767306926433e-10
"Down","Gohir.A06G160700",-1.5479,1.39789443470373e-07,37.08,5.19287356974506e-10
"Up","Gohir.A07G216500",2.1902,1.39789443470373e-07,17.83,5.26699711802802e-10
"Up","Gohir.A08G175600",2.3143,1.39789443470373e-07,43.89,5.2910348590667e-10
"Down","Gohir.A09G033900",-1.2354,1.39789443470373e-07,449.95,5.16490189484344e-10
"Up","Gohir.A10G032100",1.8871,1.39789443470373e-07,117.72,5.24547118486948e-10
"Down","Gohir.A10G207701",-1.6122,1.39789443470373e-07,573.62,5.13718113292845e-10
"Down","Gohir.D11G227300",-1.1804,1.39789443470373e-07,221.88,5.31489222735013e-10
"Down","Gohir.A13G174820",-1.7393,1.41991885871033e-07,225.87,5.4374555983329e-10
"Up","Gohir.D03G102500",1.1319,1.41991885871033e-07,146.31,5.45130019201449e-10
"Up","Gohir.D06G040500",2.3715,1.42068914776359e-07,36.2,5.48060652722331e-10
"Up","Gohir.A08G174200",1.2703,1.43193777223415e-07,140.27,5.5611258642218e-10
"Down","Gohir.D03G096650",-1.3297,1.43193777223415e-07,90.05,5.58431651941873e-10
"Down","Gohir.D07G152300",-2.18,1.43193777223415e-07,110.4,5.60367354021673e-10
"Up","Gohir.A09G020600",1.7183,1.43865825451818e-07,693.83,5.68333781320472e-10
"Down","Gohir.A11G141400",-1.5337,1.43865825451818e-07,234.96,5.67215329159287e-10
"Down","Gohir.D12G235700",-2.3447,1.44406045021807e-07,71.06,5.74818917490412e-10
"Up","Gohir.D13G119400",1.161,1.44406045021807e-07,126.34,5.75824394074123e-10
"Down","Gohir.D05G050400",-1.6622,1.45306807352486e-07,128.1,5.82111176010554e-10
"Down","Gohir.D10G040700",-1.3793,1.47590630145009e-07,267.6,5.93997676869819e-10
"Up","Gohir.A03G030000",1.8376,1.48793879661947e-07,101.61,6.05394225391476e-10
"Down","Gohir.A13G194200",-1.4711,1.48793879661947e-07,240.69,6.02967809935003e-10
"Down","Gohir.D08G246100",-1.1546,1.48793879661947e-07,167.53,6.07119209273867e-10
"Up","Gohir.D05G367984",2.2817,1.49302844960703e-07,52.86,6.11964997520595e-10
"Up","Gohir.D09G086700",1.1857,1.51341401029409e-07,134.78,6.23127546061218e-10
"Up","Gohir.A07G229100",1.1375,1.54664179640095e-07,175.92,6.48282662536844e-10
"Up","Gohir.A08G045265",1.0269,1.54664179640095e-07,158.23,6.4786784757352e-10
"Down","Gohir.A11G151200",-2.4455,1.54664179640095e-07,613.3,6.42915034427246e-10
"Down","Gohir.D05G040700",-1.0263,1.54664179640095e-07,312.67,6.45750345457284e-10
"Down","Gohir.D08G258100",-1.3431,1.62338716027845e-07,228.02,6.8346171108574e-10
"Down","Gohir.A01G211300",-1.5167,1.66996695200987e-07,171.92,7.06169488961477e-10
"Down","Gohir.A05G350000",-1.823,1.6805049058027e-07,13.83,7.15246578049472e-10
"Up","Gohir.D02G003800",1.8754,1.6805049058027e-07,54.23,7.1954772428872e-10
"Up","Gohir.D05G216800",1.5193,1.6805049058027e-07,52.16,7.19975950963358e-10
"Down","Gohir.D10G220900",-1.4954,1.75716273420712e-07,291.91,7.56077292065827e-10
"Up","Gohir.D12G137000",2.1985,1.81095068602101e-07,11.64,7.82580047188128e-10
"NS","Gohir.A03G088700",0.7217,1.8137822701168e-07,392.47,7.87167645697783e-10
"Up","Gohir.A01G222300",1.0396,1.81537838216345e-07,399.43,7.91227270685876e-10
"Down","Gohir.A09G095600",-1.4068,1.87782795022627e-07,525.55,8.21928477045512e-10
"Up","Gohir.A05G234133",1.9609,1.89434191831945e-07,26.77,8.36183420304959e-10
"Down","Gohir.D05G278800",-1.2631,1.89434191831945e-07,377.05,8.3317868297706e-10
"Up","Gohir.A01G158000",2.4002,1.90961344963479e-07,82.32,8.53519336891734e-10
"Down","Gohir.A10G024500",-2.0324,1.90961344963479e-07,63.08,8.50788163723152e-10
"Down","Gohir.D01G091700",-1.1606,1.90961344963479e-07,121.39,8.53549540713647e-10
"Down","Gohir.A11G059500",-2.1586,1.91824312723428e-07,921.33,8.6096449569846e-10
"Down","Gohir.A08G181100",-1.5936,1.96879249237329e-07,204.15,8.87304009137412e-10
"Up","Gohir.D10G179800",3.2027,2.02706364690968e-07,55.72,9.17325438343339e-10
"Up","Gohir.A02G068700",2.0314,2.03578674506827e-07,31.93,9.25048689754306e-10
"Down","Gohir.D09G234700",-1.4066,2.11807859679993e-07,101.34,9.66369922498575e-10
"Down","Gohir.D11G036600",-1.4148,2.13024802270543e-07,128.6,9.75873106584519e-10
"Down","Gohir.D11G026300",-1.638,2.15139851971745e-07,257.3,9.89552344096455e-10
"Down","Gohir.A10G143200",-1.017,2.15513922906202e-07,616.15,9.95269980408105e-10
"Down","Gohir.D05G083900",-1.0745,2.19123160604758e-07,361.82,1.01600189456563e-09
"Down","Gohir.A10G192200",-1.6367,2.21773674365606e-07,69.99,1.03478244925039e-09
"Down","Gohir.D02G011500",-1.2014,2.21773674365606e-07,292.65,1.0365177851577e-09
"Down","Gohir.A10G228500",-1.2123,2.22109403610553e-07,251.28,1.04220629684836e-09
"Up","Gohir.A03G114500",1.0929,2.22765278909943e-07,403.94,1.04941542422058e-09
"Up","Gohir.A13G064900",1.6387,2.23660898469232e-07,144.2,1.05778272765411e-09
"Up","Gohir.A03G169800",2.1638,2.29607486269485e-07,1655.07,1.09442345731032e-09
"NS","Gohir.A05G408200",0.55,2.29607486269485e-07,445.49,1.09140634696114e-09
"Up","Gohir.D05G316200",2.0465,2.30158196916812e-07,164.75,1.10131708899695e-09
"Down","Gohir.D02G238800",-1.3897,2.3035970745941e-07,68.95,1.10655373404034e-09
"Up","Gohir.D03G094600",1.2804,2.33176775173262e-07,206.39,1.12873508513338e-09
"Down","Gohir.D07G177000",-1.5459,2.33176775173262e-07,273.21,1.12774588691871e-09
"Up","Gohir.A08G023700",1.2387,2.33869649059699e-07,1331.48,1.13642657468083e-09
"Up","Gohir.A12G182800",1.2607,2.34869817743347e-07,66.73,1.14564268085798e-09
"Down","Gohir.D04G165000",-1.1217,2.3766448669256e-07,347.66,1.16689505915928e-09
"Down","Gohir.D06G069600",-1.3284,2.3766448669256e-07,199.64,1.16809022911697e-09
"Up","Gohir.A03G119501",1.0577,2.39492314159434e-07,194.38,1.18182599168707e-09
"Down","Gohir.D08G064400",-1.6089,2.39492314159434e-07,159.14,1.18595734041635e-09
"Down","Gohir.D04G147600",-1.5524,2.39802109554414e-07,174.36,1.19193896955716e-09
"Down","Gohir.D11G006900",-1.5232,2.4277106816082e-07,192.49,1.21119880810231e-09
"Up","Gohir.A07G176300",2.8813,2.45115576158404e-07,86.76,1.22778876781159e-09
"Down","Gohir.A10G062300",-1.3633,2.45115576158404e-07,258.09,1.24562609643167e-09
"Down","Gohir.A12G212200",-1.4973,2.45115576158404e-07,232.67,1.2438490157633e-09
"Down","Gohir.D11G033700",-1.4505,2.45115576158404e-07,209.92,1.23430891803669e-09
"Down","Gohir.D13G129600",-1.4505,2.45115576158404e-07,264.23,1.24133017556228e-09
"Up","Gohir.D03G008200",2.2286,2.46812127912328e-07,531.43,1.25882516369098e-09
"Up","Gohir.A11G022200",1.5723,2.47476964200237e-07,67.89,1.26680592973154e-09
"Down","Gohir.D07G152200",-1.6382,2.48061998067957e-07,115.06,1.27440137736608e-09
"NS","Gohir.D01G160800",-0.8923,2.50408802749299e-07,430.96,1.29110217671844e-09
"Up","Gohir.A10G232015",2.4579,2.50886704510101e-07,23.83,1.29821934341626e-09
"Down","Gohir.D10G025200",-1.5271,2.53454681453286e-07,83.44,1.31620814583108e-09
"Down","Gohir.D08G260300",-1.1575,2.55651205266987e-07,734.53,1.33235633146673e-09
"Down","Gohir.D01G184900",-1.3434,2.63306412305544e-07,658.97,1.38201926411345e-09
"Up","Gohir.D08G132600",1.7577,2.63306412305544e-07,44.31,1.38034655158457e-09
"Down","Gohir.A12G068100",-2.6445,2.69596860392524e-07,44.85,1.42003613545526e-09
"Up","Gohir.A02G151800",1.5173,2.71588840395841e-07,128.04,1.43556547929847e-09
"Up","Gohir.D13G112100",1.0409,2.72035065675638e-07,93.46,1.4429694866878e-09
"Up","Gohir.A06G099400",1.5878,2.74745819371576e-07,46.14,1.46244389924779e-09
"Down","Gohir.A09G167100",-1.5487,2.75857063941679e-07,349.89,1.47347517369345e-09
"Up","Gohir.A13G005100",1.1185,2.79095447031741e-07,247.91,1.49594911146877e-09
"Up","Gohir.D06G038900",1.3047,2.81923022641353e-07,534.64,1.51633362821307e-09
"NS","Gohir.D12G135000",-0.9766,2.84222931851334e-07,174.47,1.53397516912234e-09
"Down","Gohir.A12G276300",-1.2829,2.8516475417639e-07,67.89,1.54542610871744e-09
"Down","Gohir.D04G090100",-1.7677,2.8516475417639e-07,532.7,1.55348099490019e-09
"Down","Gohir.D10G210900",-2.1592,2.8516475417639e-07,17.37,1.55492484379722e-09
"Up","Gohir.A01G118400",1.4508,2.86374064642932e-07,28.71,1.56683016932499e-09
"Down","Gohir.A02G010900",-1.0784,2.86611558994145e-07,296.32,1.58654318243672e-09
"Down","Gohir.A09G089800",-2.0972,2.86611558994145e-07,49.84,1.58684327589378e-09
"Down","Gohir.A11G325300",-1.7171,2.86611558994145e-07,475.03,1.58939233909361e-09
"Down","Gohir.D05G034300",-1.3029,2.86611558994145e-07,206.51,1.58861420259131e-09
"Down","Gohir.A05G404500",-1.1892,2.8716821101459e-07,167.9,1.59780524693752e-09
