"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","baseMean","pvalue"
"Down","Gohir.A08G251300",-1.2657,0.0120943299806471,131.14,2.95086494672407e-05
"Down","Gohir.D05G048300",-1.1822,0.0120943299806471,162.82,3.02126849670611e-05
"NS","Gohir.D07G158800",-0.9909,0.0120943299806471,91.07,2.99959708190288e-05
"Down","Gohir.A03G097101",-1.4486,0.0123209918061532,231.63,3.20137672104128e-05
"Up","Gohir.A11G275700",1.0527,0.0123209918061532,57.43,3.20700084195856e-05
"Down","Gohir.D02G217800",-1.5408,0.0123209918061532,61.29,3.17875281474509e-05
"NS","Gohir.D05G191200",-0.9643,0.0123209918061532,122.41,3.14141051789886e-05
"Down","Gohir.A10G156100",-1.3921,0.0125344551332265,34.07,3.2936347152256e-05
"Up","Gohir.A07G082100",1.2073,0.0126116497496739,51.73,3.34518225883765e-05
"NS","Gohir.A06G194500",-0.7701,0.0126499989084994,226.83,3.38671264778864e-05
"Down","Gohir.D05G048400",-1.1535,0.0126518878408774,189.86,3.4185814939406e-05
"Down","Gohir.A09G203400",-1.5435,0.0129353365998856,19.81,3.52723605847154e-05
"Down","Gohir.D02G226000",-1.182,0.0129600462971251,115.68,3.56610098904532e-05
"Up","Gohir.D09G224400",1.4092,0.0136360646187634,62.17,3.78591779202158e-05
"Down","Gohir.D10G071800",-1.5142,0.0137048372723936,80.34,3.83898515562836e-05
"Up","Gohir.A09G074900",1.1222,0.0137126330194542,57.47,3.90915418254148e-05
"Down","Gohir.D01G037800",-1.1385,0.0137126330194542,692.51,3.90238546134786e-05
"Down","Gohir.A01G166400",-1.4915,0.013754343556223,172.66,4.15971718854539e-05
"Down","Gohir.A03G008500",-1.2685,0.013754343556223,28.44,4.01111949797545e-05
"Down","Gohir.A05G389700",-1.5057,0.013754343556223,31.46,4.10862645042722e-05
"Down","Gohir.A11G218300",-1.5042,0.013754343556223,91.94,4.1033774276792e-05
"Down","Gohir.D02G091000",-1.2865,0.013754343556223,109.13,3.95723407719005e-05
"Down","Gohir.D04G011400",-1.0355,0.013754343556223,139.99,4.14227640795739e-05
"NS","Gohir.D09G064200",0.7982,0.013754343556223,147.66,4.02758229010225e-05
"Down","Gohir.D02G115600",-1.4792,0.0137618951881566,133.05,4.19611578617566e-05
"Down","Gohir.D02G041400",-1.3282,0.0141789347728786,472.22,4.35842318254076e-05
"Down","Gohir.A13G104500",-1.0136,0.0144024678593322,96.1,4.46283709076976e-05
"Down","Gohir.A10G229200",-1.391,0.0144978336044923,27.54,4.52832680755089e-05
"Down","Gohir.D03G105550",-1.3812,0.0145544117197718,50.48,4.58547557333398e-05
"Up","Gohir.D10G022200",1.2748,0.0145544117197718,64.48,4.61815741232225e-05
"NS","Gohir.A01G113200",-0.863,0.0151131169656052,155.19,5.18510604723875e-05
"NS","Gohir.A02G074800",-0.6119,0.0151131169656052,213.7,5.66028193009494e-05
"NS","Gohir.A03G067500",0.7766,0.0151131169656052,152.66,4.92200408730159e-05
"Down","Gohir.A03G076300",-1.2514,0.0151131169656052,121.4,5.57049715718187e-05
"Down","Gohir.A07G069400",-1.2829,0.0151131169656052,160.88,5.54950819085138e-05
"NS","Gohir.A08G182000",-0.9755,0.0151131169656052,153.99,5.34045113995253e-05
"Down","Gohir.A08G248900",-1.343,0.0151131169656052,42.73,5.12442478051645e-05
"NS","Gohir.A09G067900",0.7124,0.0151131169656052,86.33,5.62940790665236e-05
"NS","Gohir.A09G073200",0.9208,0.0151131169656052,122.26,5.76950920352801e-05
"Down","Gohir.A11G239200",-1.2202,0.0151131169656052,120.61,5.38436591223355e-05
"Down","Gohir.A13G129000",-1.1539,0.0151131169656052,180.81,5.07134992510813e-05
"Down","Gohir.D02G194200",-1.0324,0.0151131169656052,451.06,4.9260004169032e-05
"Up","Gohir.D03G104100",1.0344,0.0151131169656052,34.53,5.4770921614021e-05
"Down","Gohir.D04G026900",-1.274,0.0151131169656052,174.85,4.86138672204821e-05
"Down","Gohir.D05G096900",-1.3771,0.0151131169656052,76.19,5.44359963392408e-05
"Down","Gohir.D05G206100",-1.2172,0.0151131169656052,90.92,5.01444523933394e-05
"NS","Gohir.D05G274000",0.3535,0.0151131169656052,46.97,5.68083998839405e-05
"Down","Gohir.D05G387900",-1.3467,0.0151131169656052,67.91,5.51708247887403e-05
"Down","Gohir.D09G004600",-1.004,0.0151131169656052,52.51,4.95170285994873e-05
"Down","Gohir.D09G206400",-1.3853,0.0151131169656052,100.05,5.19854972363372e-05
"Up","Gohir.D10G054100",1.1691,0.0151131169656052,71.68,5.61127674497668e-05
"NS","Gohir.D11G017500",0.6498,0.0151131169656052,280.72,5.76699181193126e-05
"Down","Gohir.D11G037000",-1.2691,0.0151131169656052,407.69,5.7050424541767e-05
"Down","Gohir.D11G083600",-1.0826,0.0151131169656052,15.18,5.02609288937188e-05
"Down","Gohir.D12G035700",-1.1435,0.0151131169656052,107.69,5.28275330624813e-05
"Down","Gohir.D13G196500",-1.185,0.0151131169656052,125.96,5.66600390843616e-05
"Down","Gohir.A05G054300",-1.3014,0.0160461139559295,182.8,6.16546272476219e-05
"Up","Gohir.D04G031500",1.2341,0.0167635842020814,19.86,6.48269493189066e-05
"NS","Gohir.D05G205400",-0.989,0.0167751958765832,122.49,6.65352340171869e-05
"NS","Gohir.D07G032851",-0.9493,0.0167751958765832,863.59,6.57791006772731e-05
"Down","Gohir.D08G272800",-1.2025,0.0167751958765832,155.67,6.63424849472014e-05
"Down","Gohir.D11G027100",-1.0237,0.0167751958765832,278.61,6.6365837608773e-05
"Down","Gohir.D09G144100",-1.0906,0.0169293652581797,29.92,6.75663809262999e-05
"Up","Gohir.D06G017100",1.3091,0.0169855873438956,61.42,6.8211828203051e-05
"NS","Gohir.A10G234900",0.8693,0.0170118654959958,108.37,6.87390698028588e-05
"Down","Gohir.A13G011900",-1.1688,0.0171094910514264,112.44,7.04059373955572e-05
"Down","Gohir.D02G063400",-1.2435,0.0171094910514264,701.35,7.01457373699519e-05
"Down","Gohir.1Z049640",-1.1743,0.0171094910514264,129.45,6.96046711651483e-05
"NS","Gohir.A07G152600",-0.8812,0.0172509394920326,76.02,7.14156394439626e-05
"Up","Gohir.A01G111900",1.0641,0.0172796976475563,96.65,7.29924757116082e-05
"Up","Gohir.A06G118700",1.2248,0.0172796976475563,18.68,7.24635036595179e-05
"Down","Gohir.D01G094300",-1.285,0.0172796976475563,88.53,7.36764500589905e-05
"Down","Gohir.D07G013600",-1.0064,0.0172796976475563,206.13,7.22341775935824e-05
"NS","Gohir.D13G189300",0.8006,0.0172796976475563,376.12,7.36650555110179e-05
"NS","Gohir.A05G091500",0.9874,0.0175981877502252,140.16,7.59069079955175e-05
"Down","Gohir.A06G081400",-1.112,0.0175981877502252,62.14,7.57066595849785e-05
"Down","Gohir.A09G219200",-1.2304,0.0179055999118449,87.19,7.76767472625895e-05
"NS","Gohir.A12G213500",0.7291,0.0179154243478239,255.63,7.81634775710711e-05
"Down","Gohir.A09G213614",-1.1846,0.0181990358251464,43.9,7.98519915976925e-05
"NS","Gohir.A07G016400",0.8819,0.0182439751885613,520.73,8.05559529773527e-05
"NS","Gohir.A09G060900",-0.8885,0.0182439751885613,481.61,8.09536826661495e-05
"Down","Gohir.D06G193600",-1.0598,0.0185062137493669,29.6,8.25760653169571e-05
"Down","Gohir.A11G028700",-1.0134,0.0185784104596061,244.75,8.33587578876724e-05
"Down","Gohir.A09G218600",-1.1098,0.0188812162366907,21.5,8.5185457488292e-05
"Down","Gohir.D09G120400",-1.1106,0.0190584064813369,91.83,8.64573224116174e-05
"Down","Gohir.A05G372500",-1.1637,0.019664268340412,16.69,9.0180705081215e-05
"NS","Gohir.A08G084200",0.886,0.019664268340412,63.81,8.99156168419636e-05
"NS","Gohir.D08G142400",-0.978,0.0196929801775658,677.07,9.08005531241259e-05
"NS","Gohir.A12G016900",0.6364,0.0197579598723542,101.31,9.15899478465604e-05
"NS","Gohir.D13G027400",0.9614,0.0198863666975161,284.89,9.26781591257569e-05
"Down","Gohir.A04G091000",-1.2036,0.0199424122403212,75.06,9.34337112895564e-05
"Down","Gohir.A10G003300",-1.1103,0.0201892291824199,32.92,9.55910454596482e-05
"NS","Gohir.A13G095045",-0.9842,0.0201892291824199,18.17,9.51899923410999e-05
"Down","Gohir.A08G101700",-1.0113,0.0202964430791468,74.71,9.7104945817435e-05
"NS","Gohir.D02G112000",0.766,0.0202964430791468,181.8,9.69454630781981e-05
"Down","Gohir.A10G196300",-1.2016,0.0205761844038823,66.6,9.90162348627331e-05
"Down","Gohir.D11G234400",-1.1058,0.0205761844038823,46.62,9.99735285860421e-05
"Down","Gohir.D12G046900",-1.0543,0.0205761844038823,87.74,9.97576075543728e-05
"Down","Gohir.D12G208200",-1.1079,0.0209491815795064,84.18,0.00010230512571053
"Down","Gohir.A03G170600",-1.0527,0.020964209750551,790.96,0.000103267628992823
"NS","Gohir.D02G168100",-0.9043,0.020964209750551,278.27,0.000103658055684091
"Down","Gohir.D02G239000",-1.1536,0.020964209750551,24.3,0.000104144255383776
"Up","Gohir.D09G038150",1.0054,0.020964209750551,24.1,0.000104976955121748
"NS","Gohir.D09G197100",-0.9597,0.020964209750551,261.2,0.000104933477230285
"NS","Gohir.D11G139800",-0.9817,0.0215663490676127,111.1,0.000108526744192498
"Down","Gohir.A03G150700",-1.1593,0.0219294856607207,459.78,0.000111142666049867
"NS","Gohir.A07G209500",-0.9616,0.0219294856607207,79.98,0.000111441362430534
"NS","Gohir.A02G062800",-0.9812,0.0227283124445861,95.95,0.000116425635282317
"NS","Gohir.D11G082400",0.4557,0.0227283124445861,285.12,0.000117754519110523
"NS","Gohir.D13G072500",-0.9629,0.0227283124445861,121.62,0.000116961021705584
"Up","Gohir.D13G202500",1.0524,0.0227283124445861,52.7,0.000117697343816027
"Up","Gohir.D13G051200",1.1443,0.0229630453723395,29.1,0.000119539899062749
"Down","Gohir.D06G173000",-1.1278,0.0230739920451351,2293.94,0.000120689447732362
"NS","Gohir.A01G112800",0.732,0.0233041653017241,111.37,0.000122537355521285
"NS","Gohir.A03G170200",-0.7537,0.0233041653017241,21.14,0.000123048765723035
"NS","Gohir.A03G000016",-0.4901,0.0235397200516291,325.86,0.0001248760558019
"Up","Gohir.D04G145600",1.0717,0.0238300050397433,118.68,0.000127232131549621
"Up","Gohir.D11G013800",1.0564,0.0238300050397433,103.8,0.000127597448898972
"NS","Gohir.A05G221700",-0.9221,0.0245806819715269,102.78,0.000132226276346588
"NS","Gohir.A10G201400",0.985,0.0245865343224494,35.14,0.000132981724203521
"NS","Gohir.D06G081000",-0.9943,0.0245865343224494,75.97,0.000133476723267636
"NS","Gohir.D12G176000",0.5515,0.0248182500180597,274.22,0.000135349900941327
"Down","Gohir.A10G173800",-1.0904,0.02533415021579,49.82,0.000138791452595181
"Up","Gohir.D13G086200",1.0303,0.0256376178658054,42.8,0.000141089518250094
"NS","Gohir.A02G073900",-0.8459,0.0260769837489297,303.84,0.000144323245184868
"Up","Gohir.A09G216800",1.0741,0.0260769837489297,108.86,0.000144800306389694
"NS","Gohir.A04G085300",-0.8409,0.0260893145916144,162.45,0.000145678338182735
"Down","Gohir.A09G248200",-1.0061,0.0260893145916144,685.33,0.000146808983943889
"Down","Gohir.D02G071500",-1.0916,0.0260893145916144,30.58,0.000146486877781646
"Down","Gohir.A01G093900",-1.0776,0.0265861460688359,273.37,0.000155330297045981
"NS","Gohir.A03G063600",-0.5108,0.0265861460688359,68.8,0.000155536204071524
"NS","Gohir.A03G064800",0.9541,0.0265861460688359,119.75,0.000152143516343779
"Up","Gohir.A06G077400",1.0662,0.0265861460688359,15.46,0.0001521388139154
"Down","Gohir.A07G012600",-1.0482,0.0265861460688359,65.5,0.000152471352788804
"Up","Gohir.D04G007500",1.0586,0.0265861460688359,96.22,0.000155438860830959
"Down","Gohir.D10G254700",-1.0765,0.0265861460688359,619.3,0.000155174382403362
"Down","Gohir.D11G106932",-1.0315,0.0265861460688359,18.15,0.00015475329098649
"Down","Gohir.D13G202300",-1.0589,0.0265861460688359,322.64,0.000153586010812409
"Down","Gohir.A08G025400",-1.0062,0.0267498238003415,2458.16,0.000157819981767012
"NS","Gohir.D13G185500",-0.9252,0.0267498238003415,76.74,0.000157727883532129
"Down","Gohir.A02G034600",-1.058,0.0269622060768031,258.02,0.000159741379582448
"Down","Gohir.A05G202900",-1.0333,0.0271142576138687,47.85,0.000162292397142258
"NS","Gohir.A07G149400",-0.9932,0.0271142576138687,91.93,0.000161998967318646
"Down","Gohir.D04G141700",-1.0207,0.0271142576138687,146.72,0.000163330803177246
"Down","Gohir.D05G217500",-1.0547,0.0271142576138687,218.8,0.000163110667532098
"Down","Gohir.D09G146600",-1.0489,0.0272422651913526,36.18,0.000164777211370601
"NS","Gohir.D13G132200",-0.9411,0.0272904430173622,217.21,0.000165745129877385
"Down","Gohir.D11G348600",-1.0602,0.0274253831416771,30.81,0.000167244527834719
"NS","Gohir.D13G020500",-0.6823,0.0280367654677569,302.72,0.000171667850038075
"Up","Gohir.A01G142800",1.0003,0.0283993354861044,38.54,0.000174591849294841
"NS","Gohir.A10G079700",-0.9997,0.0291198693723003,84.42,0.000179902001868265
"NS","Gohir.A11G040900",-0.7317,0.0291198693723003,78.11,0.000181187090045795
"Up","Gohir.D09G244300",1.0105,0.0291198693723003,160.98,0.000180533582598755
"Down","Gohir.D01G163700",-1.0343,0.0291215709644891,190.96,0.000181919580640834
"Down","Gohir.D09G012300",-1.0087,0.0292426453964262,91.65,0.000183400825118885
"NS","Gohir.A01G207800",-0.7368,0.0297530825805438,770.1,0.000190289918338629
"NS","Gohir.A04G057500",-0.7927,0.0297530825805438,248.72,0.000188974082142222
"NS","Gohir.D01G019400",0.6602,0.0297530825805438,133.94,0.0001901214452367
"NS","Gohir.D09G056200",-0.7715,0.0297530825805438,170.68,0.000187784790821987
"NS","Gohir.D11G019900",-0.809,0.0297530825805438,123.69,0.000189518485682766
"NS","Gohir.D02G023100",-0.9723,0.0301230004188347,20.99,0.000193783209579881
"NS","Gohir.D03G048100",-0.9778,0.0301230004188347,911.95,0.000194149234231458
"Up","Gohir.A05G023100",1.0082,0.0303486946569636,29.36,0.000197108527519198
"NS","Gohir.A06G099700",0.8635,0.0303486946569636,54.09,0.000196872748059296
"NS","Gohir.D07G231000",-0.7131,0.0308354599748065,73.43,0.000201034357297326
"NS","Gohir.A11G164000",0.8397,0.0311752794631611,81.99,0.000204753164431558
"NS","Gohir.D11G063100",-0.8574,0.0311752794631611,347.95,0.000204795464991019
"Down","Gohir.D05G362300",-1.0135,0.0314277007717655,59.7,0.000207232731910997
"NS","Gohir.D12G273300",-0.8056,0.0318245284766466,89.96,0.000210638302014493
"NS","Gohir.D09G221300",-0.8109,0.0318412175411157,226.06,0.000211538083813064
"Up","Gohir.A12G074200",1.002,0.0319205106281214,17.27,0.000212856156642654
"NS","Gohir.A07G013800",-0.8149,0.0322564359296049,141.63,0.000215895827986944
"NS","Gohir.A06G087000",0.8742,0.0325924888000819,59.78,0.000218953011026827
"NS","Gohir.A03G016300",-0.8488,0.032782102352877,86.93,0.000221852105660273
"NS","Gohir.A04G032900",-0.8585,0.032782102352877,54.68,0.000221319653874152
"NS","Gohir.D06G008000",-0.9959,0.0332819917636028,119.65,0.000226060132454813
"NS","Gohir.A11G102400",-0.9426,0.0334072341655129,23.12,0.000227738953780765
"NS","Gohir.A05G098500",-0.9918,0.0335403624508584,69.39,0.000231003204199257
"NS","Gohir.D08G033500",-0.9839,0.0335403624508584,291.48,0.000230956502531273
"NS","Gohir.D11G150500",-0.5979,0.0335403624508584,216.03,0.000231140822046074
"NS","Gohir.A05G015800",-0.9268,0.0337205460511357,937.75,0.000233218451865812
"NS","Gohir.D08G114100",-0.8328,0.0341234320772143,107.53,0.000236850792801685
"NS","Gohir.A03G000200",0.4723,0.0343600799476315,347.23,0.000241048652086756
"NS","Gohir.A03G122900",-0.8077,0.0343600799476315,134.99,0.000240897939842823
"NS","Gohir.A07G148000",0.7833,0.0343600799476315,97.39,0.000240582600300967
"NS","Gohir.A01G228400",-0.9157,0.03490675055775,34.61,0.000246096315585422
"NS","Gohir.A07G005900",-0.9576,0.03490675055775,57.97,0.000247479689130305
"NS","Gohir.D06G166300",-0.979,0.03490675055775,73.52,0.000246731172646116
"NS","Gohir.A09G213666",-0.9535,0.035008728801814,590.35,0.000249070529650982
"NS","Gohir.A13G019900",-0.5713,0.0350797149066311,378.6,0.000250445163438517
"NS","Gohir.A13G179600",-0.7777,0.0353779321174095,174.78,0.000253451224143067
"NS","Gohir.A13G221900",-0.9216,0.0354164169435872,224.96,0.000254993559459308
"NS","Gohir.D01G126000",0.9686,0.0354164169435872,46.78,0.000255482829216259
"NS","Gohir.D01G020900",-0.9297,0.0356105184891112,1630.81,0.000257765775875569
"NS","Gohir.A10G097700",-0.9234,0.0359494309831239,47.09,0.000261110145712823
"NS","Gohir.A11G256500",-0.6445,0.0360361755054747,238.75,0.000262633505171283
"NS","Gohir.A05G243200",0.7442,0.0360424073010673,187.36,0.000264904111532925
"NS","Gohir.A05G347300",-0.9492,0.0360424073010673,28.51,0.000264492786775208
"NS","Gohir.A09G234200",-0.7366,0.0360424073010673,146.37,0.000266288544622097
"NS","Gohir.D01G062066",-0.8238,0.0360424073010673,594.51,0.000268933182886
"NS","Gohir.D04G037900",0.6004,0.0360424073010673,97.04,0.000268071150679303
"NS","Gohir.D04G120100",-0.7618,0.0360424073010673,77.15,0.000266451928228722
"NS","Gohir.D09G023700",-0.4609,0.0360424073010673,43.63,0.00026722110421664
"NS","Gohir.A13G161400",-0.5274,0.0362552856464834,295.6,0.00027155466959594
"NS","Gohir.D01G157600",-0.9603,0.0362552856464834,317,0.000272343413676429
"NS","Gohir.D05G320000",0.5069,0.0362552856464834,507.74,0.000273217819447966
"NS","Gohir.A09G097300",0.9583,0.0363148814804394,17.47,0.000275145737082535
"NS","Gohir.D01G212600",-0.9584,0.0363148814804394,668.66,0.000275467370674627
"NS","Gohir.D06G011000",-0.3816,0.0363840746775807,34.04,0.00027689417268263
"NS","Gohir.A05G134400",0.8616,0.036964325692128,46.76,0.000283139210035189
"NS","Gohir.A11G206200",-0.8045,0.036964325692128,232.32,0.000284059022423393
"NS","Gohir.D09G068600",-0.8742,0.036964325692128,39.78,0.000283395166576954
"NS","Gohir.A06G026700",-0.8427,0.0370679593247162,140.39,0.000288530967475481
"NS","Gohir.D02G193700",-0.8976,0.0370679593247162,761.73,0.000286826459320113
"NS","Gohir.D05G252500",-0.7184,0.0370679593247162,97.52,0.000285953675267666
"NS","Gohir.D09G241700",-0.9285,0.0370679593247162,41.03,0.000288009487847037
"NS","Gohir.A01G223300",-0.9404,0.0376965110269713,1005.05,0.000303990017212456
"NS","Gohir.A03G071200",0.9073,0.0376965110269713,43.55,0.000302833520469463
"NS","Gohir.A05G113600",-0.6755,0.0376965110269713,155.49,0.000303105553768112
