"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","baseMean","pvalue"
"Down","Gohir.A05G318401",-16.2906,4.87116275237881e-05,119.15,1.00935821640672e-09
"Down","Gohir.A08G036400",-3.139,0.00184703335004846,89.86,7.65451036074785e-08
"Down","Gohir.A03G067800",-2.0304,0.00603453156001853,145.65,6.25210480731303e-07
"Down","Gohir.A05G202900",-2.0945,0.00603453156001853,47.85,5.31788585896585e-07
"Down","Gohir.D08G163900",-2.8208,0.00603453156001853,35.92,4.54894173762969e-07
"Down","Gohir.D03G044100",-2.5499,0.00657589885220351,600.6,8.93791597637353e-07
"Down","Gohir.D05G262900",-2.2681,0.00657589885220351,165.66,1.12294025006572e-06
"Down","Gohir.D08G047100",-2.5317,0.00657589885220351,26.05,1.05108967869676e-06
"Down","Gohir.D09G121266",-2.5864,0.00657589885220351,31.09,1.22633836862477e-06
"Down","Gohir.D05G178300",-1.492,0.0074069073813366,215.35,1.53479224644356e-06
"Down","Gohir.D04G131100",-1.8172,0.00899396683641516,148.81,2.0500131620507e-06
"Down","Gohir.A01G047100",-1.266,0.011357323604773,417.92,2.9863899663727e-06
"Down","Gohir.D13G208600",-2.1355,0.011357323604773,39.6,3.05937022092932e-06
"Up","Gohir.A05G182300",1.252,0.0114348413130916,75.31,3.78574978017538e-06
"Down","Gohir.A07G102700",-2.0141,0.0114348413130916,95.52,3.92437110357772e-06
"Down","Gohir.A12G178000",-2.2566,0.0114348413130916,42.75,4.02802118364188e-06
"Down","Gohir.D03G028000",-2.2966,0.0114348413130916,35.52,3.39860712461852e-06
"Down","Gohir.D04G027100",-2.1986,0.0132608899488606,29.6,4.94604266637984e-06
"Down","Gohir.D01G037800",-1.6206,0.0151425978591606,692.51,5.96165270045693e-06
"Down","Gohir.A05G008900",-1.7935,0.0163532162442637,87.6,7.67729357103725e-06
"Down","Gohir.A06G103900",-1.9972,0.0163532162442637,34.52,8.13255677294505e-06
"Down","Gohir.A09G162100",-1.4499,0.0163532162442637,359.1,7.78930263617684e-06
"Down","Gohir.D01G066900",-1.5499,0.0163532162442637,257.39,7.98320790515102e-06
"Down","Gohir.D07G161900",-1.8852,0.0163532162442637,21.83,7.91347569351062e-06
"Down","Gohir.D11G199800",-1.885,0.0185441721771875,8.5,9.60638840509093e-06
"Down","Gohir.D04G086700",-1.6555,0.0209707460806691,656.04,1.12979568607003e-05
"Down","Gohir.D07G210800",-1.2847,0.0218002591171498,179.42,1.21965809399719e-05
"Down","Gohir.D06G041400",-1.1962,0.0280082308171448,178.7,1.62501131968515e-05
