"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","baseMean","pvalue"
"NS","Gohir.D07G102200",0.8514,6.33579399892031e-05,138.18,5.64523708979638e-08
"Up","Gohir.A09G038200",1.7497,7.42161079729762e-05,19.96,6.76649140242634e-08
"NS","Gohir.D10G129900",-0.8723,7.45023538877781e-05,309.33,6.94696627631582e-08
"NS","Gohir.A05G196000",0.8323,7.9872493572251e-05,100.21,7.61320908479807e-08
"Down","Gohir.D02G142600",-5.2093,9.19729603339347e-05,561.01,8.95716770761486e-08
"NS","Gohir.A01G092800",0.7568,9.4474785327206e-05,135.64,9.39658038894714e-08
"Down","Gohir.D11G261700",-4.2978,0.000107509553287278,102.19,1.09158062807224e-07
"Down","Gohir.A07G054800",-2.7181,0.000107986204670251,38.5,1.16597419947699e-07
"Down","Gohir.D02G142300",-1.0253,0.000107986204670251,193.06,1.17073937065091e-07
"Up","Gohir.D06G040500",3.2771,0.000107986204670251,36.2,1.17314703674923e-07
"Down","Gohir.D12G116900",-2.5235,0.000107986204670251,32.83,1.18592392198991e-07
"Down","Gohir.A02G132100",-1.7557,0.000118384715890356,47.75,1.32465285082454e-07
"Down","Gohir.A07G121400",-1.1203,0.000157130738003889,101.34,1.79075644223247e-07
"Down","Gohir.A09G007700",-1.9015,0.000191645792429875,75.37,2.22382187651741e-07
"Down","Gohir.A05G200100",-1.2502,0.000210974428024381,242.09,2.49182395304387e-07
"NS","Gohir.A02G075100",-0.937,0.000222001083804213,118.87,2.70292419050438e-07
"Down","Gohir.D07G059200",-1.7744,0.000222001083804213,74.75,2.71406215177135e-07
"NS","Gohir.D09G128700",0.811,0.000229531422054745,137.74,2.89958111375988e-07
"Up","Gohir.D11G222600",1.0357,0.000229531422054745,214.55,2.90124673546196e-07
"Down","Gohir.D04G129100",-1.9203,0.000246784135674961,718.93,3.22159149347752e-07
"NS","Gohir.D05G258700",0.6267,0.000246784135674961,495.98,3.19568706499465e-07
"Down","Gohir.A01G114800",-2.2693,0.000247827349808689,619.04,3.47730217852026e-07
"Down","Gohir.A08G118200",-2.1089,0.000247827349808689,47.55,3.35512317845121e-07
"Down","Gohir.D02G018600",-2.6153,0.000247827349808689,30.14,3.491972604018e-07
"Down","Gohir.D05G316600",-1.1372,0.000247827349808689,173.2,3.40537984548304e-07
"Down","Gohir.D07G059100",-1.4421,0.000247827349808689,106.55,3.31082596982315e-07
"Up","Gohir.D03G016200",1.0183,0.000250797371981214,206.76,3.58578919741065e-07
"NS","Gohir.A04G010000",0.7376,0.000255434508922321,428.25,3.70501774234614e-07
"Down","Gohir.A03G135900",-1.3939,0.000270623531840578,173.82,4.07948408954611e-07
"Down","Gohir.A05G231000",-1.4717,0.000270623531840578,155.6,4.09355943314591e-07
"Down","Gohir.D10G112100",-1.3281,0.000270623531840578,140.82,4.08717036234599e-07
"NS","Gohir.D05G199100",0.8169,0.000272007071195124,132.74,4.17085024211338e-07
"Down","Gohir.D07G125700",-1.1597,0.00027589874627152,67.11,4.28769290724492e-07
"NS","Gohir.A01G025100",0.7042,0.000291103812925967,240.87,4.58431201458216e-07
"Down","Gohir.D08G098100",-2.054,0.000312110176083115,147.75,4.97979352639864e-07
"Down","Gohir.A10G011400",-1.5404,0.000317222027475698,55.13,5.12708622940415e-07
"NS","Gohir.D06G087500",0.9658,0.00032176541864767,137.7,5.2671918924919e-07
"Down","Gohir.D08G066000",-2.7215,0.000335186732028415,22.06,5.55634864531148e-07
"Up","Gohir.D11G051900",1.4203,0.000339622835317777,111.8,5.70025894337753e-07
"Up","Gohir.A08G221600",1.1214,0.000341251372927714,114.13,5.79830347701462e-07
"NS","Gohir.A02G073900",-0.9796,0.000361946920139355,303.84,6.24336455668378e-07
"Down","Gohir.D03G164800",-2.1191,0.000361946920139355,19.99,6.34648560862816e-07
"Down","Gohir.D11G142800",-2.7121,0.000361946920139355,78.49,6.37494575463017e-07
"NS","Gohir.D03G112600",0.6988,0.000362922899491071,489.15,6.46733720601577e-07
"Down","Gohir.D08G102300",-4.0999,0.000365597437295678,42.86,6.59075363545875e-07
"NS","Gohir.D01G077300",0.7978,0.000374083080825198,127.39,6.82124142408153e-07
"Down","Gohir.D13G001600",-2.7047,0.000382034522868279,97.42,7.04539422612449e-07
"Down","Gohir.A11G014700",-1.7929,0.000398088403402445,117.27,7.42394453092002e-07
"Down","Gohir.D03G043400",-1.6883,0.000398179798116634,40.04,7.50815616009402e-07
"Down","Gohir.A12G252300",-1.0663,0.000473606356050458,338.83,9.12668692761968e-07
"Down","Gohir.D04G054900",-1.7779,0.000473606356050458,28.32,9.03239170568859e-07
"NS","Gohir.D12G261400",-0.9841,0.000478356870891334,389.98,9.31735305921785e-07
"Down","Gohir.A01G172100",-2.4346,0.000482241560788932,223.76,9.59286983749223e-07
"NS","Gohir.D10G013500",0.8342,0.000482241560788932,1397.03,9.53187501092342e-07
"Up","Gohir.D12G106200",2.1731,0.000502455251993473,53.74,1.01218827487464e-06
"Down","Gohir.D12G173800",-2.2096,0.000502455251993473,729.27,1.02031940935268e-06
"Up","Gohir.D03G110600",1.2262,0.000553491229162487,47.16,1.13542543901961e-06
"Up","Gohir.D09G049200",1.1135,0.000566364667672119,101.94,1.17356955588918e-06
"NS","Gohir.A05G205600",-0.7275,0.000579715285985575,110.53,1.2132458326677e-06
"Down","Gohir.D06G217400",-3.9756,0.000582644506405017,23.36,1.23144922613576e-06
"NS","Gohir.A08G215700",0.4733,0.000717507893592338,517.42,1.53135750186512e-06
"Down","Gohir.A06G159300",-1.2507,0.000734236761629356,269.98,1.59677111732242e-06
"Down","Gohir.A13G043900",-1.8576,0.000734236761629356,86.51,1.5974898460647e-06
"Down","Gohir.A04G122100",-4.0156,0.000735863493639086,1393.41,1.61627704777752e-06
"NS","Gohir.D12G245300",0.7761,0.00074839755434319,170.85,1.6593149257091e-06
"NS","Gohir.A10G023800",0.9456,0.00076681399754961,326.21,1.71603629787314e-06
"Down","Gohir.D10G207000",-3.9445,0.000823122609483873,172.43,1.85910411176424e-06
"Down","Gohir.A03G216400",-1.8715,0.000902409091474542,62.14,2.05687940452133e-06
"NS","Gohir.A10G136800",-0.5925,0.00092783284181876,489.58,2.1532796992064e-06
"NS","Gohir.D02G054800",0.5946,0.00092783284181876,2148.24,2.13602301388452e-06
"NS","Gohir.D09G165100",0.7908,0.000978827526121995,129.5,2.29190862933662e-06
"Down","Gohir.D08G145000",-3.0277,0.000986508573005534,13.83,2.3303352118241e-06
"NS","Gohir.A07G098300",0.9052,0.00098935979143443,75.82,2.35757099077827e-06
"Down","Gohir.A03G068200",-3.7299,0.00100288630933572,5.67,2.41058458108047e-06
"Down","Gohir.D08G212000",-1.5782,0.00103162469508368,70.35,2.50103790561107e-06
"NS","Gohir.A06G196600",0.9075,0.00106866437252909,242.56,2.61297960958211e-06
"Up","Gohir.D05G102300",1.4981,0.00108913162656466,21.77,2.68559186823859e-06
"NS","Gohir.D12G176000",0.4986,0.00113031445066791,274.22,2.81056224782737e-06
"Down","Gohir.A10G169600",-3.612,0.00114316640460123,45.02,2.86620669201717e-06
"NS","Gohir.D12G260100",0.8561,0.00116410132037879,57.74,2.94281726245778e-06
"NS","Gohir.D11G319700",-0.7707,0.00117668513610964,346.44,2.99901101826535e-06
"Down","Gohir.A05G405000",-1.1564,0.0012059948229453,168.01,3.14524022535442e-06
"Down","Gohir.D10G209100",-1.103,0.0012059948229453,196.99,3.14868105451943e-06
"Down","Gohir.D12G156600",-1.6689,0.0012059948229453,279.36,3.10387955034862e-06
"Down","Gohir.D11G162900",-1.6582,0.00125311922893411,230.46,3.29768218140555e-06
"NS","Gohir.D02G037500",0.6384,0.00129304151666377,140.94,3.4379292124048e-06
"NS","Gohir.D02G219600",-0.7139,0.00129304151666377,223.96,3.50991377295802e-06
"Down","Gohir.D08G062700",-1.2821,0.00129304151666377,50.39,3.49997000177565e-06
"Down","Gohir.D11G014800",-1.4487,0.00129304151666377,86.13,3.47542937271082e-06
"NS","Gohir.A02G101300",-0.621,0.00130854702639958,571.19,3.64813283273418e-06
"Down","Gohir.D05G291800",-1.1123,0.00130854702639958,415.02,3.58982916221462e-06
"NS","Gohir.D07G057600",0.9041,0.00130854702639958,173.67,3.63515290352769e-06
"Down","Gohir.D11G069900",-1.1311,0.00130854702639958,193.67,3.66046101458648e-06
"Down","Gohir.D07G073800",-1.1141,0.00133392472050123,165.87,3.79890387665088e-06
"Down","Gohir.D08G012900",-1.2791,0.00133392472050123,139.85,3.81437238767446e-06
"NS","Gohir.D12G235475",0.6682,0.00133392472050123,152.85,3.81191617352395e-06
"Up","Gohir.D10G109300",2.0676,0.00134077450787315,21.83,3.87067247074853e-06
"Down","Gohir.D12G037500",-2.9214,0.00134077450787315,374.13,3.88952405930878e-06
"Down","Gohir.A05G076700",-1.981,0.00135269050303365,440.58,3.95212103041327e-06
"NS","Gohir.A02G072700",-0.6246,0.00139452248688103,84.73,4.10323649268765e-06
"NS","Gohir.D02G085200",0.8918,0.00141472436041097,55.48,4.19199302815517e-06
"Down","Gohir.A01G220600",-1.7448,0.00145998384464448,20.16,4.39566338024498e-06
"NS","Gohir.A07G144200",0.7579,0.00145998384464448,181.8,4.37407036665893e-06
"NS","Gohir.A08G009900",0.4767,0.00145998384464448,260.48,4.44116381558966e-06
"Down","Gohir.A13G216600",-3.559,0.00145998384464448,7.01,4.4471120008856e-06
"NS","Gohir.D06G084000",0.821,0.00147709499305782,286.33,4.52983959744214e-06
"Down","Gohir.A05G064700",-1.6066,0.00149339143771822,58.39,4.6107609660177e-06
"NS","Gohir.D02G037600",0.6765,0.0015182457960226,205.73,4.78187652290582e-06
"Down","Gohir.D03G080400",-2.9467,0.0015182457960226,51.5,4.73853558435194e-06
"NS","Gohir.D04G056100",0.6032,0.0015182457960226,629.33,4.75867053495503e-06
"Down","Gohir.D07G095500",-3.4995,0.00152307487107247,20.01,4.82864598578715e-06
"Down","Gohir.D07G125100",-2.3989,0.00154478104453209,324.05,4.92947121545675e-06
"Down","Gohir.A08G158000",-2.6874,0.00154912651283965,14.97,5.00753700793589e-06
"NS","Gohir.D05G202600",-0.6299,0.00154912651283965,129.5,4.9834615545601e-06
"Down","Gohir.A07G123400",-1.0226,0.00156692670802496,96.46,5.09754440861827e-06
"Down","Gohir.D09G233200",-1.1057,0.00160935339928834,163.04,5.2689149831653e-06
"NS","Gohir.A05G235200",0.8987,0.00163802455595968,123.76,5.43066574706898e-06
"Down","Gohir.A06G110404",-1.0737,0.00163802455595968,57.54,5.41699892679992e-06
"Down","Gohir.A08G175300",-1.825,0.00168614672384248,49.61,5.62514758679318e-06
"Up","Gohir.D12G194700",1.2136,0.00170390390044382,31.55,5.71969398822832e-06
"Down","Gohir.A10G049400",-1.8598,0.001755806828804,37.21,5.93030487142668e-06
"Down","Gohir.D01G209600",-1.7727,0.00176879995427306,26.55,6.01084112102739e-06
"Down","Gohir.A11G017200",-3.3845,0.00185334683157371,8.75,6.38494631279153e-06
"Up","Gohir.A13G036200",1.1624,0.00185334683157371,137.24,6.41336346607563e-06
"NS","Gohir.D09G064300",0.8598,0.00185334683157371,166.67,6.38270132120141e-06
"NS","Gohir.A13G056600",0.595,0.00187049849191635,127.67,6.51643010325147e-06
"Down","Gohir.D01G037800",-1.1017,0.00187049849191635,692.51,6.55023301147663e-06
"NS","Gohir.A02G049700",0.5605,0.0019143616982852,2669.4,6.86250670955948e-06
"NS","Gohir.A03G168600",0.9941,0.0019143616982852,39.73,6.82909906621796e-06
"NS","Gohir.A03G198300",-0.7054,0.0019143616982852,107.31,6.81947594842549e-06
"NS","Gohir.D07G111200",0.8844,0.0019143616982852,219.45,6.74476344284853e-06
"Down","Gohir.A03G158100",-3.3231,0.00197526215351411,284.38,7.24211203332668e-06
"Down","Gohir.A04G086200",-1.2224,0.00197526215351411,160.74,7.19740484631045e-06
"NS","Gohir.A13G009800",0.5432,0.00197526215351411,787.92,7.24453794388722e-06
"Down","Gohir.D04G048900",-3.0006,0.00197526215351411,78.12,7.17096251843656e-06
"NS","Gohir.D11G027100",-0.9876,0.00197878702590805,278.61,7.29846851661073e-06
"Down","Gohir.D05G296700",-2.0267,0.00199503212889335,478.9,7.39972546771464e-06
"NS","Gohir.D09G017825",-0.89,0.00220242447240564,72.84,8.21459604295513e-06
"Down","Gohir.A11G251300",-3.2503,0.0022223659743747,109.3,8.38107350468703e-06
"NS","Gohir.D05G055900",-0.8915,0.0022223659743747,110.09,8.37578908432908e-06
"NS","Gohir.A01G210200",0.7872,0.00228216382650914,65.24,8.70116336671532e-06
"Down","Gohir.D10G032600",-1.5283,0.00228216382650914,41.43,8.6674774010735e-06
"NS","Gohir.A10G223000",0.7368,0.00229010462158625,312.83,8.83108748734975e-06
"Down","Gohir.A12G233900",-2.1787,0.00229010462158625,17.13,8.85472436500986e-06
"Down","Gohir.A13G235400",-3.2108,0.00229010462158625,7.82,8.92125298089962e-06
"NS","Gohir.D05G117000",-0.7967,0.00229010462158625,179.81,8.88040987923209e-06
"Down","Gohir.A11G033600",-1.4713,0.00230367839401655,287.7,9.021865239725e-06
"NS","Gohir.A04G101400",-0.9877,0.00234139235580063,429.95,9.36092041735448e-06
"Down","Gohir.A05G140400",-1.8435,0.00234139235580063,18.88,9.35872241080535e-06
"NS","Gohir.A06G115100",0.6439,0.00234139235580063,177.75,9.36362877475181e-06
"Up","Gohir.D12G052800",2.7976,0.00234139235580063,36.29,9.2932600947084e-06
"Down","Gohir.D12G023500",-1.4299,0.00236661128979825,59.26,9.51352238335805e-06
"NS","Gohir.D13G153300",-0.5128,0.00242165257266454,195.86,9.78496170057159e-06
"NS","Gohir.D01G202200",0.6712,0.00242737903344252,117.36,9.85839806371185e-06
"Down","Gohir.A05G095200",-1.687,0.0024517132617324,110.95,1.01096340465136e-05
"NS","Gohir.D05G221300",-0.721,0.0024517132617324,52.78,1.00240916733272e-05
"Down","Gohir.D13G166500",-1.3132,0.0024517132617324,88.65,1.00700639935364e-05
"NS","Gohir.A11G028700",-0.9831,0.00248040039343742,244.75,1.02793219786051e-05
"NS","Gohir.D11G320500",0.4097,0.00259705566974895,321.92,1.08165808043833e-05
"NS","Gohir.A03G078000",0.5492,0.00265861014895701,731.43,1.11280408224061e-05
"NS","Gohir.D12G234200",-0.9782,0.0026620476231688,511.63,1.11975894633913e-05
"NS","Gohir.D09G059700",-0.6139,0.00266575282415638,126.94,1.12684122695379e-05
"NS","Gohir.D02G069200",0.7818,0.00271724139545307,640.87,1.15707453512295e-05
"Down","Gohir.D03G059100",-1.8651,0.00271724139545307,20.85,1.15986682027214e-05
"Up","Gohir.A10G105000",1.0938,0.00272703499812027,313.93,1.17534869376091e-05
"Down","Gohir.D12G132800",-2.2441,0.00272703499812027,179.2,1.17376612305237e-05
"Down","Gohir.A05G192500",-1.6459,0.00283612568174966,327.34,1.23490881134979e-05
"Up","Gohir.D05G024400",1.1428,0.00283612568174966,23.06,1.24279687110429e-05
"Up","Gohir.D05G384400",1.1839,0.00283612568174966,22.27,1.25762721901042e-05
"NS","Gohir.D08G210600",0.6425,0.00283612568174966,156.54,1.23212082196041e-05
"Down","Gohir.D11G140500",-1.3264,0.00283612568174966,20.31,1.25516402630769e-05
"Up","Gohir.D13G065800",1.2119,0.00283612568174966,430.24,1.24932460776431e-05
"Down","Gohir.D02G063400",-1.5523,0.00287162160366131,701.35,1.28526785410452e-05
"NS","Gohir.D08G253100",0.4992,0.00287162160366131,124.77,1.28508652923334e-05
"Down","Gohir.A01G188300",-3.0065,0.00292754376513046,66.31,1.31636344184275e-05
"NS","Gohir.D12G125600",-0.4572,0.00295382877636644,358.62,1.33430309417299e-05
"NS","Gohir.A02G014500",0.546,0.00295527802633827,508.83,1.34412263386643e-05
"NS","Gohir.D08G232000",0.7722,0.00295527802633827,355.92,1.34720506795362e-05
"Down","Gohir.A10G201300",-1.2237,0.00299633305449802,149.08,1.37212931007887e-05
"Down","Gohir.A02G028900",-2.0903,0.00302083326653642,7.2,1.38961545717546e-05
"Down","Gohir.A03G032100",-1.6272,0.00302083326653642,21.85,1.41681981901766e-05
"NS","Gohir.A04G101000",-0.5023,0.00302083326653642,278.3,1.4209058257434e-05
"NS","Gohir.A10G153500",0.7296,0.00302083326653642,89.58,1.41713311052567e-05
"Up","Gohir.D01G020700",1.1849,0.00302083326653642,195.42,1.41255014717742e-05
"Down","Gohir.D11G240900",-2.8701,0.00302083326653642,273.13,1.41589401326005e-05
"Down","Gohir.A02G051400",-1.4082,0.00308616991384495,170.32,1.45803303016297e-05
"NS","Gohir.A07G195000",-0.8002,0.00308869195780083,101.31,1.46562465465476e-05
"Down","Gohir.D10G056600",-1.9225,0.00309019082755833,496.55,1.47273910140575e-05
"NS","Gohir.D04G189400",-0.751,0.00314924766417434,170.1,1.50741029926289e-05
"Up","Gohir.A01G192250",1.6544,0.00328058778987914,311.91,1.59323224436664e-05
"Down","Gohir.A12G204700",-1.7154,0.00328058778987914,27.98,1.58250040120977e-05
"NS","Gohir.D03G144200",0.672,0.00328058778987914,409.23,1.59746815296643e-05
"Down","Gohir.D03G158600",-1.1458,0.00328058778987914,161.49,1.59378985914885e-05
"NS","Gohir.D13G039000",-0.6481,0.00329821914640073,75.6,1.61288793731988e-05
"NS","Gohir.D10G092000",0.7164,0.00330462007289488,104.29,1.62286563878178e-05
"NS","Gohir.A03G075500",0.9477,0.00330562872863361,173.67,1.6750204202663e-05
"NS","Gohir.A05G077100",0.5917,0.00330562872863361,87.02,1.67815797454462e-05
"NS","Gohir.A05G297100",-0.6763,0.00330562872863361,166.87,1.63041116914927e-05
"Down","Gohir.A08G235000",-1.3142,0.00330562872863361,185.15,1.65733263410619e-05
"NS","Gohir.A13G202900",0.486,0.00330562872863361,157.57,1.66562623974895e-05
"Down","Gohir.D03G153000",-1.2393,0.00330562872863361,73.8,1.66795113713674e-05
"Down","Gohir.D10G055500",-1.0781,0.00330562872863361,727.41,1.63774413790533e-05
"Down","Gohir.D10G213500",-1.1097,0.00330562872863361,160.43,1.66611449785633e-05
"Down","Gohir.A12G170600",-1.7371,0.00334059489083466,605.7,1.70706688536376e-05
"NS","Gohir.D02G232900",0.6309,0.00334059489083466,187.44,1.70975329058467e-05
"Up","Gohir.A11G048300",1.1463,0.00335265409047235,185.02,1.72287238797585e-05
"NS","Gohir.D08G238200",0.8387,0.00340574538332674,154.17,1.75721218493236e-05
"Down","Gohir.D12G208200",-1.2356,0.00341176147794914,84.18,1.76738576354597e-05
"Down","Gohir.A07G139200",-1.538,0.00349665864255526,17.52,1.81861027617358e-05
"Down","Gohir.A05G090400",-1.6196,0.00354404576211081,76.18,1.85059994208853e-05
"Down","Gohir.A05G289700",-1.7427,0.00356782182279539,23.2,1.87040804220314e-05
"Down","Gohir.D07G145400",-2.2161,0.00369348586369622,20.76,1.94393992826117e-05
"Up","Gohir.A05G158400",1.4358,0.00369391871999618,109.31,1.95947615482599e-05
"Down","Gohir.D03G135800",-2.7879,0.00369391871999618,43.19,1.955438773836e-05
"Down","Gohir.A13G231400",-2.7876,0.0037034164660132,9.36,1.98753598155288e-05
"Down","Gohir.D11G264400",-1.5627,0.0037034164660132,85.4,1.98751687334831e-05
"NS","Gohir.D13G062200",0.3973,0.0037034164660132,353.59,1.98421467002106e-05
"Down","Gohir.A02G024200",-2.232,0.00373299982701434,346.97,2.01114785541593e-05
"NS","Gohir.A06G084800",0.6515,0.00373392199540383,178.18,2.04259305177499e-05
"Up","Gohir.A10G168700",1.0615,0.00373392199540383,42.77,2.0294595880582e-05
"Up","Gohir.D10G111700",1.0566,0.00373392199540383,63.33,2.03507249358014e-05
"Down","Gohir.D12G082000",-1.1498,0.00373392199540383,344.95,2.02595335225784e-05
"NS","Gohir.A07G149450",-0.5708,0.00374409156387339,149.49,2.05591434816918e-05
"Down","Gohir.D10G053800",-2.3878,0.00375700443038912,53.15,2.07078984352156e-05
"NS","Gohir.A05G231500",0.5093,0.00378219279518711,295.09,2.09351394456652e-05
"Down","Gohir.D06G039700",-1.552,0.00378219279518711,83.65,2.10034742874046e-05
"NS","Gohir.A11G260000",0.9382,0.00382233942575153,127.11,2.13056217473511e-05
"NS","Gohir.D04G150200",0.6236,0.0038832350181168,237.75,2.17255170926551e-05
"Down","Gohir.D09G093700",-2.2015,0.00394451511060244,22.15,2.21500952128732e-05
"NS","Gohir.D13G126800",0.3889,0.00395125770378667,357.21,2.2269832064442e-05
"Down","Gohir.D09G226300",-2.0021,0.00401949625596192,141.18,2.2737722293361e-05
"Down","Gohir.A03G020800",-2.6048,0.00403022433036448,8.41,2.30284315391813e-05
"NS","Gohir.A08G116500",0.982,0.00403022433036448,47.48,2.30489414666514e-05
"Up","Gohir.D11G091100",1.2242,0.00403022433036448,42.65,2.29301171146981e-05
"NS","Gohir.A09G137900",-0.9825,0.00414834079116748,771.42,2.381041026012e-05
"NS","Gohir.A12G006800",0.5775,0.00433672189158945,75.62,2.50266524171351e-05
"NS","Gohir.D06G027300",-0.4372,0.00433672189158945,192.48,2.50713926181819e-05
"Down","Gohir.A08G194200",-1.3306,0.00436533845077725,83.98,2.540831278139e-05
"Down","Gohir.D05G314600",-2.2079,0.00436533845077725,19.71,2.54177394253711e-05
"NS","Gohir.A07G037000",-0.7266,0.00439766678398247,134.53,2.57882241994828e-05
"Up","Gohir.D04G191300",1.0182,0.00439766678398247,42.04,2.57375777906361e-05
"NS","Gohir.D07G139200",0.7474,0.00440196718653181,51.69,2.59046556356203e-05
"NS","Gohir.A10G211500",-0.9729,0.0044063787700656,280.99,2.60219218704661e-05
"NS","Gohir.A09G043000",-0.7398,0.00441499504041279,137.57,2.61642888843361e-05
"Down","Gohir.D06G011100",-1.6516,0.00447966903924157,22.76,2.66403857078809e-05
"Down","Gohir.A09G094100",-2.4882,0.00449914419420096,24.9,2.69426579387501e-05
"Down","Gohir.D06G165200",-1.2144,0.00449914419420096,217.03,2.69195874813527e-05
"Down","Gohir.D01G102320",-1.0171,0.00452598718294828,348.98,2.71971877964153e-05
"NS","Gohir.A01G104900",-0.7343,0.00452642028438324,161.01,2.72935827342628e-05
"Down","Gohir.D13G237000",-2.4855,0.0045878201339942,6.41,2.77588785562848e-05
"Down","Gohir.D07G231600",-1.2922,0.00471149017533983,27.37,2.86047787271979e-05
"Down","Gohir.D10G002900",-2.0347,0.00472618760600604,25.15,2.8791942730331e-05
"Down","Gohir.D08G184900",-1.0741,0.00474885478461184,147.8,2.90284326867073e-05
"NS","Gohir.D04G056000",0.9201,0.00483045253421684,39.94,2.96273093685906e-05
"Up","Gohir.D04G031800",1.5434,0.00483311778557785,31.73,2.97530288117465e-05
"NS","Gohir.D12G033700",0.4575,0.00483311778557785,413.12,2.98439515147576e-05
"NS","Gohir.A13G162400",-0.4872,0.00485166031848769,328.05,3.00589812521305e-05
"Down","Gohir.A05G275700",-2.3543,0.00490311858111913,118.37,3.04793944122615e-05
"NS","Gohir.A10G126550",0.7862,0.00495038852773692,88.12,3.1080972314635e-05
"Down","Gohir.A11G321300",-1.2428,0.00495038852773692,371.51,3.10355008845747e-05
"NS","Gohir.D11G302500",0.4896,0.00495038852773692,470.72,3.09651254560595e-05
"Up","Gohir.D02G225700",1.1718,0.00505843677546589,40.31,3.18641686643521e-05
"Down","Gohir.A02G057600",-1.5873,0.00513807896011132,835.22,3.24723183347276e-05
"NS","Gohir.A01G228400",0.964,0.00517501673330862,34.61,3.28129946206473e-05
"Up","Gohir.A06G089500",1.3225,0.00521986470598054,38.04,3.36490718411927e-05
"NS","Gohir.A07G001500",0.5404,0.00521986470598054,243.69,3.36015070948047e-05
"NS","Gohir.A07G169878",-0.9704,0.00521986470598054,251.32,3.33606447189747e-05
"Down","Gohir.A12G073300",-2.5099,0.00521986470598054,27.68,3.37769879158055e-05
