"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","A68RootFlight","A68RootFlight1","A68RootFlight2","A68RootFlight3","A68RootGround","A68RootGround1","A68RootGround2","A68RootGround3","A68ShootFlight","A68ShootFlight1","A68ShootFlight2","A68ShootFlight3","A68ShootGround","A68ShootGround1","A68ShootGround2","A68ShootGround3","D130RootFlight","D130RootFlight1","D130RootFlight2","D130RootFlight3","D130RootGround","D130RootGround1","D130RootGround2","D130RootGround3","D130ShootFlight","D130ShootFlight1","D130ShootFlight2","D130ShootFlight3","D130ShootGround","D130ShootGround1","D130ShootGround2","D130ShootGround3","WTRootFlight","WTRootFlight1","WTRootFlight2","WTRootFlight3","WTRootGround","WTRootGround1","WTRootGround2","WTRootGround3","WTShootFlight","WTShootFlight1","WTShootFlight2","WTShootFlight3","WTShootGround","WTShootGround1","WTShootGround2","WTShootGround3"
"Up","GOHIR.A11G130266",4.37206511750073,"8.74e-02","GOHIR.A11G130266","A11","protein_coding",0.895275372168405,2.85576505212191,2.79048905942438,2.63313681262929,2.70600572853506,0.423368920946702,2.4421827410001,3.13955011487277,2.171934314434,1.97219887063086,1.88102010549568,2.84708411747498,1.52687077540415,1.22973983910312,1.42491786166825,2.87001615290508,1.9885782954657,2.54688039783301,2.62511629006798,2.06687241861316,0.502968938438227,2.96131922768438,2.9935947237244,2.88704074985742,1.88213189225528,2.30485149367046,2.78509214157697,1.84030542297615,0.884988739218686,2.54475554901235,2.87169101302447,3.20130112468023,0.501384173759463,0.551766176193616,0.411839906214964,0.424038751853144,2.95552926670772,0.399668665591784,0.434244867145731,2.70154226071392,1.77404133451994,0.737260685307682,0.725564181583958,1.4723124669532,2.80089856881197,0.841512756169309,0.773152462229798,2.67736748644188
"Up","GOHIR.D03G006000",2.43787340248416,"4.24e-02","GOHIR.D03G006000","D03","protein_coding",1.79060066001249,1.48466470188652,2.85096564488203,2.01663819103906,1.16625759880361,2.09704165899794,1.15731904244553,1.29875839476324,3.95266581888198,2.34983541533732,4.74894780377378,4.83242338504838,2.14441848643732,3.29877522293136,4.51699026638072,2.86024905327129,4.02155642089037,3.91845055628893,4.01447647729634,3.84007545505643,4.30415372461027,4.52989523299185,4.10856838700554,3.85531497946237,4.45893267900155,4.62470176449228,4.70985144646356,4.22073912424969,4.27991558230271,4.72305859742111,4.70809581568939,4.86416937339135,2.27372170028503,1.23758242418165,1.40590422681952,1.42710308723144,3.17054091872443,2.19623352873908,2.12188725991996,2.36287929837822,3.62009232861586,3.52100515406608,4.13638447029627,3.25009596394668,4.3758410399905,4.31604259680554,3.98307023069568,4.13402856889634
"Up","GOHIR.D13G084800",2.10580578668309,"9.89e-02","GOHIR.D13G084800","D13","protein_coding",5.32559905404606,6.00619953531409,6.1107889419027,6.54581687888872,2.8750912991959,2.67447957593218,4.17682641509671,3.62299180603957,1.37636467168955,1.36494176853857,1.69219787386343,2.12531345950942,1.40062477862786,1.46252223954447,1.65405376135703,1.72521098544864,6.25877959763229,5.88477787487999,6.14081512745541,7.14775726766891,5.39192384201031,4.85347283604246,4.83533949679311,5.6611971892693,1.46200525443413,2.46903747885121,2.19482132496325,1.27045081731574,1.74859423411704,1.62704268852717,1.41603798819126,2.20311433438998,6.3143131508827,6.45542035667722,6.07407163396754,5.90604913546125,6.00158045848745,5.75652494709876,4.96415034792132,4.49096088285255,2.83259528278075,1.52837435708219,2.34559986125612,1.69989262027403,1.82427919222871,1.68382425905922,1.58195157193087,1.71437302598829
"Up","GOHIR.A07G005700",2.03665279452226,"5.94e-02","GOHIR.A07G005700","A07","protein_coding",3.04415029547655,2.21552231224315,3.09315267137133,2.95984469347945,2.72576546124121,2.99653995747426,2.70945776571138,2.121388002588,2.92465087137825,4.63804489443616,4.00875328622251,3.78191729620945,4.3437248364091,4.65480076643208,3.84698365468137,3.96874700510896,2.97277490504713,2.92213863107635,3.24426157381034,3.56789911394675,2.9503009108386,3.14302719670913,1.88931011103334,3.15321384369946,3.61483932677943,3.53802138067577,4.54633934037716,4.48848209737932,4.28091365180379,4.80629086298627,4.13734977977829,3.39639828921531,2.84514757394815,2.2295739756827,1.73496165920788,2.54478929047948,3.71908878179164,3.00345790199766,3.34799886003246,3.03644399558891,2.71505589721553,2.01178538225542,2.79818226536468,3.43142313782085,4.92929988812879,4.9948922796304,3.98770785106464,3.28968257270348
"Up","GOHIR.A05G026100",1.98940800773295,"8.54e-02","GOHIR.A05G026100","A05","protein_coding",2.70857357466888,1.96497192720466,2.17730602848746,1.99268172118373,2.23814842401225,2.93953391351038,2.03563586621955,2.05471355217049,5.04939275217441,4.30990233703921,3.75177616942765,4.39503195695639,3.61952533673162,2.84273269248271,3.57163807868661,3.69029900500771,2.91391174746066,3.06158513176159,2.46730872389106,2.82510659197664,2.78961104677542,2.08359212145478,2.68107249656785,2.79466158594848,3.87101421026805,3.48140424594044,4.65647615647918,4.1718181469207,3.45082007379951,4.16362623733568,4.48222114189345,3.33741812794442,1.16048683284634,1.92418229769031,2.19970380249051,2.68965088696594,4.11112716486896,3.39824141228676,3.1749115056105,2.6235923640885,2.61387201129607,3.2400935379149,3.44765572018638,4.49018642922613,4.54171340146563,3.18144328969762,4.3884374401304,3.8960673289753
"Up","GOHIR.D07G198200",1.76663548787982,"9.78e-02","GOHIR.D07G198200","D07","protein_coding",2.56798497940317,1.12194372509491,1.28033193772681,2.25659821938758,1.58647858413805,1.06867801609815,1.17486295830463,0.95240916613893,5.98069914986077,6.71250478616616,5.86561338251491,5.25335957800637,4.92491860023404,4.57741105505229,5.32848894928964,5.43502954618828,2.00207202030318,2.40395821969287,1.05977694901633,1.85559852004823,1.19289646235824,2.51851362115694,1.37243464512714,1.96773809753233,6.14539411005129,6.27271621566897,6.08682919713801,5.87325001106271,5.44652339238045,4.89233393010383,5.51553322546438,5.19803929634272,1.19044874497402,1.26784145828009,1.05044459377499,1.72802618077808,1.71710561939033,1.67512521163016,2.16887679926763,1.99954607493792,3.78311208779188,5.94975005138463,5.83208890494787,5.9684694065266,6.13024790310341,5.31912890694174,5.77209431008029,5.76605805529038
"Up","GOHIR.D05G331400",1.76118054932594,"3.24e-02","GOHIR.D05G331400","D05","protein_coding",6.19749713785379,6.94837219895552,6.4478261454547,6.76264734539388,4.93045782276485,4.51021723731067,5.38287868590715,4.99100848967844,5.18867388384999,6.01654601670573,6.03063869445177,5.96571349550008,6.17419966923736,5.00201536151695,5.42543150216256,4.79086501807225,6.40039696551355,6.28202523355204,6.6250460361892,6.95102938571336,5.32108214364831,4.97632708906754,4.85328262140357,6.5354972891213,5.04448463289023,4.31539083679595,5.65144750468877,5.09026460459491,5.79250254151088,5.73718189009196,5.22679984652944,4.7131630314096,5.95836074454206,5.5772810599163,5.52405693393576,5.78453208634828,5.82045365569587,5.51110619173088,5.45660306874933,5.46234472896183,5.84128473868149,4.81026736468437,4.65780059329848,5.41859110034984,6.57758246204374,5.13334269061191,5.77151770509362,4.92784445088718
"Up","GOHIR.A10G046800",1.72752340347214,"4.24e-02","GOHIR.A10G046800","A10","protein_coding",4.45375755658582,4.8842497224783,4.94848332264705,4.59592925042448,3.59034769640358,3.54949742608003,3.52106451681509,3.6686883119435,1.59399638466813,1.9172501793912,1.95321184654526,1.86532425260252,1.9631746030127,2.72272780387957,1.36137945579694,1.9913971706977,4.16130346884653,3.99183939339046,4.76897253457519,4.94501808865498,3.94215771728475,3.61492884237801,3.05586604715244,3.85726858311702,1.69040145274841,1.31483205800513,1.37612509402922,1.79617078816944,2.01852640991874,1.87823271080571,2.65114031227398,1.38177566123217,4.13860254245022,3.25680144707672,3.12924670175655,3.93211647916056,4.08070707047475,3.96715934023888,3.66171238882776,3.5573696127895,2.41878823295163,1.25423079497688,1.23937012047421,1.40056480129851,2.40465333041378,1.94354753186027,1.8266272627407,1.97884635213086
"Up","GOHIR.D12G021500",1.60431794780625,"5.40e-02","GOHIR.D12G021500","D12","protein_coding",6.22867820473146,6.73243216822754,6.46896302415001,6.64611797511178,4.96314479601568,4.96852701047455,5.63961543945315,5.39051633110608,5.02308129155017,6.49966394190653,4.62569755902984,4.41250574563302,4.59717518363619,5.37335322407333,4.3807306203938,5.16205345938593,6.3275338892489,6.35949656029679,6.18251437195239,6.3156928908159,5.46420410928204,5.39646022941747,5.27203072973883,6.44351090231195,4.98586705161178,4.47206868838118,4.8193223396778,5.20727815598821,4.42939286739301,4.51747354652813,4.8182202546561,4.51425652244177,6.12119823872107,5.14213988275831,5.23371512846319,5.75927457293932,5.8684321687316,5.63904206295139,5.33422276225293,5.28340226780485,3.9233781714617,4.5076369462243,3.367898651316,4.55047068798432,4.90796949486403,4.97151803019757,4.73305310318188,4.47868458406825
"Up","GOHIR.A13G035300",1.54139926036229,"6.15e-02","GOHIR.A13G035300","A13","protein_coding",7.07834157311389,7.22078311903833,6.73973466685764,7.16523567269553,6.15298538116184,6.03755361438614,6.42115281432347,6.80656947836845,6.84996300597263,7.61899138341936,6.52990018258858,6.57296397313008,6.85676626244092,6.34871381058343,7.25299994154104,6.65439435745375,6.47108810015941,5.91087732842294,6.98290031781522,7.15329434461199,6.48349755264632,6.88635087674457,7.50636420925402,6.93897008582637,6.63706341954181,6.12187063674567,8.03734345077973,7.00464687327535,7.80422415112015,7.46652460383702,7.70552875006412,7.56480896181659,6.94754880512622,6.11927546679331,5.67960973130687,5.43702832767994,6.4812900770581,6.30732786478038,6.96381994271355,6.92109305337094,6.02946004013512,6.50257129726242,5.91331886974331,7.09439429545893,7.40465345835803,7.49393766962894,7.71917516272402,7.07981108553041
