"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","A68RootFlight","A68RootFlight1","A68RootFlight2","A68RootFlight3","A68RootGround","A68RootGround1","A68RootGround2","A68RootGround3","A68ShootFlight","A68ShootFlight1","A68ShootFlight2","A68ShootFlight3","A68ShootGround","A68ShootGround1","A68ShootGround2","A68ShootGround3","D130RootFlight","D130RootFlight1","D130RootFlight2","D130RootFlight3","D130RootGround","D130RootGround1","D130RootGround2","D130RootGround3","D130ShootFlight","D130ShootFlight1","D130ShootFlight2","D130ShootFlight3","D130ShootGround","D130ShootGround1","D130ShootGround2","D130ShootGround3","WTRootFlight","WTRootFlight1","WTRootFlight2","WTRootFlight3","WTRootGround","WTRootGround1","WTRootGround2","WTRootGround3","WTShootFlight","WTShootFlight1","WTShootFlight2","WTShootFlight3","WTShootGround","WTShootGround1","WTShootGround2","WTShootGround3"
"Up","GOHIR.A06G189550",1.48528748753414,"3.03e-02","GOHIR.A06G189550","A06","protein_coding",3.46920928322219,3.43487029763739,3.91734359379272,4.05842004312105,3.05564091695118,2.88057464152995,3.15483511830805,2.99522248819861,6.10948191497681,6.24770039580241,6.06303283784585,6.36781464207964,5.69584313239289,5.3233471829885,5.46984974035422,6.05873560200182,4.23995663553355,3.70568353371114,3.71180039239204,4.00553006958854,3.62895022033667,3.32278528611031,3.24944393056754,4.35355212216501,5.45396249955511,5.14303779145449,5.88121220390113,6.17808686518959,5.71652473790895,5.41887966351505,5.66990528019733,5.98994587767194,3.17897196677318,3.67760116243772,3.06220282986545,3.55506975252953,3.66029289685154,3.76267633019336,3.11808219231506,3.11602248621358,4.83351279219382,5.01157922595374,5.13146356710507,6.20459404956874,6.29647628117697,5.71627620801731,6.65137542398068,5.80391481926164
"Up","GOHIR.D08G052900",1.48091874825143,"9.96e-02","GOHIR.D08G052900","D08","protein_coding",3.38923480280702,3.26969965090721,3.52424277470904,3.4695712430085,3.17223399339441,2.27860068753996,3.15619383109451,3.52071208054677,5.54684851648256,5.54412568669088,5.80956606479701,5.63578382280992,5.02147677402284,4.18980803577636,5.52945009375011,5.59754641575009,4.13476591054729,4.18060463304301,4.37537470245149,4.7925683896084,3.47133778630227,3.90949120313105,2.79621273317241,5.01695712190581,5.63088328484735,5.51898313895022,5.49557479589484,5.64646272719452,5.7413454247876,5.99265326057709,5.919213454084,5.28227725239342,3.69511327722376,3.67673110001428,2.9648103495364,3.61585925753297,3.81650719077791,4.32063215617963,3.9074779472349,4.09293158603702,4.82648107194161,5.88107452277715,5.12553691927319,5.19131173182009,5.43837183330228,6.34925883273338,6.39305950369947,6.16306799940646
"Up","GOHIR.D12G140000",1.46812102870124,"6.47e-02","GOHIR.D12G140000","D12","protein_coding",5.9311025446346,6.21546247460705,6.78365602346204,6.42803595765254,5.3952215682756,4.94807875533356,5.73355507631908,5.47353238228164,6.31751320896071,6.74659441962477,5.7007304154557,6.05926000991928,5.87168803292137,6.09807069719921,5.07755200396329,5.2575994232737,6.32866325483836,6.54625995910527,6.50284976288654,6.54863694549201,5.87514475796491,5.46549892167117,5.48020955404316,6.04148484640938,5.88548831001572,5.67134122773404,5.54723357068981,6.64830680013473,4.9665031596368,5.19672430696972,5.99284284063215,4.77175049573494,6.13161536904179,6.00730979270965,5.60915362805481,5.44420117384827,5.58084291373315,6.148567134272,5.785418273674,5.7611776805519,5.30182994621812,4.27451296720277,4.42636976362104,6.03503942236596,6.10691874839107,5.977040162215,5.7615872157141,4.83096256438704
"Up","GOHIR.A13G033700",1.44922139413153,"5.11e-02","GOHIR.A13G033700","A13","protein_coding",6.57444353507482,6.86272447846734,6.89063095508135,6.40880370900455,6.07958424961747,6.30545489549224,6.20504033876611,6.15961451398708,8.47765037481866,9.30599997623562,9.50451738987971,9.40620489108054,8.65083061907725,8.68237259472237,8.72904982146559,7.57101922060314,6.741682334495,6.49239458427271,6.66837444330163,6.83828721589857,6.65777240322784,6.50781868967785,6.03961607673727,7.23118155027191,9.07679722789072,8.80663116174405,9.89546700366649,8.84097320036739,8.88032933131558,8.65011452156913,8.28711875914804,7.85162398565796,6.55704476862824,6.5680670558138,5.86409247288086,6.34695329040038,7.23332092584582,6.72203972705097,6.41467863889462,6.53719081148364,8.39808409223077,7.98816898387968,7.66108318651691,8.58077755735538,9.50336372235154,8.63835081066926,7.93441885829612,7.84739161721398
"Up","GOHIR.A12G074200",1.43274163828724,"1.59e-02","GOHIR.A12G074200","A12","protein_coding",3.98042946173388,4.29020653837532,4.14294814673622,3.98067147669027,3.72478141358833,3.92340683985034,3.46045494046654,3.99583707269288,4.14762806658151,4.28179537058276,4.51774052896322,4.31391755669998,3.19242019564456,3.97780046095128,3.57896694234049,3.69033804916386,4.33059352655856,3.97425526724868,4.62875149497207,4.32299501026783,4.18924856805688,3.81517591854849,3.47142744285271,4.08259865757335,4.04881589732739,5.28144497652454,4.97377524385378,4.96884464518105,4.10421068838379,3.20900219192127,3.55908672132853,3.07260362663837,3.61699623528985,3.46578759460129,3.63942355987609,3.52319926930331,4.55070366554266,4.20301374899516,4.25126409259421,4.24887850665292,3.10394852151674,3.83860727115139,2.849941536438,4.21811706160603,4.02628501018903,3.47000789568373,3.6006471972887,4.04703859574471
"Up","GOHIR.D13G033800",1.43070144431184,"8.63e-03","GOHIR.D13G033800","D13","protein_coding",5.96975831409724,6.45473424772326,5.54751928507895,5.61432822475475,4.46204077639715,4.77386253713542,4.80329359934751,4.59517287733033,7.3226355712541,7.50546114329206,6.88802488071824,6.84767407138555,6.51812101091514,6.28586297922891,6.56546968472798,6.61024497607314,5.79028693570272,5.81123441446637,5.63883028288,6.13743412641381,4.8679983149202,4.70890132252177,4.41775111070985,5.84408983487798,6.98738257931252,6.72355377865658,7.11120687437775,6.9022769896855,6.76314637710301,6.8435929182118,6.41246670728334,6.59331727236639,5.79471614443564,5.3908576232068,4.92530144714127,5.44425023314967,5.68096309395021,4.96012684265264,5.20953247767639,5.08097978428128,6.69575809982878,6.55954206346165,6.29503892374758,6.50431512492725,6.35637442421875,6.53172133067315,7.23196647120514,6.64487501076507
"Up","GOHIR.A09G069100",1.31612489370601,"3.51e-02","GOHIR.A09G069100","A09","protein_coding",5.91452820605274,6.34515081161004,5.58777847876381,5.63875480989159,4.61776268731574,5.03018308709882,5.60657255426733,5.24277477169199,6.64273807296642,6.4172286026975,6.17892616306904,6.57171545989489,6.74779634438041,6.29641757474293,6.43595822155763,6.51164071509901,6.00962663345249,5.93567449782248,6.19604293345156,6.05515104084075,5.48370959525148,5.48347564145596,4.92398477286125,5.66711055840337,6.61623691326571,5.65992961234204,6.48747468744101,6.48308222757069,6.4936223197654,7.24741447243731,7.06822029950953,5.65433047910214,5.68380406169294,5.43832229184911,5.66267100099225,5.27180806138128,6.06738604263944,5.77349337720637,5.38878980097526,5.38871280620636,6.36815665376554,5.68957253626763,5.1535297237062,5.09020417369312,6.64655681307375,6.7790851584026,6.62746945792211,5.63810464518867
"Up","GOHIR.A05G276700",1.23914657106739,"1.37e-04","GOHIR.A05G276700","A05","protein_coding",6.24957857129119,6.41047715850741,6.43095992882925,6.23128646917867,5.43944639166339,5.88354980804969,5.55398209475173,5.57735272314601,6.95761704190169,6.96632299876746,6.83439188420363,6.84453814838138,6.07559854898055,6.20765273778866,6.3260694398479,6.716127100735,6.36994778666499,6.36988585106422,6.26287384302387,6.10758241682511,5.76999620031527,5.72631173190133,5.39835577517088,6.17671672139255,6.42898308289021,6.31007698262248,6.57854285588967,6.87525619526218,6.64794626887444,6.34036696857364,6.62183727756899,6.41354673720182,5.89589133975133,6.10921222006284,6.09467996751537,5.79354440593186,6.10824767186943,5.874359626394,5.99191476045961,5.70305972494191,6.06601769305595,6.25687242895,5.55536276963717,6.26954916605255,6.71673028148641,6.48674187824007,6.93967707969084,6.62219074227676
"Up","GOHIR.A11G324300",1.22994402082683,"9.19e-03","GOHIR.A11G324300","A11","protein_coding",5.66799163615667,5.98663073895115,5.84262270982081,5.68099779762174,4.57652644529499,4.77914469045608,4.87128539269961,4.87139217086348,5.55033386591636,6.07130022547387,5.1352112847849,5.37209634524531,5.45243905008297,5.40165148752564,5.55450360862629,5.24739895873158,5.57101687805548,5.32097689448646,5.89717907113813,5.84009601237174,5.05802547789928,4.83456657153018,4.92835860527098,5.65020965873851,5.17236962595185,5.0780661870163,5.95458274617882,5.51639515804269,5.39074628217666,5.43126497450405,5.40183840576559,4.79497152644742,5.23060673814741,5.24435028128563,5.18305156476899,5.40360657435751,5.45618946737577,5.34127856658994,4.99169945725583,4.91814360812242,5.98686966068211,4.9041626573595,4.76727279948476,5.30392317547031,6.00040631968439,5.74528461968472,5.38752922234039,5.58950068837139
"Up","GOHIR.D10G242300",1.20910974889362,"6.20e-02","GOHIR.D10G242300","D10","protein_coding",6.67617633301689,7.05828778824614,6.96258206118325,6.97011556420783,5.19210068530807,5.91702221794241,6.09701921315981,5.82958869498834,4.70208391185476,5.94187643507211,4.65325024837952,5.47848542043645,5.5946886171752,5.60196191194942,5.50505765536761,5.7891820693985,6.63510911986134,6.49183590719547,6.92305041682274,7.15041071207124,5.70934213504837,5.79837447314796,5.89546963513346,6.63510324215808,5.45381527659998,5.18046881238003,5.76313399652559,5.92330969232587,5.75492385184623,5.45746727081201,5.64748880502363,5.99412142517637,6.52129662866421,6.28993439141887,5.72058713795994,5.74718816641099,6.17688134895065,5.84178209633737,5.9310462519154,5.84381047863046,4.90861248176253,4.95464838145198,4.37278342320526,5.2450703463876,5.51986452051752,5.71462560023804,6.29584547505104,6.14420472756765
"Up","GOHIR.D01G206600",1.19747746668617,"9.89e-02","GOHIR.D01G206600","D01","protein_coding",5.11347271948888,5.26016731876662,5.31286058619833,4.9494747312643,4.60793947551262,4.8040854325928,4.93061081187161,4.43086774672149,3.01894533382015,3.41863602633504,3.26372901968393,4.1344295887389,4.27831837856919,4.96931561113794,3.73807809158612,4.10718481712061,5.07071779196433,5.28490521410172,5.23099335464222,5.15183858981923,5.35747844891372,4.91242128595,4.60950270520364,5.24228882889478,3.30096196297326,3.90264579256778,3.76500175169286,3.80113475861355,3.73163401273478,4.40644664632637,4.51590097764495,4.13874838448603,4.55908601890453,4.70378997706049,4.32430496137157,4.27143798181433,5.39488935932175,5.39845635119041,4.69291610429907,4.8298924842423,4.1989240447082,3.39903211282357,2.78515927322813,3.48127032160817,4.93605241206998,3.78457471312547,4.07818448714845,4.08939888467043
"Up","GOHIR.D05G278400",1.18803716400385,"2.33e-02","GOHIR.D05G278400","D05","protein_coding",5.77831046029689,5.60447430403848,5.60362476971207,5.77856292819133,4.68685549537077,5.17724394278884,5.2797790720222,5.15323042987023,7.59983376792393,7.78201391686975,7.86533850535997,7.53905114456838,7.02315123327535,6.66974414169567,7.04948729184509,7.41853473721206,5.68610388913464,5.21366974348834,5.48751290460005,5.52411898068181,4.92123603623737,5.15459991487426,4.76018979449225,5.92863003496107,7.5624948266874,7.34731026614517,7.69332713304677,7.65322443002834,6.97524889730868,6.66582249837891,6.74674669135817,7.14305048220897,5.10157967070517,5.26515660095753,5.1649203449177,5.20010676422631,5.49125509366721,5.65901281501684,5.38455301335593,5.04952947771642,6.90021729758855,7.11983047725912,6.46263085544304,7.7208318478382,7.19866200784724,6.99272882722604,7.96113832868667,7.3461860226902
"Up","GOHIR.A11G091800",1.18350234185127,"1.59e-02","GOHIR.A11G091800","A11","protein_coding",5.9415425485301,5.97691670927792,5.85046528335997,6.00729770129527,5.28974185926324,5.50670293169856,5.50296920079684,5.47378608955382,6.83919247659007,6.61185001788147,6.20974672815455,6.0188469353468,6.09779718765153,6.21458021090425,6.08943289935065,6.72993922524182,5.73331053190135,6.03373383494869,5.95327357227447,5.74920269521695,5.46427839756082,5.31911963996014,5.40853114357009,5.99065302454809,6.4078511896818,5.82775459593611,6.14638936941056,6.48329543540794,5.97631378860669,6.50934058051456,6.22005420422718,6.2538457932292,5.95307239737909,5.14254906343355,5.00034164183791,4.94519094081114,5.8985877213325,5.66521269233832,5.67512237067742,5.54511022543108,4.92144723509335,5.44452042071021,5.44870274399559,6.09547873336682,5.96290946718401,6.03838180677209,6.82948037650526,6.17549254650033
"Up","GOHIR.D11G012400",1.1600125832841,"9.76e-02","GOHIR.D11G012400","D11","protein_coding",2.98414798424422,3.30119255217998,3.20914775881934,3.33717121391482,2.82138237876525,2.50800835575311,2.66840813258501,2.45793477052297,5.60055219985145,5.47185719977028,4.8640587894617,5.27109154560403,5.0150433164014,4.87480269305447,4.9450539533681,5.57982307085448,2.65116169469832,2.76468531406633,2.94539892452467,3.51313062914737,2.95583676132499,2.60185213704183,2.27473613910912,2.97656011160898,5.21727139885223,4.88953473760351,5.27090297679705,5.602669756946,5.56032676216986,5.29264793607601,5.07326977026976,5.35572028519265,3.06232222623956,1.95385983677366,2.61109740399722,2.50960440180745,2.94870728917568,2.98570348953305,2.66627629359493,2.36874206157736,3.13709496150874,4.80092209197391,5.68345804700551,5.46616285026769,5.94389740298946,5.46785245268769,6.02663923931318,6.0232959592958
"Up","GOHIR.A11G103000",1.15462338873785,"8.66e-02","GOHIR.A11G103000","A11","protein_coding",3.48880498541102,3.80163516152754,3.85570815083099,3.73381585677408,3.56111972320765,3.29429851192954,3.02548434337638,3.39758293213551,5.28351900203117,5.01427336806843,5.23012899474213,5.12719539216293,4.80175220877851,4.80491372938437,4.46903780907077,5.47888099970602,3.46959373551523,3.78345598989549,4.09747326881058,3.43179055452608,3.87613225330441,3.57975861781518,3.44651256524051,4.19904889371682,4.76422041465978,4.50875467023293,5.70530248524444,5.29937335945099,4.7742257523817,4.49158119171205,4.63909309380618,5.03029974849801,3.25111473999877,3.1683936010705,2.93559078533482,3.29607176486939,3.64393796678858,3.818891454175,3.68665786694454,3.44031022391823,4.10301303476055,4.61112898617887,4.57973780853655,4.6869964314834,5.46298830338221,4.59181252924921,4.9848037432236,4.99983760504958
"Up","GOHIR.A11G314100",1.13119768730942,"3.79e-02","GOHIR.A11G314100","A11","protein_coding",4.90375699700412,4.72218272685345,4.62003239599117,4.25919682644443,4.48424968200643,4.5703647502381,4.39334169565499,4.29752734196645,5.26028510757384,5.47114833084716,5.74043581845948,5.56777521855298,4.83292033389991,5.12611140434491,5.01827959358743,4.97856462263415,4.63759045593051,4.9149290629108,4.65349961201144,4.63432734306559,4.90559317274037,4.67896882695244,4.53565482634476,5.00157938216329,5.36707326091472,4.81486472485681,5.70122691143997,5.7058188693205,4.67201838204469,4.91793353439253,5.0072119195662,4.28295374357721,4.52811813132795,4.30622315658838,4.27284699712922,4.27455116702123,4.89379966692515,4.79475415869051,4.88054600920932,4.42098308485938,5.57454260814467,4.37581909524265,3.91478740740004,5.10025118395125,5.58777366589443,4.47875787055521,5.23775224541554,4.89798637501359
"Up","GOHIR.D11G278000",1.12333051079306,"7.23e-02","GOHIR.D11G278000","D11","protein_coding",4.68139762498333,4.01058611587802,4.9657416862962,4.56129722613597,3.6906655813725,4.05757330727899,3.87772495796836,3.80883622417206,5.41452010237078,5.96142942990443,6.08423441052116,6.46648129652188,5.69594967969878,5.45078766781398,5.69591171407306,5.66722550808204,4.69276717728887,4.44339537841547,4.4391063535443,4.59774230387412,4.13289533111052,4.00669164745859,3.66257134736389,4.71933925780071,5.87073656237234,5.76083708256446,6.36595333186903,6.10073208599237,4.95066218919127,5.48469712120032,5.39006903628921,5.79965466034068,4.17849284194633,4.8227532975421,4.22317429041516,4.10213004023394,4.8885397955718,4.67667955443846,4.39182696877261,4.15735893207373,4.50505496291236,5.72532131073607,5.20084103087055,6.1882444737883,6.00651570376431,5.83921344522704,6.08260132529272,5.86857557835957
"Up","GOHIR.A05G195900",1.09572283265455,"6.15e-02","GOHIR.A05G195900","A05","protein_coding",4.69850136149717,4.7459322353272,5.06527005618327,4.75650074060264,5.04154919841536,4.59179830560518,4.7869247961798,4.80694147926715,6.03095002379825,6.53041664132008,5.48620360498216,4.97491639861012,5.5031884259878,5.89712294536938,5.49436671935267,5.86360128337583,4.53523782258294,4.6761525232931,4.91546032351827,4.80509139619683,4.81994448944991,5.05154588372439,4.92055023065371,4.74397766131673,6.1207772251108,5.8506192078932,5.96013336639757,6.16129316009511,5.93798565374452,6.26799319903974,5.50767596880617,6.24883947262936,4.69243856364453,4.39402198536084,3.57482246876588,4.53534273982019,4.80922275600714,4.77391776529852,4.98604009226093,4.87267288418104,5.09910043350024,5.15038285195322,4.84569746154649,5.90516869185761,6.10950865829449,6.3202309771915,6.19967510350755,6.16506112984955
"Up","GOHIR.A10G228300",1.0889176314277,"9.89e-02","GOHIR.A10G228300","A10","protein_coding",6.25650713834443,6.58574125222417,6.22009246593229,6.62228502909638,5.5636387026922,5.99334354551466,5.88556021220951,5.65245909627662,4.5656738682437,4.89620693472027,5.50811476553456,4.75644130377373,6.08957163974786,5.52421598174497,5.77821193245826,5.42614006265253,6.24371247361181,6.56949025025304,6.74624962866605,6.65231769596004,6.14432749592356,6.34321914321618,6.20001951161205,6.6227088760005,5.01817468634733,4.93332591730397,5.33190517821504,4.92693407153157,5.1850219496633,6.32400592621223,5.41117735624219,6.53204348383056,6.4102829553597,6.09082235179673,5.72314865333175,6.11765704278947,7.03575665330267,6.37926916320546,5.89086668910575,6.14913092482646,4.2420789904375,4.87447823252246,4.78614788462004,4.31108778189795,5.95515546851773,5.92640292952266,6.09527510180432,5.59065694541195
