"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Translation","ath03010","Ribosome","58/176","205/3721",0.282926829268293,5.98165188470067,16.3472821084547,2.83425899775301e-32,2.43746273806759e-30,2.43746273806759e-30,"AT3G25520/AT5G59240/AT2G19730/AT5G58420/AT5G48760/AT2G17360/AT1G15250/AT3G49080/AT1G70600/AT2G37270/AT4G15000/AT4G00100/AT3G54210/AT5G56710/AT3G49910/AT1G74050/AT4G31985/AT3G09630/AT5G28060/AT1G48830/AT3G47370/AT3G16080/AT3G55280/AT4G30930/AT5G09500/AT5G39740/AT4G31460/AT2G32060/AT2G36620/AT3G49010/AT3G05590/AT5G59850/AT2G40010/AT3G16780/AT5G66860/AT3G44590/AT3G04400/AT4G36130/AT1G43170/AT4G16720/AT1G48630/AT3G17465/AT4G23620/AT5G23535/AT5G61170/AT3G62870/AT3G05560/AT1G08360/AT5G39850/AT1G59359/AT5G23740/AT1G16870/AT5G02610/AT1G61580/AT4G18100/AT1G33140/AT4G25740/AT4G34670",58
"Genetic Information Processing","Translation","ath03008","Ribosome biogenesis in eukaryotes","11/176","65/3721",0.169230769230769,3.57788461538462,4.67128907336348,0.000185919638011125,0.00799454443447838,0.00799454443447838,"AT5G59980/AT2G47300/AT5G08180/AT2G18900/AT1G63810/AT5G27120/AT3G57150/AT3G03920/AT1G56110/AT4G25630/AT3G05060",11
