gene,program
Gohir.D11G271600,1
Gohir.A09G185500,10
Gohir.D05G120300,10
Gohir.D11G298700,9
Gohir.D01G155300,1
Gohir.A05G042700,10
Gohir.A11G253300,1
Gohir.D12G262400,0
Gohir.D06G181700,7
Gohir.D01G107900,10
Gohir.D03G041700,1
Gohir.A08G213450,10
Gohir.A01G199800,0
Gohir.D11G297000,1
Gohir.A03G017240,10
Gohir.D05G241600,0
Gohir.A13G178800,10
Gohir.D08G191600,0
Gohir.D11G092200,9
Gohir.D01G015900,10
Gohir.A10G064500,10
Gohir.D10G231300,0
Gohir.A09G127800,0
Gohir.D11G291866,10
Gohir.A01G040600,10
Gohir.D11G049800,1
Gohir.A02G017000,1
Gohir.D08G142100,4
Gohir.A11G081400,1
Gohir.D08G044100,10
Gohir.D11G262700,1
Gohir.D12G159100,9
Gohir.A09G103750,10
Gohir.D01G135400,1
Gohir.A13G114500,10
Gohir.A12G228775,10
Gohir.A12G074100,1
Gohir.D09G145700,9
Gohir.A06G059400,10
Gohir.D06G048500,10
Gohir.A09G012000,10
Gohir.A13G063700,0
Gohir.D06G135850,10
Gohir.D09G058600,10
Gohir.A05G086325,10
Gohir.A10G222000,10
Gohir.A09G211400,5
Gohir.D02G011150,6
Gohir.D02G021500,6
Gohir.A07G137900,10
Gohir.A07G143800,10
Gohir.D06G000600,10
Gohir.D11G244400,1
Gohir.D03G105300,1
Gohir.A13G054300,10
Gohir.D13G111900,10
Gohir.A03G091500,10
Gohir.D04G098700,10
Gohir.D03G057400,10
Gohir.A06G087100,10
Gohir.D12G080401,1
Gohir.D13G063300,1
Gohir.A09G101675,10
Gohir.D10G039600,0
Gohir.A03G209000,10
Gohir.A10G151800,10
Gohir.D06G071000,10
Gohir.A02G117600,1
Gohir.A13G133300,10
Gohir.D11G111100,1
Gohir.A13G078600,9
Gohir.D01G028200,10
Gohir.A13G134200,6
Gohir.A09G085700,10
Gohir.A12G235500,4
Gohir.D05G082600,10
Gohir.A09G134901,9
Gohir.D02G110500,10
Gohir.D01G144800,7
Gohir.D02G134200,10
Gohir.A05G241400,10
Gohir.A09G187900,10
Gohir.A13G144200,6
Gohir.D01G025700,6
Gohir.A10G195300,1
Gohir.A02G098400,10
Gohir.A03G009000,1
Gohir.A05G330800,10
Gohir.A05G403600,7
Gohir.D11G086000,1
Gohir.D10G180000,6
Gohir.D03G112366,6
Gohir.A05G193200,7
Gohir.D07G151600,1
Gohir.A13G138200,10
Gohir.A09G161500,6
Gohir.A12G252500,6
Gohir.A12G100900,0
Gohir.D02G034400,6
Gohir.A11G101366,10
Gohir.D08G193900,10
Gohir.D05G177100,0
Gohir.A09G238200,10
Gohir.A12G262900,1
Gohir.1Z049412,10
Gohir.D07G194100,6
Gohir.A12G153300,6
Gohir.A03G071100,9
Gohir.A06G170800,6
Gohir.D05G072800,10
Gohir.A08G157100,1
Gohir.A05G207100,10
Gohir.A03G063600,1
Gohir.D12G178900,6
Gohir.D11G152300,10
Gohir.D04G113366,1
Gohir.D03G008800,1
Gohir.D12G084700,10
Gohir.D06G046100,10
Gohir.A11G124400,1
Gohir.D13G077700,7
Gohir.A09G216000,10
Gohir.D10G247500,10
Gohir.D02G072000,10
Gohir.D10G116400,10
Gohir.D08G194600,10
Gohir.A11G039500,0
Gohir.D04G045900,7
Gohir.A01G184800,10
Gohir.A06G020100,0
Gohir.D09G146800,1
Gohir.D04G069400,10
Gohir.A02G167400,1
Gohir.A01G044300,10
Gohir.A05G351300,10
Gohir.A09G149100,0
Gohir.A03G006000,10
Gohir.D05G064900,10
Gohir.A02G079100,6
Gohir.D02G018000,10
Gohir.A09G160500,1
Gohir.A08G188400,0
Gohir.A11G008400,10
Gohir.A07G227600,6
Gohir.D05G353600,1
Gohir.A05G193000,10
Gohir.A10G005500,1
Gohir.A04G128106,0
Gohir.A12G035200,2
Gohir.A11G099200,10
Gohir.A01G135900,10
Gohir.D04G078500,10
Gohir.D01G163400,1
Gohir.A07G163672,10
Gohir.A12G082300,1
Gohir.A07G163700,10
Gohir.A11G264133,0
Gohir.D05G296600,10
Gohir.D12G204600,1
Gohir.A07G036500,10
Gohir.D12G266200,10
Gohir.1Z049702,10
Gohir.D01G176000,10
Gohir.A01G119400,10
Gohir.A12G261600,0
Gohir.A03G024000,4
Gohir.D08G247400,1
Gohir.A04G068800,10
Gohir.A02G148400,10
Gohir.A11G286600,0
Gohir.D03G138300,6
Gohir.D02G073400,10
Gohir.A10G043700,10
Gohir.A07G181800,10
Gohir.A05G086100,10
Gohir.D05G124400,10
Gohir.A06G065500,6
Gohir.A03G164600,10
Gohir.D05G073700,10
Gohir.A06G181900,1
Gohir.D05G201100,1
Gohir.1Z050466,10
Gohir.A06G006500,4
Gohir.D08G235000,10
Gohir.D05G022100,10
Gohir.A08G015250,10
Gohir.D13G100300,1
Gohir.A10G044500,0
Gohir.A07G116900,10
Gohir.A11G316800,6
Gohir.D03G109000,10
Gohir.D10G179800,6
Gohir.A01G191900,10
Gohir.A02G053500,6
Gohir.D08G189600,9
Gohir.A01G126000,10
Gohir.A01G188300,1
Gohir.A05G403900,7
Gohir.A05G127300,10
Gohir.A13G147200,0
Gohir.D04G184200,10
Gohir.D10G022300,1
Gohir.A05G089600,10
Gohir.D12G123800,1
Gohir.D10G086200,1
Gohir.A11G013100,1
Gohir.D02G080800,1
Gohir.A11G130200,1
Gohir.A12G146800,1
Gohir.A11G145300,1
Gohir.D08G052100,10
Gohir.D12G058100,0
Gohir.D07G059900,0
Gohir.A09G050400,10
Gohir.D08G078400,10
Gohir.A12G001500,0
Gohir.A05G153600,1
Gohir.A04G128112,0
Gohir.A06G198500,10
Gohir.A11G276500,1
Gohir.D08G147800,10
Gohir.D13G210300,10
Gohir.A13G152600,1
Gohir.D07G226300,10
Gohir.D04G168900,0
Gohir.A05G394400,1
Gohir.D03G146300,1
Gohir.D03G015500,10
Gohir.A11G301900,10
Gohir.D05G293600,6
Gohir.A10G204700,1
Gohir.D02G132700,6
Gohir.D11G010500,10
Gohir.D05G142800,10
Gohir.D02G035200,10
Gohir.A11G199700,3
Gohir.D10G114700,6
Gohir.A12G234000,4
Gohir.D08G234900,10
Gohir.D09G003400,0
Gohir.A01G215200,9
Gohir.D01G130000,10
Gohir.D09G110500,10
Gohir.A01G222600,9
Gohir.D02G006800,7
Gohir.A11G282747,10
Gohir.D05G264400,1
Gohir.D09G182700,10
Gohir.D08G106900,0
Gohir.A11G146100,10
Gohir.A05G198200,6
Gohir.D08G113300,10
Gohir.D06G167200,9
Gohir.D01G071850,9
Gohir.A10G154600,10
Gohir.A12G198500,1
Gohir.D11G308100,1
Gohir.D07G009400,0
Gohir.A09G050700,9
Gohir.D04G055200,10
Gohir.A08G151200,10
Gohir.D08G151300,10
Gohir.D03G116500,1
Gohir.D09G131500,9
Gohir.A05G249400,1
Gohir.D04G127100,10
Gohir.A09G103166,10
Gohir.A11G235100,10
Gohir.A05G057000,0
Gohir.D04G028500,6
Gohir.D06G044000,1
Gohir.A12G137300,10
Gohir.D11G052800,10
Gohir.D09G123900,0
Gohir.A11G320800,1
Gohir.D03G055800,10
Gohir.D08G163500,10
Gohir.A08G153500,1
Gohir.A12G230300,10
Gohir.D10G214100,9
Gohir.A08G171300,1
Gohir.A08G142600,10
Gohir.A13G170301,10
Gohir.A04G034100,1
Gohir.D02G006900,10
Gohir.D05G074800,10
Gohir.1Z078501,10
Gohir.A05G137201,6
Gohir.A13G110800,1
Gohir.D06G075800,6
Gohir.A11G261600,1
Gohir.A12G059500,9
Gohir.D05G192800,10
Gohir.A02G145100,1
Gohir.A10G049500,1
Gohir.A04G081100,10
Gohir.A13G176200,10
Gohir.D04G169300,10
Gohir.A09G090100,0
Gohir.A12G095500,10
Gohir.A07G191900,10
Gohir.A12G078100,10
Gohir.A08G189700,1
Gohir.D13G032000,10
Gohir.A09G180300,1
Gohir.D09G229900,10
Gohir.A10G170000,1
Gohir.A05G298900,10
Gohir.D12G006300,10
Gohir.D03G163900,10
Gohir.D13G106700,1
Gohir.A08G130000,10
Gohir.D02G000800,1
Gohir.A12G212000,10
Gohir.D05G023700,4
Gohir.D04G116200,10
Gohir.A12G218700,1
Gohir.D11G317500,10
Gohir.A10G239000,10
Gohir.D05G275500,10
Gohir.A12G006900,10
Gohir.D10G212700,1
Gohir.A12G075300,10
Gohir.A07G122800,10
Gohir.A05G400200,1
Gohir.D10G066000,10
Gohir.D08G070700,10
Gohir.D09G051700,9
Gohir.A08G199900,1
Gohir.A11G233250,1
Gohir.D10G076100,1
Gohir.D08G221400,10
Gohir.A09G161400,1
Gohir.A11G162600,10
Gohir.A07G219400,10
Gohir.A12G008200,1
Gohir.A03G174800,1
Gohir.D03G117200,0
Gohir.D13G182600,10
Gohir.D05G015400,10
Gohir.D03G041600,1
Gohir.D07G040500,10
Gohir.A07G139000,1
Gohir.A05G051800,10
Gohir.A12G104200,10
Gohir.A03G049900,0
Gohir.D05G282800,0
Gohir.A08G249936,0
Gohir.A11G203800,10
Gohir.D05G305200,10
Gohir.A05G242700,6
Gohir.D11G135900,1
Gohir.A10G235200,10
Gohir.A03G057300,10
Gohir.A07G013600,4
Gohir.A10G206400,7
Gohir.D04G132600,1
Gohir.D07G127500,10
Gohir.A09G012300,10
Gohir.A12G026700,6
Gohir.A11G072400,10
Gohir.A03G180301,10
Gohir.A05G119300,10
Gohir.D10G098900,10
Gohir.D08G021500,10
Gohir.A13G083200,1
Gohir.D05G116400,6
Gohir.D09G093600,1
Gohir.A03G158500,7
Gohir.A08G149600,6
Gohir.D01G212100,9
Gohir.D01G178100,10
Gohir.D08G140200,0
Gohir.D09G089600,10
Gohir.A05G334900,0
Gohir.D12G233300,6
Gohir.D11G193800,10
Gohir.A07G217100,1
Gohir.A03G161000,10
Gohir.A11G008300,7
Gohir.A11G162500,10
Gohir.A10G067200,10
Gohir.A07G060100,10
Gohir.D08G213900,4
Gohir.A05G205400,10
Gohir.A04G069500,7
Gohir.A10G237900,6
Gohir.A12G218400,7
Gohir.A05G237200,6
Gohir.A08G018600,7
Gohir.D05G183600,10
Gohir.1Z049399,10
Gohir.A07G205800,10
Gohir.A05G306500,10
Gohir.D03G044100,3
Gohir.D08G059301,1
Gohir.D03G117600,10
Gohir.A05G184200,4
Gohir.D03G127400,10
Gohir.D03G067066,1
Gohir.D08G216500,1
Gohir.D02G028300,1
Gohir.A09G003800,0
Gohir.D01G210600,1
Gohir.A08G003700,10
Gohir.D04G141500,10
Gohir.A07G079500,0
Gohir.A03G195000,10
Gohir.D11G152100,1
Gohir.1Z049314,10
Gohir.D05G260100,6
Gohir.A12G083900,6
Gohir.D01G184800,1
Gohir.D03G130200,10
Gohir.A05G388300,6
Gohir.D12G253800,6
Gohir.A05G191501,0
Gohir.A01G137721,1
Gohir.D10G033600,10
Gohir.A12G213000,7
Gohir.D05G090500,10
Gohir.A11G042400,6
Gohir.A02G092400,10
Gohir.D11G168732,10
Gohir.D03G030200,6
Gohir.D05G001700,9
Gohir.D02G002900,10
Gohir.D05G109000,10
Gohir.D10G186400,10
Gohir.D06G109700,10
Gohir.A07G154950,1
Gohir.D07G013400,9
Gohir.D01G033600,6
Gohir.A07G154050,10
Gohir.A01G149700,0
Gohir.A04G102600,10
Gohir.A05G374600,1
Gohir.D11G025400,9
Gohir.A08G155300,6
Gohir.D13G022600,10
Gohir.D09G022100,2
Gohir.D04G179100,7
Gohir.D13G029100,10
Gohir.A07G095200,10
Gohir.D06G016600,1
Gohir.D01G020900,10
Gohir.A13G076700,0
Gohir.D01G101878,10
Gohir.A10G005300,9
Gohir.D13G164700,10
Gohir.D12G231400,10
Gohir.D05G315800,6
Gohir.A05G086000,10
Gohir.D09G026700,0
Gohir.D13G023800,10
Gohir.A06G001700,4
Gohir.D09G161000,10
Gohir.D08G103700,0
Gohir.D06G030800,6
Gohir.A06G067000,6
Gohir.A11G261500,6
Gohir.A02G137700,10
Gohir.A04G012442,10
Gohir.A04G008000,1
Gohir.D05G071101,10
Gohir.A05G289800,0
Gohir.D04G043400,10
Gohir.D12G013101,1
Gohir.D10G008600,6
Gohir.A04G123600,6
Gohir.A01G164640,10
Gohir.D09G184300,1
Gohir.A08G133400,1
Gohir.A04G039105,10
Gohir.D06G111600,0
Gohir.A01G172400,1
Gohir.D12G212750,1
Gohir.D06G047000,6
Gohir.D02G125200,3
Gohir.A05G069400,7
Gohir.A12G201900,1
Gohir.D05G187000,4
Gohir.A06G157600,10
Gohir.A02G022100,6
Gohir.A05G214900,1
Gohir.A03G038200,10
Gohir.A08G196700,9
Gohir.D10G050200,1
Gohir.D07G045300,1
Gohir.A07G155816,0
Gohir.D01G123000,7
Gohir.D09G069200,0
Gohir.D04G156600,6
Gohir.D04G147700,6
Gohir.D05G351100,10
Gohir.D12G138700,1
Gohir.A12G138500,6
Gohir.D05G278200,10
Gohir.D05G232200,6
Gohir.D05G298600,10
Gohir.A03G109200,10
Gohir.D02G042800,0
Gohir.A09G165900,1
Gohir.A06G098220,10
Gohir.D10G200500,1
Gohir.A11G101500,7
Gohir.A09G089100,8
Gohir.D12G269600,1
Gohir.A06G045600,10
Gohir.D03G107700,10
Gohir.D12G224600,1
Gohir.A12G015600,1
Gohir.A04G027900,10
Gohir.A05G050900,1
Gohir.D05G249800,6
Gohir.A05G275700,4
Gohir.D01G040600,1
Gohir.A02G114800,10
Gohir.D12G142800,6
Gohir.D02G235600,0
Gohir.D07G183500,9
Gohir.D11G249900,1
Gohir.A03G195200,4
Gohir.D10G057300,9
Gohir.A05G188700,1
Gohir.D08G025500,1
Gohir.A13G126100,1
Gohir.D05G217300,10
Gohir.D10G177400,0
Gohir.D03G058300,9
Gohir.A01G072700,7
Gohir.A09G039900,10
Gohir.D09G218400,10
Gohir.D01G189800,0
Gohir.D09G073800,10
Gohir.A09G130000,10
Gohir.D05G291200,0
Gohir.D13G122800,0
Gohir.A12G064500,0
Gohir.A04G124900,4
Gohir.D12G019350,10
Gohir.D06G142400,10
Gohir.D02G187800,10
Gohir.D13G146400,10
Gohir.D05G218800,10
Gohir.D08G243500,5
Gohir.D11G212200,10
Gohir.A11G046400,1
Gohir.A12G266000,10
Gohir.A10G048100,0
Gohir.A08G033200,10
Gohir.A07G123550,10
Gohir.A11G199300,10
Gohir.D02G072900,1
Gohir.D01G190600,6
Gohir.A10G169900,6
Gohir.A12G156800,1
Gohir.A05G082400,10
Gohir.A10G045800,10
Gohir.A07G213860,6
Gohir.A04G019400,6
Gohir.D06G162000,10
Gohir.A02G170100,1
Gohir.D05G216200,1
Gohir.D08G016800,1
Gohir.A05G105900,1
Gohir.A13G176900,1
Gohir.D12G095500,9
Gohir.D07G200200,10
Gohir.D11G035150,6
Gohir.D13G210200,1
Gohir.D05G178200,10
Gohir.D05G277800,4
Gohir.A03G050200,0
Gohir.D02G087200,6
Gohir.A06G106700,10
Gohir.D04G151400,10
Gohir.D12G190700,10
Gohir.D07G077000,10
Gohir.A12G118600,10
Gohir.D04G153100,6
Gohir.D03G097600,9
Gohir.A11G030750,6
Gohir.A05G387100,10
Gohir.D07G204600,1
Gohir.D01G200500,10
Gohir.A01G185300,10
Gohir.D01G143900,6
Gohir.D02G028600,1
Gohir.D10G176400,1
Gohir.A03G110300,0
Gohir.A10G039550,9
Gohir.D07G086300,10
Gohir.A01G139684,10
Gohir.D12G071400,1
Gohir.A13G063400,10
Gohir.D01G158000,10
Gohir.A05G234300,6
Gohir.A04G012700,1
Gohir.D03G046000,10
Gohir.D13G058200,10
Gohir.A12G177900,0
Gohir.D13G084800,6
Gohir.D04G172800,10
Gohir.A06G012700,10
Gohir.D11G334200,10
Gohir.A06G082700,6
Gohir.D11G300100,1
Gohir.D12G073500,9
Gohir.A09G032500,1
Gohir.D08G175800,6
Gohir.A10G233200,1
Gohir.A13G184300,10
Gohir.D06G162700,1
Gohir.A09G061900,0
Gohir.D10G046700,6
Gohir.D09G152500,9
Gohir.A01G221600,1
Gohir.D10G031300,10
Gohir.D09G051800,9
Gohir.D11G177100,6
Gohir.D02G142900,10
Gohir.D11G307300,1
Gohir.D13G175700,10
Gohir.D10G073100,1
Gohir.A07G143400,0
Gohir.A11G042100,6
Gohir.D09G161500,6
Gohir.D01G159400,1
Gohir.A08G164800,2
Gohir.D11G018600,1
Gohir.A03G204000,0
Gohir.D11G103700,10
Gohir.D09G206800,1
Gohir.D05G361300,6
Gohir.D03G038900,7
Gohir.D06G021500,10
Gohir.D02G185600,1
Gohir.A05G155700,1
Gohir.A13G184500,0
Gohir.A13G017700,0
Gohir.A09G089500,10
Gohir.D04G079700,0
Gohir.D11G045500,1
Gohir.D02G185300,10
Gohir.D03G061400,10
Gohir.A04G049100,10
Gohir.A06G004800,10
Gohir.A11G020700,1
Gohir.A11G234450,1
Gohir.D08G271200,0
Gohir.D13G088400,1
Gohir.A01G073300,1
Gohir.A09G122100,10
Gohir.A05G062600,6
Gohir.A01G197400,10
Gohir.A10G101400,6
Gohir.A05G002200,10
Gohir.A05G353800,10
Gohir.A05G262200,9
Gohir.A11G152100,10
Gohir.A13G205000,1
Gohir.D12G156700,1
Gohir.D09G010900,0
Gohir.D09G055100,7
Gohir.D09G000101,10
Gohir.D07G007100,1
Gohir.D05G022900,10
Gohir.D10G080900,1
Gohir.D07G207800,10
Gohir.A04G104700,10
Gohir.D05G352000,7
Gohir.D01G078700,1
Gohir.A06G123400,10
Gohir.D13G094700,10
Gohir.D04G162200,6
Gohir.A12G232500,10
Gohir.A08G159900,0
Gohir.D08G177600,1
Gohir.A06G107800,6
Gohir.D03G066300,6
Gohir.A05G213900,10
Gohir.D12G089200,1
Gohir.A12G246200,4
Gohir.A01G104300,10
Gohir.1Z049499,10
Gohir.A02G002600,10
Gohir.D11G081700,10
Gohir.D11G151700,1
Gohir.A03G149300,0
Gohir.D05G167100,1
Gohir.A01G179600,1
Gohir.A05G276000,9
Gohir.D03G039100,10
Gohir.D09G023700,1
Gohir.D10G245700,1
Gohir.A05G387000,10
Gohir.D13G014400,10
Gohir.D02G230700,10
Gohir.A13G226400,10
Gohir.D06G144700,7
Gohir.D13G067600,10
Gohir.A05G229600,6
Gohir.D12G053300,1
Gohir.D09G113600,1
Gohir.A05G280800,0
Gohir.A03G172600,10
Gohir.A07G009100,0
Gohir.A08G042300,10
Gohir.D09G177400,10
Gohir.D12G221800,5
Gohir.D10G230651,6
Gohir.A08G070800,10
Gohir.D07G194700,10
Gohir.D02G143200,4
Gohir.A11G216900,10
Gohir.D09G015000,10
Gohir.D07G130300,9
Gohir.A06G032680,9
Gohir.D05G205600,3
Gohir.A01G067600,9
Gohir.D02G017700,1
Gohir.A04G122900,7
Gohir.D11G312600,6
Gohir.A05G060400,1
Gohir.A03G141600,9
Gohir.A05G001400,9
Gohir.A02G108505,1
Gohir.D06G064100,6
Gohir.A13G189600,1
Gohir.A13G163600,10
Gohir.A10G015900,6
Gohir.A05G363100,1
Gohir.A01G198000,1
Gohir.A07G002500,10
Gohir.D05G133600,6
Gohir.D09G032500,1
Gohir.D03G170800,1
Gohir.A01G022900,10
Gohir.D06G083601,6
Gohir.A09G246000,10
Gohir.A01G081100,3
Gohir.A13G199600,10
Gohir.D03G048300,10
Gohir.A10G030400,10
Gohir.A12G259500,1
Gohir.A03G118700,10
Gohir.A02G162000,1
Gohir.D10G239200,9
Gohir.D03G095300,0
Gohir.A08G246300,2
Gohir.D03G030500,6
Gohir.D09G145000,0
Gohir.A09G198450,10
Gohir.D08G224700,1
Gohir.A10G055300,4
Gohir.D04G028300,6
Gohir.A10G077200,9
Gohir.A07G227700,6
Gohir.D06G171900,10
Gohir.A06G146300,7
Gohir.A11G067900,1
Gohir.A11G203700,6
Gohir.D04G172900,10
Gohir.A09G149800,9
Gohir.D04G015800,4
Gohir.A07G041500,7
Gohir.A12G118800,1
Gohir.A05G413200,6
Gohir.A03G147200,10
Gohir.D06G141250,10
Gohir.A08G098500,10
Gohir.A07G045800,1
Gohir.D01G053800,1
Gohir.D11G147300,1
Gohir.A10G058300,7
Gohir.D03G085266,10
Gohir.D12G095200,1
Gohir.A11G263400,10
Gohir.D08G267100,1
Gohir.D07G223000,6
Gohir.D04G072300,10
Gohir.A02G164600,10
Gohir.D13G129900,1
Gohir.D04G165600,5
Gohir.A08G053600,10
Gohir.D01G045200,10
Gohir.A12G058200,0
Gohir.D07G208200,0
Gohir.D03G132400,0
Gohir.D04G086000,1
Gohir.D08G215400,10
Gohir.A08G162500,1
Gohir.D12G041900,9
Gohir.A03G109700,6
Gohir.A08G223300,5
Gohir.D13G018800,0
Gohir.D01G183500,10
Gohir.D07G121500,10
Gohir.D11G150200,10
Gohir.A10G075400,1
Gohir.D12G197600,4
Gohir.A04G017300,1
Gohir.A03G067100,10
Gohir.A13G134866,10
Gohir.D02G020780,10
Gohir.D11G182800,10
Gohir.A04G137800,10
Gohir.A05G242500,6
Gohir.D12G173500,10
Gohir.D12G026600,0
Gohir.D02G128200,0
Gohir.A01G203100,1
Gohir.A05G345842,1
Gohir.A12G012400,1
Gohir.A11G149900,10
Gohir.A12G178700,10
Gohir.D05G366400,6
Gohir.D10G163700,10
Gohir.D13G003300,9
Gohir.A07G053000,0
Gohir.D05G124632,10
Gohir.A05G187300,6
Gohir.D07G058200,1
Gohir.D11G005700,9
Gohir.A13G103700,1
Gohir.D05G081300,6
Gohir.A13G153132,10
Gohir.A04G077500,10
Gohir.D12G064100,10
Gohir.D04G056200,7
Gohir.D11G025525,9
Gohir.D12G064300,0
Gohir.A06G086700,1
Gohir.D02G134900,0
Gohir.A12G261100,10
Gohir.D05G078200,10
Gohir.D03G011800,0
Gohir.D02G172200,0
Gohir.D05G137600,7
Gohir.A12G163200,0
Gohir.D03G041500,1
Gohir.A02G038302,5
Gohir.A05G215700,10
Gohir.D03G157100,10
Gohir.D12G211700,10
Gohir.D06G002400,4
Gohir.D10G073000,1
Gohir.A07G019300,7
Gohir.A05G167500,0
Gohir.A11G297700,1
Gohir.D11G038600,1
Gohir.A05G142900,10
Gohir.D08G164600,10
Gohir.A06G054900,10
Gohir.A07G022253,10
Gohir.D03G120300,0
Gohir.A11G321000,6
Gohir.A09G008900,10
Gohir.A12G174300,10
Gohir.D11G250400,10
Gohir.D01G057800,10
Gohir.D07G149600,10
Gohir.A03G110600,6
Gohir.D13G071800,1
Gohir.A06G208900,1
Gohir.D02G237900,9
Gohir.A03G030200,6
Gohir.D05G077200,1
Gohir.D09G188800,1
Gohir.D11G333784,1
Gohir.A08G181300,1
Gohir.A13G152500,1
Gohir.D06G003500,6
Gohir.A08G115150,6
Gohir.A11G267300,1
Gohir.A10G082966,6
Gohir.D11G029466,6
Gohir.D05G156300,1
Gohir.D12G166200,0
Gohir.D02G177200,1
Gohir.D08G144700,6
Gohir.A08G209000,5
Gohir.D07G141200,6
Gohir.A02G066100,10
Gohir.A03G010400,1
Gohir.D09G222300,1
Gohir.D11G013400,1
Gohir.A11G050000,1
Gohir.A11G321300,10
Gohir.D01G003000,1
Gohir.D13G084900,1
Gohir.A11G210100,6
Gohir.A12G093400,9
Gohir.D05G344900,9
Gohir.A05G090400,0
Gohir.D01G180400,10
Gohir.A06G075500,1
Gohir.A13G048500,9
Gohir.D02G011640,6
Gohir.D03G013500,10
Gohir.D04G067200,10
Gohir.D11G245600,6
Gohir.A03G111700,6
Gohir.D09G168700,0
Gohir.D04G065800,10
Gohir.D13G220050,1
Gohir.D05G379800,6
Gohir.D02G141700,10
Gohir.A05G171500,10
Gohir.A02G130400,10
Gohir.A07G039200,5
Gohir.A02G110200,9
Gohir.A05G116800,10
Gohir.D05G264000,1
Gohir.A05G249600,6
Gohir.A05G075400,10
Gohir.A03G141700,10
Gohir.D05G072300,10
Gohir.D10G220701,0
Gohir.A05G070800,0
Gohir.A06G001600,9
Gohir.D12G108000,10
Gohir.A07G146400,10
Gohir.A10G015680,1
Gohir.D01G147700,1
Gohir.D11G331000,10
Gohir.A04G053078,10
Gohir.D10G014400,6
Gohir.A06G048800,10
Gohir.D10G117000,1
Gohir.A12G271500,6
Gohir.A09G170300,0
Gohir.A07G028200,2
Gohir.D09G243300,6
Gohir.D07G094300,10
Gohir.D08G175900,6
Gohir.D07G069200,10
Gohir.D05G218300,1
Gohir.A05G113100,1
Gohir.A02G171100,9
Gohir.A05G333900,10
Gohir.A07G000700,3
Gohir.A05G346000,6
Gohir.D09G005800,10
Gohir.D11G076600,7
Gohir.A06G160700,1
Gohir.A13G091900,9
Gohir.A07G136300,6
Gohir.A05G017600,1
Gohir.D11G282700,10
Gohir.A04G022100,6
Gohir.D12G046900,2
Gohir.D04G023800,6
Gohir.A04G024132,6
Gohir.D11G030600,10
Gohir.A06G054600,10
Gohir.D05G260700,1
Gohir.A12G251600,10
Gohir.D07G152500,10
Gohir.A10G031300,1
Gohir.A01G083400,1
Gohir.A08G171200,10
Gohir.A03G075500,10
Gohir.A03G100200,3
Gohir.D12G151000,4
Gohir.A10G201300,0
Gohir.D12G178000,10
Gohir.A02G026900,6
Gohir.A04G131500,6
Gohir.D05G088200,1
Gohir.A04G097100,10
Gohir.A02G067200,10
Gohir.D07G195300,10
Gohir.A12G260900,11
Gohir.A09G127200,6
Gohir.A11G115700,9
Gohir.A11G221800,10
Gohir.A05G261800,1
Gohir.D11G283500,4
Gohir.D09G182500,0
Gohir.D04G156500,6
Gohir.D02G158800,10
Gohir.A01G140039,0
Gohir.A02G109400,1
Gohir.A13G093800,10
Gohir.D04G002900,6
Gohir.D10G121800,10
Gohir.1Z050480,10
Gohir.D04G137100,1
Gohir.D12G243200,1
Gohir.D10G201000,1
Gohir.A07G167800,10
Gohir.D02G021700,10
Gohir.D12G205200,6
Gohir.A10G232551,1
Gohir.D03G118800,0
Gohir.A05G257700,9
Gohir.D05G273500,1
Gohir.A09G214000,1
Gohir.A04G059400,1
Gohir.A10G156422,10
Gohir.D11G326100,6
Gohir.A13G011900,3
Gohir.D01G102047,10
Gohir.A12G046500,4
Gohir.D08G026700,7
Gohir.D08G225900,5
Gohir.D10G045200,0
Gohir.D09G054600,0
Gohir.A10G233400,1
Gohir.A04G079700,1
Gohir.D05G117900,10
Gohir.D12G170600,0
Gohir.A12G220600,0
Gohir.D11G245500,6
Gohir.A01G024200,6
Gohir.D08G086833,1
Gohir.D11G013600,1
Gohir.D05G168800,10
Gohir.A01G059100,10
Gohir.A01G211700,10
Gohir.D09G194700,10
Gohir.D09G011200,10
Gohir.D07G236100,6
Gohir.A06G031600,1
Gohir.A09G094000,1
Gohir.D08G102300,1
Gohir.A05G016500,7
Gohir.D12G075000,10
Gohir.A03G029600,4
Gohir.D07G228100,10
Gohir.A10G170600,4
Gohir.A11G313800,10
Gohir.A11G253900,10
Gohir.D10G222300,1
Gohir.D08G142000,1
Gohir.D03G008400,9
Gohir.A05G175200,10
Gohir.D10G249700,6
Gohir.A12G022900,1
Gohir.A01G047552,0
Gohir.D13G155000,10
Gohir.D02G186900,10
Gohir.D02G030400,10
Gohir.A05G117000,10
Gohir.A01G207900,10
Gohir.D06G074600,10
Gohir.D06G012400,10
Gohir.A08G010700,10
Gohir.A13G176500,10
Gohir.A10G122700,10
Gohir.D06G070900,10
Gohir.D05G328000,10
Gohir.A08G172700,6
Gohir.D13G190400,10
Gohir.D05G024900,10
Gohir.D08G236080,0
Gohir.D10G014300,6
Gohir.D02G234000,10
Gohir.D08G239800,10
Gohir.A08G175300,10
Gohir.D09G183800,6
Gohir.D08G193000,1
Gohir.A11G197200,6
Gohir.A05G225300,0
Gohir.D05G364300,6
Gohir.A07G176400,9
Gohir.A09G035100,6
Gohir.D10G141500,1
Gohir.D06G086600,10
Gohir.A01G189900,10
Gohir.D03G130400,1
Gohir.D12G005800,10
Gohir.D11G190400,6
Gohir.D10G245108,1
