gene,program
Gohir.A05G235600,6
Gohir.D02G073500,7
Gohir.A11G030971,0
Gohir.A03G152700,10
Gohir.A05G088100,1
Gohir.D06G163900,10
Gohir.D03G102700,1
Gohir.D05G017400,1
Gohir.D12G045500,1
Gohir.A13G013300,10
Gohir.D13G076400,0
Gohir.A08G026640,1
Gohir.D04G164900,10
Gohir.D12G073400,10
Gohir.D05G236300,6
Gohir.D05G217800,0
Gohir.D12G223500,10
Gohir.A13G200900,0
Gohir.A03G051200,6
Gohir.A09G074100,10
Gohir.D10G067740,6
Gohir.A10G070200,1
Gohir.A13G145100,10
Gohir.A13G032600,6
Gohir.A09G189600,1
Gohir.D11G105100,9
Gohir.A03G173000,1
Gohir.D09G090100,0
Gohir.A08G182500,10
Gohir.A11G047100,4
Gohir.A09G128400,6
Gohir.D01G185200,1
Gohir.A10G126800,6
Gohir.D05G214600,7
Gohir.D05G300200,10
Gohir.D05G162900,6
Gohir.D02G162400,10
Gohir.A08G019100,0
Gohir.D03G069900,0
Gohir.D01G102307,10
Gohir.D09G103800,9
Gohir.D05G363800,10
Gohir.D05G091100,1
Gohir.D02G166700,1
Gohir.A04G039195,0
Gohir.A03G035900,10
Gohir.D07G204500,1
Gohir.D05G356700,0
Gohir.D05G134700,7
Gohir.D05G212100,1
Gohir.A02G177300,10
Gohir.A05G405000,10
Gohir.A02G079300,10
Gohir.A08G158400,1
Gohir.A01G113600,4
Gohir.A10G051200,5
Gohir.A08G226600,10
Gohir.D12G264900,10
Gohir.D08G201000,3
Gohir.A13G004600,1
Gohir.D11G211800,1
Gohir.A04G093300,9
Gohir.D02G115000,10
Gohir.A05G108900,10
Gohir.D08G029700,0
Gohir.D05G284600,1
Gohir.D10G222400,9
Gohir.D13G188100,1
Gohir.D09G107900,10
Gohir.D07G107300,0
Gohir.A04G118300,1
Gohir.D06G161300,10
Gohir.A07G103500,0
Gohir.D10G043100,10
Gohir.D04G028200,6
Gohir.A13G225600,9
Gohir.A08G221638,10
Gohir.A02G026700,1
Gohir.A12G118300,9
Gohir.D08G162900,10
Gohir.D10G056600,11
Gohir.D13G211952,10
Gohir.A11G190200,10
Gohir.A13G231600,10
Gohir.A07G152500,9
Gohir.A07G176300,6
Gohir.D07G141500,4
Gohir.A01G071500,1
Gohir.D06G197200,1
Gohir.D12G091700,10
Gohir.A02G000500,1
Gohir.A11G026000,1
Gohir.A05G137101,6
Gohir.D04G031000,10
Gohir.D02G181700,7
Gohir.D03G102200,0
Gohir.A03G146400,10
Gohir.A03G204400,10
Gohir.D04G028400,6
Gohir.A06G073900,10
Gohir.A02G046400,0
Gohir.D07G064800,10
Gohir.A03G171800,4
Gohir.D07G210000,9
Gohir.A05G211300,7
Gohir.A03G058900,7
Gohir.D11G188700,0
Gohir.A05G240500,0
Gohir.A07G080700,7
Gohir.A05G085900,10
Gohir.D08G019600,10
Gohir.D05G273900,1
Gohir.D06G042200,8
Gohir.D06G074400,1
Gohir.A12G006400,10
Gohir.A07G047000,10
Gohir.D09G066100,0
Gohir.D01G127100,1
Gohir.D13G137800,6
Gohir.D04G061800,10
Gohir.A01G165200,7
Gohir.A13G229000,9
Gohir.A10G170400,10
Gohir.A05G119700,6
Gohir.A09G211200,1
Gohir.A13G156900,0
Gohir.D11G106000,7
Gohir.D02G133900,1
Gohir.1Z049679,10
Gohir.D12G030600,10
Gohir.D05G291266,0
Gohir.A05G006200,6
Gohir.A12G212600,1
Gohir.A08G226500,10
Gohir.D11G346600,1
Gohir.A02G171700,9
Gohir.D04G153900,4
Gohir.D12G236800,6
Gohir.D05G081100,1
Gohir.A03G058100,1
Gohir.A13G150900,10
Gohir.D08G070900,1
Gohir.A07G198200,1
Gohir.A12G195200,6
Gohir.A09G072800,0
Gohir.D05G017800,5
Gohir.A07G010900,9
Gohir.A12G267400,9
Gohir.A07G012100,7
Gohir.D02G028200,6
Gohir.D08G163600,10
Gohir.D11G054600,6
Gohir.D11G221800,1
Gohir.A11G026100,10
Gohir.D06G188400,6
Gohir.D09G170900,10
Gohir.A01G054450,1
Gohir.A06G026000,10
Gohir.D01G193200,1
Gohir.A05G191600,0
Gohir.A07G221400,10
Gohir.A01G199700,10
Gohir.A07G046200,6
Gohir.A12G072900,10
Gohir.A08G015800,6
Gohir.D02G023400,6
Gohir.D01G001000,1
Gohir.A09G126400,1
Gohir.A05G135600,7
Gohir.A10G173500,6
Gohir.A13G110100,1
Gohir.D05G097300,4
Gohir.A06G034000,1
Gohir.A05G005900,1
Gohir.A06G133700,10
Gohir.A05G215000,1
Gohir.D10G014200,10
Gohir.A07G138900,6
Gohir.A01G195100,6
Gohir.D02G002500,9
Gohir.D05G170500,10
Gohir.A10G101275,10
Gohir.D07G158700,9
Gohir.A09G078900,10
Gohir.A11G006600,9
Gohir.A04G082900,7
Gohir.A08G156900,10
Gohir.A13G113200,1
Gohir.D08G178400,10
Gohir.D08G088800,7
Gohir.A06G187300,9
Gohir.D02G174900,6
Gohir.D01G163200,8
Gohir.D11G304306,0
Gohir.D04G157600,10
Gohir.A05G116600,7
Gohir.D05G312700,10
Gohir.A05G072000,10
Gohir.D02G195800,10
Gohir.D05G028200,6
Gohir.D12G122400,10
Gohir.D02G192800,2
Gohir.D01G054900,9
Gohir.A12G178500,10
Gohir.A02G057600,4
Gohir.D02G225300,0
Gohir.A12G272100,10
Gohir.D09G059100,10
Gohir.D11G268800,7
Gohir.D02G206848,7
Gohir.D13G209900,2
Gohir.D11G322100,1
Gohir.A08G010200,10
Gohir.A09G122500,1
Gohir.A01G123900,1
Gohir.D04G180900,10
Gohir.D03G002600,10
Gohir.D02G065800,9
Gohir.D03G165101,5
Gohir.D05G338700,0
Gohir.D07G051300,10
Gohir.D05G004400,1
Gohir.D02G009900,4
Gohir.D07G125100,4
Gohir.D11G345700,1
Gohir.D01G023409,5
Gohir.D06G010100,10
Gohir.A07G072500,7
Gohir.D11G007500,7
Gohir.A03G184300,2
Gohir.A09G016400,10
Gohir.A08G218000,7
Gohir.D12G268050,10
Gohir.D10G094500,6
Gohir.A02G108400,10
Gohir.D07G041900,4
Gohir.D02G001900,1
Gohir.A04G120700,1
Gohir.D05G237600,0
Gohir.D02G087333,10
Gohir.D10G208700,7
Gohir.A05G131800,10
Gohir.A04G019500,6
Gohir.D01G213500,10
Gohir.D11G117800,3
Gohir.A08G242500,10
Gohir.A03G154300,1
Gohir.D01G040700,1
Gohir.D11G252800,7
Gohir.A07G025900,1
Gohir.A12G249600,10
Gohir.D11G245900,10
Gohir.D02G081600,10
Gohir.D12G159500,7
Gohir.D03G171000,1
Gohir.D05G040400,1
Gohir.A03G185900,1
Gohir.D13G038900,11
Gohir.D01G085000,1
Gohir.D10G238372,7
Gohir.D04G169500,4
Gohir.D05G374000,1
Gohir.D11G334601,6
Gohir.D10G010500,9
Gohir.A02G141900,10
Gohir.D12G114600,0
Gohir.A04G057800,0
Gohir.A08G022100,6
Gohir.D04G085100,1
Gohir.D11G025626,7
Gohir.D08G240100,10
Gohir.D02G233500,1
Gohir.D12G195200,10
Gohir.D04G155600,1
Gohir.D12G083600,6
Gohir.A10G169600,3
Gohir.A09G094600,11
Gohir.A12G114400,6
Gohir.D03G038400,10
Gohir.A06G080300,6
Gohir.D06G013300,6
Gohir.D13G147300,1
Gohir.A09G232700,1
Gohir.D11G334700,7
Gohir.D08G132600,6
Gohir.A12G235400,11
Gohir.D03G032100,3
Gohir.A11G299900,10
Gohir.D01G113500,10
Gohir.A05G004000,1
Gohir.D11G027000,2
Gohir.A01G181500,10
Gohir.D05G226000,4
Gohir.A11G157400,10
Gohir.A01G212400,10
Gohir.A02G149400,10
Gohir.D03G153100,0
Gohir.A12G047600,1
Gohir.A13G205100,6
Gohir.D02G035100,10
Gohir.D04G146200,10
Gohir.A12G023100,10
Gohir.A02G125400,10
Gohir.D04G151300,1
Gohir.D11G025050,7
Gohir.A03G070300,5
Gohir.D12G015900,6
Gohir.D09G175200,1
Gohir.D09G216900,1
Gohir.A05G384500,10
Gohir.A03G019500,10
Gohir.D08G249300,1
Gohir.D01G094400,1
Gohir.D08G194000,3
Gohir.D05G037500,1
Gohir.A11G018900,1
Gohir.A07G198100,1
Gohir.A11G052300,1
Gohir.D13G240500,7
Gohir.D08G134800,6
Gohir.A01G009420,10
Gohir.A10G019700,1
Gohir.D12G103450,9
Gohir.D10G020500,1
Gohir.D08G241500,0
Gohir.A12G274800,10
Gohir.D11G193300,10
Gohir.D12G067400,7
Gohir.A09G000300,10
Gohir.A08G199100,1
Gohir.A05G137900,0
Gohir.A09G046246,10
Gohir.A05G016900,5
Gohir.A06G063300,7
Gohir.A08G079300,10
Gohir.A05G357800,10
Gohir.A01G050800,6
Gohir.D08G131700,11
Gohir.A08G078500,10
Gohir.D07G118000,10
Gohir.A10G032900,10
Gohir.A07G046400,7
Gohir.D07G107000,6
Gohir.D05G003400,6
Gohir.D12G124000,6
Gohir.D13G166500,10
Gohir.A11G044600,0
Gohir.D03G073656,10
Gohir.D01G073100,1
Gohir.D08G099800,7
Gohir.D06G138800,10
Gohir.A12G161400,10
Gohir.D07G198200,10
Gohir.A09G007900,10
Gohir.D12G215100,1
Gohir.A09G228500,1
Gohir.A09G088200,5
Gohir.D03G096700,5
Gohir.A11G045500,0
Gohir.D11G295000,2
Gohir.D02G228100,10
Gohir.A04G059026,10
Gohir.D12G227000,1
Gohir.A05G271900,6
Gohir.A11G067200,10
Gohir.D01G163900,0
Gohir.A11G031691,6
Gohir.A07G204400,10
Gohir.A13G234800,7
Gohir.A11G077300,10
Gohir.A10G109550,6
Gohir.A12G069300,9
Gohir.A06G119400,6
Gohir.A12G029400,10
Gohir.D05G117600,7
Gohir.D10G018500,1
Gohir.A02G103600,4
Gohir.A07G138400,10
Gohir.A01G084500,10
Gohir.A13G119000,10
Gohir.D11G074900,1
Gohir.D12G250400,10
Gohir.A12G139500,1
Gohir.D11G213000,1
Gohir.A03G136200,10
Gohir.D02G181200,6
Gohir.D11G224900,10
Gohir.A04G112700,4
Gohir.A01G044500,10
Gohir.D06G051500,1
Gohir.A01G145100,4
Gohir.D07G239500,10
Gohir.A06G089500,10
Gohir.D03G009000,9
Gohir.A04G114900,6
Gohir.D09G073300,10
Gohir.A09G194500,1
Gohir.D09G040500,10
Gohir.A04G040700,10
Gohir.D08G231800,1
Gohir.D05G274000,8
Gohir.A02G001300,10
Gohir.A04G073600,10
Gohir.D09G072400,0
Gohir.D10G138900,6
Gohir.A10G021700,0
Gohir.1Z054000,7
Gohir.D07G011125,1
Gohir.D12G272200,6
Gohir.D06G011700,1
Gohir.D11G219600,10
Gohir.D01G010900,9
Gohir.D07G019100,7
Gohir.A06G058400,1
Gohir.A05G240400,0
Gohir.D01G127200,1
Gohir.A07G227900,1
Gohir.D10G204700,0
Gohir.A07G044300,5
Gohir.A03G048300,0
Gohir.A10G185800,5
Gohir.D11G222800,9
Gohir.D01G168500,6
Gohir.A13G158400,6
Gohir.D12G132300,10
Gohir.D11G106400,7
Gohir.D09G136900,10
Gohir.A02G081300,11
Gohir.A05G409300,10
Gohir.D05G195250,10
Gohir.D01G109500,1
Gohir.D11G143800,0
Gohir.D04G051200,10
Gohir.D06G072800,3
Gohir.A07G103000,6
Gohir.A06G076800,6
Gohir.D12G215500,7
Gohir.D05G210450,0
Gohir.D11G015300,1
Gohir.D03G034600,1
Gohir.A01G139500,10
Gohir.D10G136000,1
Gohir.D07G043000,7
Gohir.D04G146900,1
Gohir.A12G248700,10
Gohir.D13G198000,1
Gohir.D10G088400,6
Gohir.A12G111400,10
Gohir.D08G184700,10
Gohir.A13G049933,6
Gohir.D02G020700,10
Gohir.A07G053800,1
Gohir.D06G029400,7
Gohir.D04G048900,4
Gohir.A13G001600,1
Gohir.A05G048700,0
Gohir.D07G234800,6
Gohir.A11G079200,6
Gohir.D11G264300,5
Gohir.D03G166500,0
Gohir.D03G146600,6
Gohir.D07G029100,10
Gohir.D07G234700,1
Gohir.A08G143600,10
Gohir.A13G085400,1
Gohir.D13G078400,10
Gohir.D05G285800,10
Gohir.D08G182500,1
Gohir.D05G217700,10
Gohir.D05G117500,10
Gohir.D07G048800,5
Gohir.D09G087900,5
Gohir.A12G156700,10
Gohir.A01G001300,9
Gohir.D01G175700,10
Gohir.D13G126600,1
Gohir.A07G136100,6
Gohir.D02G170400,10
Gohir.A03G022600,10
Gohir.A01G042200,10
Gohir.D12G117600,0
Gohir.A11G046900,6
Gohir.D05G145300,10
Gohir.D12G012800,1
Gohir.A02G124000,6
Gohir.A13G154700,10
Gohir.A11G321200,4
Gohir.D10G158500,10
Gohir.D06G115300,10
Gohir.D12G235000,1
Gohir.D04G014100,6
Gohir.A11G149300,10
Gohir.A07G159300,9
Gohir.A09G109000,10
Gohir.D05G225500,9
Gohir.A12G202500,6
Gohir.A05G300500,10
Gohir.A02G010903,1
Gohir.A02G137100,5
Gohir.A07G214700,5
Gohir.D09G005400,10
Gohir.D12G219200,6
Gohir.D05G117700,10
Gohir.A08G081200,6
Gohir.D07G173400,10
Gohir.A06G033400,0
Gohir.D08G258200,10
Gohir.D01G070900,10
Gohir.A08G055500,1
Gohir.D02G142000,0
Gohir.A10G201450,10
Gohir.A02G171300,1
Gohir.D02G186600,10
Gohir.D11G017600,10
Gohir.A01G066500,6
Gohir.A08G150200,1
Gohir.D13G160200,6
Gohir.A07G076500,6
Gohir.D11G219400,1
Gohir.A05G233100,6
Gohir.A03G218300,10
Gohir.A01G107700,6
Gohir.A07G038200,10
Gohir.1Z049357,0
Gohir.D12G263400,1
Gohir.D13G219600,5
Gohir.A09G116700,1
Gohir.D05G349100,1
Gohir.A01G107100,10
Gohir.D03G011200,10
Gohir.D05G059500,10
Gohir.D08G170300,9
Gohir.D09G130400,9
Gohir.A09G050800,9
Gohir.D05G202000,6
Gohir.A11G260300,7
Gohir.D05G194300,6
Gohir.A05G290100,0
Gohir.A02G016400,10
Gohir.A11G078200,0
Gohir.A13G056200,1
Gohir.D13G204600,10
Gohir.A05G021700,4
Gohir.A11G046966,9
Gohir.D07G168900,10
Gohir.D13G188500,0
Gohir.D06G034300,10
Gohir.A09G088100,5
Gohir.A07G197500,1
Gohir.A01G104200,10
Gohir.A01G206100,10
Gohir.D02G145000,6
Gohir.D03G159100,7
Gohir.D09G217600,1
Gohir.D06G201200,6
Gohir.D13G040700,10
Gohir.A09G209400,6
Gohir.D08G100800,9
Gohir.D06G014800,10
Gohir.D06G062000,7
Gohir.A03G176400,10
Gohir.A11G262100,6
Gohir.A11G172500,6
Gohir.D13G115500,10
Gohir.A12G070433,10
Gohir.A13G221300,10
Gohir.A03G049700,10
Gohir.D03G130900,1
Gohir.A12G027000,0
Gohir.A03G153400,11
Gohir.D05G154400,7
Gohir.D09G150200,4
Gohir.D10G116200,10
Gohir.D13G026800,2
Gohir.D12G229400,1
Gohir.D05G047700,6
Gohir.D13G124400,6
Gohir.D12G122100,9
Gohir.A10G016400,6
Gohir.D08G025000,9
Gohir.D07G126700,7
Gohir.A08G023100,6
Gohir.A08G100100,11
Gohir.A08G006400,1
Gohir.A09G152700,4
Gohir.A04G106100,10
Gohir.D03G130700,6
Gohir.A11G268900,6
Gohir.A12G066900,7
Gohir.A08G128300,10
Gohir.D11G235600,1
Gohir.D12G119000,10
Gohir.A05G207700,6
Gohir.A13G003400,4
Gohir.A11G042500,9
Gohir.D02G225700,0
Gohir.D05G229400,10
Gohir.A05G232900,7
Gohir.D11G160100,10
Gohir.A01G222100,7
Gohir.D06G116200,1
Gohir.D04G174100,9
Gohir.D12G247500,0
Gohir.D04G123600,6
Gohir.A05G008700,4
Gohir.D05G085300,10
Gohir.D05G345000,10
Gohir.D05G006600,1
Gohir.A12G127900,10
Gohir.A13G229600,6
Gohir.A01G156000,10
Gohir.A10G120450,9
Gohir.A13G151300,10
Gohir.D10G253200,10
Gohir.A13G228000,5
Gohir.D07G213600,6
Gohir.D05G345200,10
Gohir.D01G012700,10
Gohir.D13G180600,0
Gohir.D02G171100,6
Gohir.D03G142200,10
Gohir.D05G388700,1
Gohir.A12G054300,1
Gohir.A11G317100,7
Gohir.D11G265800,10
Gohir.D03G016800,1
Gohir.A06G130904,9
Gohir.D05G118600,1
Gohir.A05G388500,6
Gohir.A07G189300,9
Gohir.D03G002800,5
Gohir.D11G171000,0
Gohir.D05G090400,6
Gohir.A05G025000,6
Gohir.A02G074600,10
Gohir.A03G056800,6
Gohir.A07G196600,10
Gohir.D08G011000,5
Gohir.D12G214500,10
Gohir.A06G015200,6
Gohir.D08G048000,10
Gohir.D07G004700,6
Gohir.A05G030800,1
Gohir.A05G296700,7
Gohir.D05G257900,9
Gohir.A06G014100,7
Gohir.A05G109200,1
Gohir.D08G267400,2
Gohir.A11G255600,10
Gohir.D01G181700,7
Gohir.D12G267900,9
Gohir.D08G192100,0
Gohir.D09G156400,10
Gohir.D09G018400,5
Gohir.A05G180400,10
Gohir.D09G030900,6
Gohir.A07G064400,10
Gohir.A09G205900,9
Gohir.D10G067200,10
Gohir.D02G074000,10
Gohir.1Z057300,6
Gohir.D10G144400,4
Gohir.A05G307700,10
Gohir.A05G077400,5
Gohir.A07G127700,10
Gohir.A02G133800,7
Gohir.A03G016512,1
Gohir.A03G212100,1
Gohir.D06G212100,1
Gohir.A07G220100,10
Gohir.D05G156400,5
Gohir.D07G146200,0
Gohir.A05G089500,6
Gohir.D08G189500,10
Gohir.A05G112200,1
Gohir.A10G107800,10
Gohir.A07G182400,4
Gohir.D01G177000,10
Gohir.D05G159600,9
Gohir.D04G089600,10
Gohir.A07G229000,1
Gohir.D07G009600,0
Gohir.A04G039551,10
Gohir.A03G141300,7
Gohir.D07G207500,1
Gohir.A03G005400,10
Gohir.D01G108400,11
Gohir.D09G106200,10
Gohir.A03G022400,1
Gohir.D06G037400,1
Gohir.D12G070800,7
Gohir.A07G084627,10
Gohir.D03G067600,10
Gohir.D08G270300,0
Gohir.D09G064800,2
Gohir.A04G026900,6
Gohir.A07G088700,9
Gohir.A04G028300,10
Gohir.A01G193200,10
Gohir.A11G300900,10
Gohir.D05G216700,9
Gohir.A09G039400,10
Gohir.A10G237600,10
Gohir.D11G214000,6
Gohir.D12G016800,6
Gohir.D12G186300,10
Gohir.A03G186700,10
Gohir.A05G329100,10
Gohir.D01G058400,1
Gohir.A11G022600,6
Gohir.D01G163100,4
Gohir.D07G032300,2
Gohir.D11G118600,1
Gohir.D12G191100,10
Gohir.A11G243200,6
Gohir.A03G038000,1
Gohir.A10G093600,6
Gohir.A07G143000,10
Gohir.D13G031200,1
Gohir.D05G225300,6
Gohir.D05G009400,4
Gohir.D12G265000,0
Gohir.D04G061400,10
Gohir.A04G086800,10
Gohir.A08G222500,9
Gohir.D10G109201,10
Gohir.A01G086900,6
Gohir.D12G272900,10
Gohir.A13G129400,6
Gohir.D12G239000,10
Gohir.A05G023400,10
Gohir.D06G011000,2
Gohir.D01G182900,10
Gohir.D08G116100,0
Gohir.D13G203000,10
Gohir.D04G181000,10
Gohir.D02G236600,6
Gohir.A10G029750,0
Gohir.A08G081800,10
Gohir.D05G281700,7
Gohir.D01G190700,6
Gohir.D09G021700,6
Gohir.A11G243300,7
Gohir.D04G091400,0
Gohir.D04G041100,1
Gohir.A09G157200,9
Gohir.D01G101400,4
Gohir.D07G221300,5
Gohir.D05G026500,6
Gohir.A02G177100,5
Gohir.A04G008500,1
Gohir.D04G125500,6
Gohir.A02G098000,7
Gohir.A10G051800,0
Gohir.D10G100901,5
Gohir.A11G301625,1
Gohir.D05G195400,10
Gohir.D04G051100,1
Gohir.A09G142400,9
Gohir.D12G132200,9
Gohir.D12G022400,1
Gohir.A02G022300,6
Gohir.D02G202914,0
Gohir.D13G149600,10
Gohir.D09G132800,1
Gohir.D11G309500,1
Gohir.A01G162400,7
Gohir.D01G192001,2
Gohir.A08G141700,10
Gohir.D12G236600,11
Gohir.A04G061900,10
Gohir.D07G016600,1
Gohir.D12G117000,6
Gohir.D07G011900,10
Gohir.A07G122700,5
Gohir.D12G261800,11
Gohir.A06G037100,6
Gohir.D02G040200,6
Gohir.A09G002700,5
Gohir.A01G205200,5
Gohir.D11G340600,6
Gohir.D04G169000,10
Gohir.A07G152700,10
Gohir.D04G148100,7
Gohir.A02G138000,1
Gohir.D03G108800,10
Gohir.A01G104150,10
Gohir.A13G006300,6
Gohir.A11G306100,5
Gohir.D08G241400,0
Gohir.D09G037100,10
Gohir.A09G004600,7
Gohir.D13G203101,10
Gohir.A07G124733,1
Gohir.A09G101000,7
Gohir.A05G351800,10
Gohir.A12G189800,1
Gohir.D08G249700,6
Gohir.A05G360500,6
Gohir.D05G243300,6
Gohir.A09G227200,6
Gohir.A04G112300,10
Gohir.D13G052500,7
Gohir.D09G236400,0
Gohir.A10G193200,10
Gohir.D05G106000,1
Gohir.D09G231200,10
Gohir.A12G145500,6
Gohir.D09G148500,6
Gohir.D11G263800,7
Gohir.A07G181500,6
Gohir.A05G046900,6
Gohir.A01G018500,6
Gohir.D07G203100,0
Gohir.A05G155300,6
Gohir.A08G093200,1
Gohir.A04G014700,1
Gohir.A10G059300,10
Gohir.D13G186900,10
Gohir.D07G210400,10
Gohir.A09G043766,10
Gohir.D09G229600,1
Gohir.D12G066300,10
Gohir.A05G222800,1
Gohir.D05G080700,10
Gohir.A08G000169,5
Gohir.D05G194800,0
Gohir.D10G229100,5
Gohir.D07G178700,10
Gohir.D08G171300,1
Gohir.D11G002800,1
Gohir.A01G098001,1
Gohir.D08G021000,10
Gohir.A12G117500,10
Gohir.D11G312072,6
Gohir.D05G200700,6
Gohir.D04G112600,10
Gohir.A05G234133,6
Gohir.A04G112900,6
Gohir.D10G134500,1
Gohir.D13G122300,4
Gohir.D02G072500,1
Gohir.A05G036000,6
Gohir.D11G071700,6
Gohir.D10G124200,9
Gohir.D12G192700,0
Gohir.D03G116800,1
Gohir.D02G144000,7
Gohir.A01G024900,10
Gohir.A09G125900,6
Gohir.D07G239000,7
Gohir.D13G155500,10
Gohir.A01G100300,6
Gohir.D06G164600,10
Gohir.D09G079400,10
Gohir.D12G159600,6
Gohir.A04G091300,9
Gohir.A04G129000,9
Gohir.D04G049000,10
Gohir.A09G102850,10
Gohir.A09G014500,10
Gohir.A10G230400,7
Gohir.A11G031601,1
Gohir.A05G121900,6
Gohir.D11G334800,10
Gohir.D08G263300,10
Gohir.A11G253100,6
Gohir.A02G007100,10
Gohir.A11G240500,1
Gohir.D02G018600,3
Gohir.A06G023100,6
Gohir.A05G343300,4
Gohir.D11G129700,6
Gohir.D10G218000,10
Gohir.D04G055400,10
Gohir.D13G053700,10
Gohir.D09G123100,1
Gohir.D05G253000,7
Gohir.A06G016700,10
Gohir.A09G164000,10
Gohir.D03G156000,1
Gohir.D09G014100,10
Gohir.A01G043000,1
Gohir.D13G026000,6
Gohir.D10G204300,10
Gohir.D03G062200,1
Gohir.D12G082000,6
Gohir.D01G088000,7
Gohir.A01G202100,2
Gohir.D11G133100,10
Gohir.D11G148100,7
Gohir.A13G180600,0
Gohir.A05G116700,7
Gohir.A05G084500,0
Gohir.1Z049831,7
Gohir.A03G146100,0
Gohir.D11G018500,7
Gohir.A01G200900,2
Gohir.D11G271800,7
Gohir.D04G077600,10
Gohir.A05G342600,1
Gohir.D13G036700,10
Gohir.D01G075300,10
Gohir.D01G191000,11
Gohir.A02G128400,10
Gohir.A06G052300,9
Gohir.A05G327600,10
Gohir.A13G201700,9
Gohir.D07G024200,0
Gohir.D01G059200,9
Gohir.A04G128500,10
Gohir.A01G069600,6
Gohir.D09G094400,11
Gohir.A06G057900,6
Gohir.D03G157700,6
Gohir.D06G217200,10
Gohir.D08G058900,10
Gohir.A09G102300,10
Gohir.A07G005000,1
Gohir.A13G026100,5
Gohir.A13G088500,6
Gohir.D11G071100,10
Gohir.A13G141700,10
Gohir.A13G185700,5
Gohir.D11G317000,1
Gohir.D11G068900,8
Gohir.D03G012600,1
Gohir.A13G046200,2
Gohir.A10G061400,10
Gohir.A10G029150,1
Gohir.D11G120400,10
Gohir.A01G144400,10
Gohir.D11G111700,1
Gohir.A11G198000,10
Gohir.A08G238200,0
Gohir.D04G076500,1
Gohir.A12G005700,2
Gohir.D06G190400,7
Gohir.A01G085800,1
Gohir.A06G122200,1
Gohir.D04G174900,10
Gohir.D03G041800,6
Gohir.D12G144000,1
Gohir.D08G259400,5
Gohir.D12G129100,0
Gohir.D02G073000,5
Gohir.D01G022200,1
Gohir.D02G159500,10
Gohir.A05G097200,4
Gohir.A10G200850,10
Gohir.D03G085600,7
Gohir.A13G031100,10
Gohir.A07G005600,10
Gohir.A11G213800,1
Gohir.D09G219600,1
Gohir.A05G345300,1
Gohir.A10G105000,7
Gohir.A10G100333,7
Gohir.A10G042200,10
Gohir.D13G152212,0
Gohir.D04G118700,5
Gohir.A03G195100,9
Gohir.D07G198900,6
Gohir.D09G023500,6
Gohir.D04G174800,0
Gohir.D08G191900,6
Gohir.A07G045100,10
Gohir.A02G024200,4
Gohir.A13G207200,1
Gohir.D05G018500,1
Gohir.A09G024500,10
Gohir.A05G116500,1
Gohir.D06G172900,6
Gohir.D12G178500,1
Gohir.D13G048600,1
Gohir.A12G183300,7
Gohir.D05G199000,10
Gohir.D05G152150,9
Gohir.A08G159400,10
Gohir.D08G149600,10
Gohir.A07G126200,9
Gohir.A02G001600,1
Gohir.D13G010800,10
Gohir.A13G124500,6
Gohir.D09G131800,6
Gohir.A12G238600,6
Gohir.D09G222400,1
Gohir.A03G162000,0
Gohir.A05G152700,1
Gohir.D03G130500,6
Gohir.A07G232200,9
Gohir.A06G155600,10
Gohir.D01G094600,9
Gohir.A02G168800,10
Gohir.A13G205300,6
Gohir.A07G016800,1
Gohir.D05G342500,10
Gohir.D07G050200,1
Gohir.A06G030400,6
Gohir.D12G007900,9
Gohir.A12G102900,4
Gohir.D10G026400,10
Gohir.D07G006100,1
Gohir.A01G158200,1
Gohir.D04G025100,9
Gohir.A11G039700,1
Gohir.D04G141000,0
Gohir.D11G146100,10
Gohir.D08G103000,1
Gohir.D05G006800,10
Gohir.A05G309100,10
Gohir.A05G401700,1
Gohir.A03G215100,6
Gohir.A01G097900,6
Gohir.A05G119000,6
Gohir.A13G189200,4
Gohir.A08G174300,1
Gohir.D03G159400,1
Gohir.A10G035300,4
Gohir.A11G205800,10
Gohir.D13G004300,1
Gohir.A03G017100,6
Gohir.A06G102400,0
Gohir.D07G115200,10
Gohir.D02G187700,9
Gohir.D05G315400,11
Gohir.A06G078800,11
Gohir.A06G056000,10
Gohir.A07G114400,7
Gohir.D03G069001,9
Gohir.A03G164400,9
Gohir.A13G207500,10
Gohir.D13G162300,10
Gohir.D13G212400,6
Gohir.D13G095200,10
Gohir.D12G132800,4
Gohir.D07G019200,10
Gohir.A10G016600,5
Gohir.A05G060800,10
Gohir.A03G167100,0
Gohir.D05G360200,0
Gohir.D05G112600,1
Gohir.D13G142600,0
Gohir.A07G010700,7
Gohir.D03G125800,6
Gohir.A02G126900,1
Gohir.D06G156700,10
Gohir.D09G233600,9
Gohir.A01G194600,6
Gohir.A10G107200,6
Gohir.D02G190200,0
Gohir.D11G270600,10
Gohir.A07G197600,1
Gohir.A04G069300,6
Gohir.D11G199300,0
Gohir.A08G002200,0
Gohir.D09G022700,10
Gohir.D08G098900,10
Gohir.A02G037000,0
Gohir.D10G110500,9
Gohir.A11G265900,1
Gohir.A01G118300,10
Gohir.D06G212700,0
Gohir.D03G050800,3
Gohir.A01G114800,4
Gohir.D12G144100,9
Gohir.A12G073533,7
Gohir.D13G058800,10
Gohir.D08G088366,10
Gohir.A02G110300,10
Gohir.D04G066800,10
Gohir.D01G102060,10
Gohir.D09G012300,3
Gohir.D03G045200,10
Gohir.D10G246400,1
Gohir.D05G228600,10
