gene,umap1,umap2,program
Gohir.D05G013300,15.273152,4.2556515,10
Gohir.A11G046700,-3.8050473,2.3427246,9
Gohir.D11G235900,13.611661,4.5016994,10
Gohir.D11G119700,-3.9637446,2.0835552,9
Gohir.D11G126700,-4.184071,-4.196528,6
Gohir.A05G074600,14.913762,5.652744,7
Gohir.D05G364600,3.5261166,-1.5031378,11
Gohir.A06G071900,10.675234,6.6097274,10
Gohir.A05G264025,-1.4866792,-4.564511,6
Gohir.D10G041900,-4.6909494,-2.2163713,1
Gohir.A01G192250,-0.12814602,-3.0343075,8
Gohir.D13G183600,-5.321259,-0.06014042,1
Gohir.D01G104800,-0.19028686,4.7771454,5
Gohir.D11G180900,-1.1292605,6.015649,5
Gohir.A07G078300,11.8141985,1.8295695,10
Gohir.A05G135400,-5.0363717,4.387626,9
Gohir.D13G003900,-1.3644602,-4.9013233,6
Gohir.A07G027500,11.654351,1.7757152,10
Gohir.A09G052000,14.03672,7.1426287,7
Gohir.D08G236200,-4.7327175,-1.9235715,1
Gohir.D07G235300,11.890313,-0.20300892,0
Gohir.D06G100300,12.727231,3.5491416,10
Gohir.D11G156300,11.470971,4.687386,10
Gohir.A05G383400,14.7492485,2.3836923,0
Gohir.D01G129500,10.588898,-0.35586882,0
Gohir.A05G189000,-4.751744,-0.50524014,1
Gohir.D12G238200,-1.3804207,3.930857,5
Gohir.A03G046900,13.330037,-0.38998684,0
Gohir.D11G019600,11.528449,5.4798703,10
Gohir.D07G135800,-3.4550235,-3.359154,6
Gohir.A02G150400,-2.3852377,-4.675413,6
Gohir.D01G165300,15.435226,4.516878,7
Gohir.D11G287000,11.009461,4.6816425,10
Gohir.A06G150500,14.342617,5.143553,10
Gohir.A12G267200,-2.0300062,-0.45695472,4
Gohir.D11G074300,1.3760005,-2.4386628,2
Gohir.A01G181400,14.123919,1.0917828,0
Gohir.D10G032100,-4.1580806,1.0269755,1
Gohir.D09G150600,13.598238,2.7760386,10
Gohir.D13G196330,14.411317,4.427465,10
Gohir.D12G196500,12.847483,6.162784,7
Gohir.A02G076900,-6.4311724,-0.4503477,1
Gohir.D12G083700,-1.9636172,5.497942,5
Gohir.A04G035600,14.085125,4.6419015,10
Gohir.A09G157800,11.582281,6.1105227,10
Gohir.D04G072200,-4.7372065,-3.8444695,6
Gohir.A11G215400,-0.049058396,5.495312,5
Gohir.D05G274100,-2.8774633,-3.7191432,6
Gohir.D02G123600,-6.607204,-1.7407694,1
Gohir.A05G013100,-2.0187573,4.969057,5
Gohir.D05G001000,-3.0979352,3.128335,9
Gohir.D11G272300,13.785076,4.3526278,10
Gohir.A12G050400,-5.398248,0.043732625,1
Gohir.D07G022500,14.485251,8.187724,7
Gohir.D02G005200,-5.5884237,-2.2447743,1
Gohir.A13G033700,15.025874,4.3040457,7
Gohir.A01G019000,-1.5352156,5.91414,5
Gohir.D05G147765,-5.1986237,-2.184007,1
Gohir.A03G057700,-4.5493226,4.737938,9
Gohir.D12G167000,9.081613,0.29400015,0
Gohir.D09G024100,-6.6863117,1.1877662,1
Gohir.A12G261932,10.717196,2.9656188,10
Gohir.A05G140200,-1.6456294,-2.7488842,6
Gohir.A03G147900,-1.7603706,-0.99795324,6
Gohir.A11G284200,-1.5056951,-0.83760136,4
Gohir.D10G054700,-2.391522,-3.0716515,6
Gohir.A12G246400,10.917126,0.2802985,0
Gohir.D11G344500,-3.4805894,-4.71283,6
Gohir.D06G056200,-1.0101105,-4.519298,6
Gohir.D13G210400,-2.854371,-3.2777236,6
Gohir.D11G323700,-0.25642478,5.676542,5
Gohir.A08G184200,0.7312823,6.297388,5
Gohir.A02G106700,12.539654,6.9994206,7
Gohir.A03G093100,8.880014,3.6950645,7
Gohir.D02G185200,9.94703,4.42374,10
Gohir.D07G167100,-3.5823357,1.9294747,4
Gohir.D01G004550,12.417933,-0.63923544,0
Gohir.D01G056600,10.718185,7.755061,7
Gohir.D09G108900,11.230139,7.8919168,7
Gohir.A03G049300,-2.8020394,-0.5429989,6
Gohir.D05G170100,-3.5134747,-1.7861125,6
Gohir.D04G066600,-2.0736701,-3.6032043,6
Gohir.A04G032700,15.269049,4.274794,10
Gohir.D05G087800,0.5794013,6.1087112,5
Gohir.D11G347800,-0.50504833,1.0684823,4
Gohir.D12G257600,-1.1351197,4.8247137,5
Gohir.D11G224000,7.433461,1.8137703,3
Gohir.A09G135000,0.33961093,-1.8351817,2
Gohir.A11G044700,-5.7350135,-1.4345163,1
Gohir.A01G104400,14.045749,7.623738,7
Gohir.D11G120600,-5.8153396,2.84025,9
Gohir.D05G120700,-3.6872663,-1.3436688,1
Gohir.D04G086400,9.924694,5.42215,10
Gohir.A09G110000,-2.8200889,1.701219,1
Gohir.A12G117600,-5.1903443,1.9415978,1
Gohir.A12G175800,-2.3510897,-3.0356827,6
Gohir.D04G148700,-1.4170054,-2.3756866,6
Gohir.A09G108200,-3.497145,3.9889278,9
Gohir.A05G185500,-2.436986,-3.9396527,6
Gohir.A08G165500,-1.1394762,5.127358,5
Gohir.A08G091900,-5.7986484,0.5726346,1
Gohir.A11G193200,-0.4255825,5.0038857,5
Gohir.D04G170800,-5.377167,0.002981893,1
Gohir.A04G074500,-3.7573578,3.460556,9
Gohir.D05G074100,-2.5032868,-1.6019535,6
Gohir.A07G231300,-0.29258403,-2.2429645,2
Gohir.D05G331000,-2.406446,-0.604572,1
Gohir.D06G209100,-1.5957553,0.6093949,4
Gohir.D01G042734,-0.80706257,-4.6410832,6
Gohir.A07G190600,-3.6574054,3.97147,9
Gohir.A01G135200,-1.811829,-3.4036634,6
Gohir.D05G137400,-4.7933917,4.4335575,9
Gohir.D10G066500,-0.52122176,5.0932455,5
Gohir.A05G261900,14.862492,4.684941,10
Gohir.D12G194700,15.213617,4.4009295,7
Gohir.A07G179300,12.207788,6.955524,7
Gohir.D05G119100,-4.4531274,-2.4470048,1
Gohir.D03G118100,-2.422438,-0.04833354,4
Gohir.D13G139800,-1.2814476,5.452958,5
Gohir.A05G005600,2.72087,-0.8480459,11
Gohir.A08G071500,0.8112609,6.1381254,5
Gohir.A10G189300,-5.1179366,-2.3090634,1
Gohir.D13G090200,14.247148,7.570678,7
Gohir.D05G213100,-3.527271,3.7159934,9
Gohir.D11G311300,-1.9611216,5.0321927,5
Gohir.A08G103100,0.4131273,-1.612044,2
Gohir.D07G049600,11.583415,3.7861786,10
Gohir.D08G051800,13.502317,1.5587355,0
Gohir.A01G189600,-4.3550286,1.985072,9
Gohir.D05G110100,-3.23866,-2.1712434,6
Gohir.A05G078200,-2.7196803,1.4810476,5
Gohir.D05G210100,-5.5625453,-3.5960042,1
Gohir.A03G032600,-2.7388868,2.2645018,4
Gohir.A13G118500,-2.3648,1.670995,4
Gohir.D08G092866,-3.0651414,-1.4815238,6
Gohir.D12G192900,-3.6298583,-4.3433237,6
Gohir.D08G097800,-2.270105,-2.9757414,6
Gohir.A10G057800,-3.721882,-2.3559659,6
Gohir.D09G004100,14.942136,5.1842027,7
Gohir.D03G155400,-4.484026,-0.9214443,1
Gohir.A01G070900,2.687688,-1.1664103,11
Gohir.D12G009800,-3.0071504,-1.0275041,6
Gohir.D05G260600,10.97515,-0.26558417,0
Gohir.A13G030900,9.68899,-0.4817274,0
Gohir.D08G179832,13.356575,7.23724,7
Gohir.D05G363600,-4.4036074,-1.8071327,1
Gohir.D10G036000,-0.53389966,1.2989583,4
Gohir.D05G170300,-3.569035,5.2580814,4
Gohir.A06G176900,-5.1952195,-3.827729,6
Gohir.A12G035100,-5.2142696,4.5242286,9
Gohir.A06G182000,-2.840985,0.81335443,1
Gohir.D02G051700,-0.56806695,5.892301,5
Gohir.D13G186100,-1.5320102,4.1006947,5
Gohir.D09G146700,14.342138,4.8102474,7
Gohir.D05G288400,-3.1960735,0.31576672,1
Gohir.D11G275200,11.394982,5.9189014,10
Gohir.A01G137500,13.104568,3.7841265,10
Gohir.D04G101700,-5.903988,0.824063,1
Gohir.A07G150800,-3.0551455,2.376281,9
Gohir.A06G197300,14.982134,4.233633,10
Gohir.A01G186800,9.305491,2.161738,10
Gohir.A07G130900,13.388438,7.0001616,7
Gohir.D13G021000,-3.647865,2.9253623,9
Gohir.A13G095400,-1.339982,-0.0050952607,4
Gohir.A07G022261,-1.7809399,-0.8050367,6
Gohir.D05G170600,-1.0148388,5.359235,5
Gohir.A05G389000,-4.248587,-0.8797492,1
Gohir.A08G019000,-5.442926,-1.8961532,1
Gohir.D11G341400,-5.998435,-1.2715005,1
Gohir.A05G316000,-3.6776617,3.855443,9
Gohir.A05G078300,-4.20834,1.032126,1
Gohir.A09G153132,12.608721,1.4180709,0
Gohir.D08G188832,14.2176075,1.2712352,0
Gohir.D08G247950,11.085342,3.2122543,10
Gohir.A09G151700,-1.8309197,1.8316104,4
Gohir.D07G011000,11.854394,7.3326225,7
Gohir.D03G053400,8.564647,1.0894248,3
Gohir.D05G195700,-3.567886,5.283736,9
Gohir.A12G101600,14.1975,2.5258505,10
Gohir.D12G044900,-3.2782564,-3.8628552,6
Gohir.D01G059600,11.516625,5.234636,10
Gohir.D10G090166,-3.2951617,3.2739127,9
Gohir.D12G100900,7.1056595,-0.08056484,3
Gohir.D13G142700,9.692093,2.3032043,10
Gohir.A05G331600,13.971282,1.2762269,10
Gohir.D11G142800,7.204677,1.5761594,3
Gohir.A05G198000,-2.518289,-4.4874835,6
Gohir.D12G139600,1.8771017,-2.205503,2
Gohir.D09G148100,10.685739,0.8723848,0
Gohir.D10G060400,12.652592,1.3603772,10
Gohir.A02G068203,14.336165,5.704542,7
Gohir.D02G063400,-2.5833144,2.3025548,4
Gohir.D05G283802,-1.512199,5.363611,5
Gohir.D07G047900,9.34236,0.6425027,0
Gohir.D09G240200,-5.19593,-2.2765672,1
Gohir.A08G093100,-6.3968716,1.5777612,1
Gohir.A08G033400,13.034218,1.5360465,0
Gohir.D09G234600,-0.5683406,-2.7052007,1
Gohir.A10G167900,-4.5835047,-4.542456,6
Gohir.D09G046400,-2.521159,-1.7269124,6
Gohir.A05G306400,-4.8420095,-0.39941153,1
Gohir.D01G196900,15.392307,4.335106,7
Gohir.A09G044000,-0.9111929,5.5274415,5
Gohir.A07G169300,-4.159442,4.175655,9
Gohir.A07G027000,-5.4231467,0.4962129,1
Gohir.D10G235200,-0.9360866,-4.012729,2
Gohir.D04G087200,12.673288,7.16767,7
Gohir.D03G146100,14.429047,3.6867366,10
Gohir.A12G103000,-5.447359,3.9418077,9
Gohir.D06G040500,-0.8333674,-4.0356784,2
Gohir.A06G126700,-1.9010665,-1.5964956,6
Gohir.D11G142100,-3.9730706,4.9538455,9
Gohir.A10G232700,-0.7933457,-4.59756,6
Gohir.A07G230700,-0.4567707,-1.9753344,2
Gohir.D08G247000,12.156194,2.957203,10
Gohir.A08G061600,11.891396,7.643433,7
Gohir.A02G111200,11.461599,5.6178603,10
Gohir.D02G133000,-4.526163,-4.6327963,6
Gohir.D07G203800,-4.1373043,3.7545614,9
Gohir.A08G235000,8.341301,0.85534716,3
Gohir.D10G214200,-6.995983,1.901809,1
Gohir.D12G108400,2.9498243,-2.1356,11
Gohir.D12G152800,9.706986,0.3593712,0
Gohir.A09G191400,-3.3175147,-4.5498095,6
Gohir.D09G122700,-5.4915047,-1.6677241,1
Gohir.A05G305300,10.888019,-0.14663209,0
Gohir.A03G028100,-5.4245934,-1.7586218,1
Gohir.A04G101800,12.020021,1.4851667,0
Gohir.A11G327600,-0.45897263,1.432655,4
Gohir.A06G099400,-2.2848454,-2.0429096,6
Gohir.D05G050600,11.14469,3.0774398,10
Gohir.A13G100200,13.69083,6.6602755,7
Gohir.A01G024600,-5.0664644,-1.9519528,1
Gohir.A05G332400,-6.379383,-2.46563,1
Gohir.D13G152264,14.603132,4.8139563,10
Gohir.A11G168700,-0.9155785,5.356279,5
Gohir.D11G318800,12.552442,5.004503,10
Gohir.A13G218900,-5.869392,-0.18986459,1
Gohir.D01G199000,-3.779113,4.484187,9
Gohir.D05G023200,-3.5819104,3.8913476,9
Gohir.D08G227300,9.940814,0.024107615,0
Gohir.A03G071000,-0.36447406,1.4259202,4
Gohir.A01G143900,12.324893,1.9387369,10
Gohir.A07G127200,-0.43092993,-2.7323925,2
Gohir.A02G031800,13.297044,2.9986174,10
Gohir.D11G071200,13.441178,5.829849,10
Gohir.D05G175100,-1.7260873,-3.36004,6
Gohir.D03G139700,3.7862082,-1.9293337,11
Gohir.D13G225900,-4.4432883,-1.6263257,1
Gohir.A10G205800,-4.0485,4.114203,9
Gohir.D12G067000,-3.5898237,-2.7580814,6
Gohir.D09G072500,9.435796,0.31194928,0
Gohir.A02G170200,12.931735,1.696889,0
Gohir.D08G012000,0.60279953,6.0016613,5
Gohir.A09G031400,13.924986,6.963343,7
Gohir.D01G150500,11.8319,-0.25110757,0
Gohir.D10G252200,-3.5717802,-3.5155804,6
Gohir.A06G101400,5.1765656,-0.9963803,11
Gohir.D03G026700,-3.5306118,-3.056781,6
Gohir.D07G016800,12.129011,3.3596745,10
Gohir.D07G132100,13.536366,6.6810937,7
Gohir.D12G177000,13.171854,7.5467653,7
Gohir.D13G203400,12.178992,5.859296,10
Gohir.A12G201300,3.4204576,-0.94539064,11
Gohir.A07G198000,-2.943151,1.5677279,4
Gohir.D13G083900,-2.936376,-1.26413,6
Gohir.D04G053700,-6.6308317,1.9290056,1
Gohir.A05G160800,14.406677,4.538967,10
Gohir.A03G010500,-3.1159146,-2.3889692,6
Gohir.D09G105800,-1.1648395,4.7920957,5
Gohir.A12G157000,-1.6964587,-3.4026263,6
Gohir.A08G180300,-4.939809,-3.8445323,6
Gohir.A05G000700,-3.0757465,2.264986,4
Gohir.D09G027800,13.178954,1.3569217,0
Gohir.A05G145300,-5.5560174,-0.65458924,1
Gohir.D10G169300,11.82081,0.4958559,0
Gohir.D05G119900,-4.4363937,-1.369634,1
Gohir.D10G102400,-5.2930336,-2.3317492,1
Gohir.D05G282500,-2.5238724,-3.607462,6
Gohir.A10G154000,-3.9158213,0.728738,1
Gohir.A01G151436,10.567276,8.229922,7
Gohir.D06G142100,-1.6569465,-1.04097,6
Gohir.D08G150300,13.399136,5.794218,7
Gohir.A13G135300,-1.4230897,5.155817,5
Gohir.A02G040500,-1.0501434,5.0484734,5
Gohir.A05G142500,-5.116941,0.46405745,1
Gohir.D13G087100,-6.0165176,3.4526758,9
Gohir.A09G239300,-6.2850094,-0.6789277,1
Gohir.D11G276600,11.229604,7.3953223,7
Gohir.D05G321600,-5.1852827,-1.7871608,1
Gohir.A05G225100,4.192987,-0.4793475,3
Gohir.A06G051400,-6.1307483,1.7393807,1
Gohir.D01G137751,14.666613,2.720337,10
Gohir.D07G191400,-2.5713065,-4.521854,6
Gohir.D11G295266,-6.2053595,-2.2431953,1
Gohir.A04G028000,-3.0897982,-3.5000439,6
Gohir.D09G157000,-2.072128,-3.2503505,6
Gohir.D06G128300,15.095773,5.0687356,7
Gohir.A05G219500,-0.91660285,5.2555346,5
Gohir.A06G165700,9.9072275,1.4009186,0
Gohir.A05G034100,-4.9436617,-0.9713566,1
Gohir.A08G137300,-3.5270703,1.683887,4
Gohir.D06G106700,-5.469413,0.4883199,1
Gohir.A12G091600,9.52508,1.6620946,10
Gohir.A12G237900,11.689274,6.172698,10
Gohir.A06G029800,-4.3797255,1.2223887,1
Gohir.A12G250000,11.289209,3.6664443,10
Gohir.A12G128700,13.457087,5.7310195,10
Gohir.A01G172100,2.3765795,-0.83489865,4
Gohir.A09G020100,-6.97382,-1.2806067,1
Gohir.A03G149900,11.382358,-0.23407274,0
Gohir.D11G084100,14.33159,7.953746,7
Gohir.A06G161100,-1.6781085,0.3834725,4
Gohir.D08G032800,0.72045857,-1.4577222,2
Gohir.D07G006500,13.26936,7.4446907,7
Gohir.D05G266000,9.45758,-1.7560405,8
Gohir.A03G050300,-2.3660486,3.8210237,5
Gohir.D08G222000,13.803042,6.8554864,7
Gohir.D02G164700,12.208433,7.099145,7
Gohir.D03G035600,-1.9183718,-3.3499146,6
Gohir.A05G106300,15.070637,4.548956,7
Gohir.D07G231366,-4.1459036,-4.2249517,6
Gohir.D05G174200,8.341983,1.7652993,3
Gohir.D04G038800,9.892639,-1.4148628,8
Gohir.D10G204100,12.0331955,3.455586,10
Gohir.A08G092300,-2.202931,1.6703856,4
Gohir.A03G114700,13.598708,1.9574964,0
Gohir.D08G067700,-1.3469179,-2.2129052,2
Gohir.A04G097300,-3.1680784,1.6784813,4
Gohir.D06G024300,-1.8274263,-4.6226234,6
Gohir.D08G253600,9.13383,2.3665402,10
Gohir.A08G233200,14.322904,3.0773926,10
Gohir.D08G217200,5.0774045,-0.60061574,11
Gohir.A05G082500,-0.9829215,5.1658053,5
Gohir.A03G184100,2.499084,-1.9653543,2
Gohir.A02G018400,11.012889,-0.45418623,0
Gohir.D06G126500,-0.71663684,-2.0706508,2
Gohir.D02G216100,-5.3279552,2.520678,9
Gohir.D01G213100,-5.0028934,1.3363075,1
Gohir.A05G327500,-1.8599237,5.4158497,5
Gohir.D01G078400,-4.179217,4.766505,9
Gohir.A12G048100,-0.14898378,-2.4887836,2
Gohir.A05G246700,-0.25596315,-2.4721978,2
Gohir.D10G254400,-1.1349013,0.5932136,4
Gohir.D11G216300,-1.6193395,5.31111,5
Gohir.A06G174800,13.205729,-0.6548098,0
Gohir.A08G172400,10.282339,3.9801366,10
Gohir.D03G164800,8.458846,2.3376176,3
Gohir.A10G041100,-3.999067,-2.6124132,6
Gohir.D08G056300,-0.28024155,1.304875,4
Gohir.D13G223600,13.745013,7.549242,7
Gohir.A11G189200,-6.132417,3.3151946,9
Gohir.A05G275050,-2.346419,-0.56016374,6
Gohir.A12G072700,13.030656,7.1503396,7
Gohir.A11G227700,-2.1800165,-2.086968,6
Gohir.A05G086600,-5.5489407,-3.6442852,6
Gohir.D09G150050,-6.5288453,0.39382684,1
Gohir.A07G041100,-4.488043,0.4171656,1
Gohir.D13G207500,-2.7294362,2.2552984,4
Gohir.A07G200700,14.879008,4.5912094,10
Gohir.D06G159000,-3.15315,-2.7250504,6
Gohir.D11G134600,-2.9650397,-4.346654,6
Gohir.A10G153300,-1.2055365,-1.6578963,1
Gohir.D01G037500,-2.0995364,-5.066577,6
Gohir.D05G284700,-5.292099,1.7474638,1
Gohir.A07G037600,-1.840752,0.12366742,4
Gohir.A13G030800,9.453687,1.8121303,10
Gohir.D01G197500,-3.503974,1.8130474,1
Gohir.D10G144300,-3.5779397,5.8780274,3
Gohir.A05G334000,-5.3713675,-3.6790311,6
Gohir.D03G129500,2.9606435,-2.237373,11
Gohir.A04G138400,-3.0263226,3.2849057,9
Gohir.D04G083800,11.711031,7.7997026,7
Gohir.A10G044000,10.288492,0.69230455,0
Gohir.D03G100000,-3.8334877,0.850247,1
Gohir.D13G146000,13.423903,-0.46685183,0
Gohir.A10G065000,-0.8909088,5.2604203,5
Gohir.D05G347800,13.655085,4.5875635,10
Gohir.A11G135800,-3.9447098,4.94934,9
Gohir.A11G212700,-5.385232,-1.2974852,1
Gohir.A05G319700,12.890936,2.6045794,10
Gohir.A01G042800,-2.157482,-1.1245471,6
Gohir.A06G208500,-1.3821259,-2.2253711,2
Gohir.A02G049200,9.105417,3.5124547,10
Gohir.D04G020900,-3.2122083,-3.609454,6
Gohir.D07G224100,-3.558703,-1.2640518,1
Gohir.D10G212100,9.909159,4.984903,10
Gohir.D03G150800,-3.389518,-1.8805519,6
Gohir.A03G102500,14.704067,2.6238968,0
Gohir.A13G155600,-3.577098,-1.8912913,9
Gohir.A08G038600,-3.3286638,2.481785,9
Gohir.D01G210700,-4.78147,-2.7045872,6
Gohir.A08G022400,1.7422284,-0.98913896,4
Gohir.D06G006400,-3.5909615,5.6954145,3
Gohir.D11G042500,-4.458754,-0.89202374,1
Gohir.D13G196365,-4.11838,-3.458632,6
Gohir.A08G233400,9.1850815,2.244952,10
Gohir.D11G017700,2.8444464,-1.978745,2
Gohir.A01G203600,-0.70921123,-2.7340708,2
Gohir.A09G028700,-1.7194003,-4.270662,6
Gohir.D11G072100,13.454568,1.7875836,0
Gohir.A02G172600,13.693087,2.7231119,10
Gohir.D06G018700,-5.82343,-2.8641233,1
Gohir.D01G079500,12.697103,5.6220098,10
Gohir.D07G109300,-1.7250879,4.0756807,5
Gohir.D12G179800,13.293587,1.0362502,0
Gohir.A12G211800,11.962088,1.9437013,10
Gohir.D13G149300,-4.0944214,0.09312441,1
Gohir.A12G076000,-0.20901437,6.4991536,5
Gohir.D05G208700,14.898718,3.6302633,10
Gohir.A08G004500,-1.9423592,-3.3408818,6
Gohir.D02G231500,-2.326293,3.4616873,5
Gohir.D07G019800,11.410147,3.3785646,10
Gohir.D03G136000,-6.269553,2.8048258,9
Gohir.D03G025600,-1.032669,4.607881,5
Gohir.A01G093900,-4.765308,4.2889967,9
Gohir.D06G083200,12.679303,0.23115616,0
Gohir.A10G072000,0.69852835,5.9458637,5
Gohir.A04G080500,-5.953698,3.249062,9
Gohir.A09G097700,9.933072,4.6274943,10
Gohir.A01G073900,-6.6409783,1.9831117,1
Gohir.A06G204700,0.8374974,-2.6148636,2
Gohir.D07G019700,9.598314,1.6654913,10
Gohir.D13G225200,-0.29344672,1.3787975,4
Gohir.A11G292500,-0.12861483,-3.019036,8
Gohir.A11G101300,14.178357,7.4177833,7
Gohir.A09G173000,9.0731,0.90103555,0
Gohir.A05G139000,-0.74361473,-3.3972144,2
Gohir.D07G229800,-5.046288,0.15345553,1
Gohir.D06G193500,-4.123321,5.1534944,9
Gohir.A05G237400,-0.8601877,4.7393994,5
Gohir.D02G076900,-0.29751238,-3.19239,2
Gohir.A13G211500,-2.6506279,-3.816081,6
Gohir.A12G271200,13.095294,2.7269459,10
Gohir.A01G095300,12.567357,5.8079805,10
Gohir.A10G233900,-1.3484145,0.20312211,4
Gohir.D03G041200,-4.1026106,2.7326183,9
Gohir.A07G101600,13.564183,1.8369235,10
Gohir.D09G030800,-0.3197342,-3.960147,2
Gohir.D08G205900,0.42746973,6.01188,5
Gohir.A05G204000,13.893531,1.7060044,10
Gohir.A05G289500,-5.081959,3.618504,9
Gohir.D10G177000,-1.9428777,-3.6580937,6
Gohir.A13G094300,13.220314,5.5559144,10
Gohir.A05G048300,-4.2897215,0.17574835,1
Gohir.D02G134500,-3.27924,-3.6754146,6
Gohir.A12G240000,9.297662,-0.38211375,0
Gohir.A10G231175,11.502658,5.7975864,10
Gohir.A13G103800,12.47883,2.2164347,10
Gohir.A11G003201,-3.7528362,2.4816613,9
Gohir.A08G215900,-3.8618054,-3.5042517,6
Gohir.A03G170200,-5.6919303,1.4079804,1
Gohir.A09G165400,13.022354,7.4019217,7
Gohir.D07G093700,-5.7374344,3.5924432,9
Gohir.A11G002500,12.725695,5.226563,10
Gohir.A03G098800,-2.719624,-0.2508434,6
Gohir.A10G154300,14.512267,4.7678876,7
Gohir.D11G198900,-3.8577824,-4.0033474,6
Gohir.A07G133600,14.569661,1.9720459,0
Gohir.D10G128100,12.555223,7.43398,7
Gohir.D02G037300,-4.3041253,4.1455417,9
Gohir.A05G378100,10.287948,3.5348191,10
Gohir.D08G106600,-1.9101642,-1.7010076,6
Gohir.D04G086200,-1.8181808,-0.8518668,6
Gohir.D02G108900,-1.6242685,4.5603433,5
Gohir.A11G245200,-4.926545,3.7971923,9
Gohir.A03G130900,3.0014963,-1.7819122,11
Gohir.A02G056300,9.655875,3.717552,10
Gohir.D08G202200,13.959833,7.6125975,7
Gohir.D08G121900,5.9681883,-0.39096606,3
Gohir.D10G243400,-0.9458277,-3.7419558,6
Gohir.D09G147400,-1.3772169,1.7415459,4
Gohir.A03G145001,9.734379,0.49878538,0
Gohir.A06G182900,4.8960185,-1.0044591,11
Gohir.A07G021800,-1.0511405,5.990831,5
Gohir.D07G145700,-2.3393054,4.3919373,5
Gohir.A03G212800,-0.8391109,6.061016,5
Gohir.D10G055200,-4.9941707,-1.8271825,1
Gohir.A12G135600,2.3161144,-2.036684,11
Gohir.D09G064100,-0.38953328,1.2857497,4
Gohir.D13G108800,-1.975543,-4.5943203,6
Gohir.D06G122200,10.864902,5.662541,10
Gohir.D11G141400,-3.790589,3.9251359,9
Gohir.A02G170700,-0.8672283,4.9602723,5
Gohir.D05G062300,13.782441,0.6588281,0
Gohir.D08G163800,13.7953005,2.9328039,10
Gohir.D09G183400,-1.143906,-4.5966964,6
Gohir.A02G015700,-5.7714334,-0.3616778,1
Gohir.D10G228200,12.257452,6.959579,7
Gohir.A10G221300,-2.6284785,-4.9318547,6
Gohir.D08G184200,-0.82606757,5.4190893,5
Gohir.A10G047611,-2.4333832,3.2694836,5
Gohir.A06G022800,-0.7922952,-4.6328826,6
Gohir.D05G159300,-2.2095878,-4.723754,6
Gohir.D07G082000,3.253842,-1.1851673,11
Gohir.A03G190800,-0.94566345,5.7102885,5
Gohir.A07G065600,-0.9492408,5.2561293,5
Gohir.A06G187400,-0.59615576,-2.6958838,4
Gohir.D02G058200,-2.6360707,-2.160941,6
Gohir.A05G366900,2.9434433,-1.376578,11
Gohir.D08G137300,13.11581,0.2786037,0
Gohir.D05G388600,-2.6564896,4.0728974,5
Gohir.A06G021600,13.477268,5.7992187,7
Gohir.A06G113300,11.353792,-1.1562742,0
Gohir.A08G204400,-0.9951483,-2.1384137,2
Gohir.D05G237901,-2.146185,-3.9126103,6
Gohir.D08G033600,-3.5234606,-2.3236806,6
Gohir.D09G173000,11.659382,1.0508323,0
Gohir.A08G139400,-3.7289093,3.718739,9
Gohir.A12G178000,9.636016,-0.5265068,0
Gohir.D11G065400,-3.5410824,3.9361227,9
Gohir.D10G056200,-3.278382,0.5225706,1
Gohir.A09G211625,-3.4239717,1.3925766,1
Gohir.A10G218600,11.763921,7.7992644,7
Gohir.A04G009400,-5.9555707,3.8003035,9
Gohir.D09G174700,14.206358,7.378615,7
Gohir.A09G220132,-0.59382814,-1.6363688,2
Gohir.D04G076200,-4.556706,-3.7374918,6
Gohir.A01G185000,-1.604256,-3.3976219,2
Gohir.D06G019400,9.218945,0.2989434,0
Gohir.D10G203500,-3.5644004,3.1782155,9
Gohir.A12G097800,11.194539,5.7232623,10
Gohir.A01G225500,13.882454,5.758614,7
Gohir.A13G067700,-3.1106043,-5.113173,6
Gohir.D05G299900,10.170996,5.6492214,10
Gohir.A12G030500,-5.7120047,3.4869783,9
Gohir.D08G202700,0.6974133,6.2404923,5
Gohir.A12G236900,12.943237,7.094193,7
Gohir.D11G090400,2.9218206,-1.9827052,11
Gohir.D04G154500,8.332674,1.8980862,3
Gohir.D12G240700,13.119982,5.5807405,10
Gohir.D04G092400,14.494093,4.026275,10
Gohir.D05G119800,12.232944,3.66965,10
Gohir.D05G242500,-1.0940772,-3.854419,6
Gohir.A04G120300,-5.496732,1.7201557,9
Gohir.D11G162000,8.622817,3.1547968,10
Gohir.D10G053500,12.704028,-0.083731554,0
Gohir.D11G120300,-3.211521,1.1010401,4
Gohir.D12G213500,-1.6333699,-5.0998955,6
Gohir.D05G036200,-0.308592,-3.1670392,2
Gohir.A11G200248,14.5476055,5.0541406,7
Gohir.A10G017800,-5.3716373,1.2329658,1
Gohir.A09G189400,-6.1130776,-0.29614055,1
Gohir.D03G006300,-0.46129063,1.2435489,4
Gohir.D05G345100,12.138095,6.6640463,7
Gohir.D09G054200,-1.4724615,4.233204,5
Gohir.D08G072900,15.159429,4.031853,10
Gohir.A03G168400,12.473094,1.5314101,10
Gohir.D13G106400,13.444249,7.6096525,7
Gohir.A11G067300,13.433991,5.618396,7
Gohir.A12G004000,-3.3475573,-5.1119018,6
Gohir.A08G104000,-0.44277018,5.836934,5
Gohir.D09G042800,11.139985,7.2804904,7
Gohir.A11G175300,8.549814,2.9832594,10
Gohir.A01G207700,-3.8274734,3.4487884,9
